beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
1,6.313422115904666,9605,0,2261.11142607699,1,98110,1070000
14,8.685658475552977,9361,0,5830.858248851021,1,98105,648800
1,3.524051095104636,5792,0,443.3850646188358,1,98113,660000
2,3.020856467591183,9659,0,9622.260025564872,0,98110,515000
8,4.797666355908579,4108,0,514.1002723083556,0,98120,1180000
8,4.267921601300372,329,0,4013.0767232731064,1,98113,639950
2,8.739000946781749,5371,0,1071.541058970409,1,98123,690000
5,3.008403607938581,4979,0,871.7716142332778,1,98116,850000
8,3.0234785335362546,7343,0,2339.713122382964,1,98115,770000
1,1.9691373304673148,5872,0,9445.94431848324,0,98157,2750000
14,7.030365191665995,4899,0,5513.097281939727,1,98115,538800
9,6.216390568110497,1692,0,789.8369355236746,1,98135,1085000
5,6.335161169318233,10473,0,3026.4434005091475,1,98139,1295000
6,0.9562357438889069,1752,0,5897.765789227671,1,98141,800000
6,3.509439502426007,10068,0,2766.8998187275524,1,98123,1500000
1,6.658755096728371,6357,0,4090.493897444349,1,98123,1525000
14,6.497608929510407,9949,0,6736.698272828987,1,98113,799000
5,0.5611711683760817,6233,0,2664.767292329386,0,98124,850000
2,3.9346567665186334,1003,0,44.790071272848394,0,98113,680000
9,4.630230129327687,8212,0,6353.987075106616,1,98123,755000
2,6.450200555369636,1636,0,2220.8949142906904,1,98114,1050000
3,2.5183623405423274,6250,0,4887.476569281444,0,98140,1175000
2,6.4563497534350915,2734,0,6228.461802542555,1,98105,1500000
7,6.427146780969934,2178,0,4559.395760340849,1,98123,850000
5,2.507561564569216,8099,0,7754.291443234792,1,98123,899000
5,6.2271610535124005,446,0,1753.4529771217594,1,98159,1110000
14,6.492766863503028,5305,0,2609.4089165458995,1,98158,819950
8,8.95222378921399,9964,0,1234.8283364792735,1,98123,645000
2,8.461752726139874,394,0,2983.2763595806814,1,98140,1000000
2,6.891275682360617,5424,0,1857.2772735498665,1,98115,620000
5,7.119573762987269,396,0,9887.293396977895,1,98136,2130000
14,2.5206365448335104,7381,0,603.7231749976356,0,98112,340000
7,7.39847565980174,5143,0,1099.0162964882247,1,98120,745000
14,1.9592501946810374,6345,0,4439.636945951399,1,98109,460000
8,6.36662530025428,2816,0,4455.870749473582,1,98141,1605000
3,6.432275241531796,9388,0,2724.7333774438052,1,98123,750000
2,6.688648463106947,2288,0,2757.1241590348563,1,98113,840000
5,0.942070710779035,386,0,4376.791100023948,1,98124,1125000
5,6.155135234069598,7020,0,6341.442873725579,1,98143,999950
9,2.549152073030758,10056,0,2622.9945952057783,1,98125,645000
8,7.251668008060499,9059,0,3249.8802057548965,1,98123,675000
7,0.9589273190135982,5981,0,7173.312063768577,1,98123,524950
2,2.5361436222157328,7838,0,3656.8794554489195,1,98121,1200000
7,8.81415935432599,3260,0,395.2439192893555,1,98118,1350000
2,3.0563557889708792,1283,0,8149.578598908491,1,98124,729000
2,6.29997454610363,8032,0,4547.71477954275,1,98123,1266000
8,0.9866361414718007,9739,0,2637.0378029579138,1,98115,905000
7,5.572200800118374,8673,0,5992.037090717326,1,98109,545000
4,6.412917260310112,7117,0,9899.725515165395,1,98122,1225000
2,0.6855728983990508,3116,0,5200.863574660384,1,98123,1075000
14,3.0413575691484733,7628,0,8049.181878529227,1,98139,1127500
6,8.96354282174049,4132,0,4195.4398219468985,1,98140,2950000
8,7.211742623832093,927,0,714.5369199863528,1,98113,875000
15,6.932322660046631,7976,0,2567.8496385743315,1,98142,1170000
7,4.829481825660161,9904,0,1206.6458788821133,0,98157,512000
7,6.838794159317918,9124,0,6179.408994331879,1,98124,1185000
1,8.257966338439743,8969,0,2442.165091052948,1,98138,750000
14,6.7321070974170665,5099,0,2622.0789868202505,0,98123,210000
15,6.58512637132029,5029,0,7978.121742585748,0,98140,1270000
4,0.9752297041575191,1702,0,6800.406915200617,1,98117,690000
9,6.856784722518694,5741,0,1134.9741883161173,1,98158,625000
14,5.157010934799199,1774,0,992.5538092253715,1,98114,550000
6,5.91696966234265,8765,0,1818.6176344350868,1,98123,570288
9,6.46492065657356,2000,0,2714.995405146606,0,98143,1270000
2,8.652064348460787,8435,0,4937.074749049402,1,98125,825000
8,6.309657597464497,1849,0,7491.492753127804,1,98106,835000
2,7.2168517444423035,1017,0,5788.721085666374,1,98161,580000
14,7.192763066828449,1776,0,3063.3178590410894,1,98143,1195000
14,8.920511167375306,5105,0,1295.3144352909487,1,98116,869000
