height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,target
43.0,393.0,3184.0,51.1,0.312,0.759,2.46,426.0,973.0,145.0,1
14.0,114.0,1323.0,4.7,0.245,0.878,1.29,1314.0,575.0,448.0,1
65.0,74.0,704.0,3.136,0.1639999999999999,0.908,1.35,647.0,417.0,532.0,1
20.0,364.0,140.0,10.75,0.449,0.639,2.32,534.0,137.0,41.0,1
17.0,227.0,2035.0,11.852,0.431,0.224,1.99,379.0,1530.0,13.0,1
14.0,397.0,810.0,16.667,0.455,0.917,4.66,628.0,1147.0,21.0,1
79.0,92.0,1413.0,29.071,0.552,0.82,1.39,337.0,847.0,293.0,1
39.0,213.0,885.0,17.333,0.501,0.575,2.45,564.0,796.0,279.0,1
17.0,488.0,22991.0,7.12,0.443,0.653,16.57,1482.0,463.0,187.0,1
24.0,310.0,53.0,9.125,0.347,0.77,6.02,455.0,1478.0,228.0,1
24.0,371.0,737.0,18.44400000000001,0.655,0.953,1.33,373.0,149.0,278.0,1
14.0,121.0,130.0,24.214,0.182,0.542,1.94,205.0,179.0,387.0,1
12.0,294.0,754.0,0.667,0.341,0.848,1.9,417.0,1054.0,452.0,1
10.0,284.0,1623.0,94.0,0.2,0.338,1.21,4210.0,520.0,307.0,1
4.0,204.0,632.0,87.0,0.288,0.7170000000000001,1.41,28.0,421.0,111.0,1
23.0,82.0,472.0,24.125,0.328,0.8109999999999999,1.39,318.0,1666.0,42.0,1
306.0,15.0,5130.0,8.667,0.3,0.77,1.26,600.0,139.0,132.0,1
74.0,326.0,170.0,21.846,0.6,0.86,1.94,258.0,521.0,200.0,1
7.0,179.0,175.0,20.44400000000001,0.458,0.66,1.74,822.0,3582.0,358.0,1
14.0,471.0,549.0,5.2170000000000005,0.381,0.59,1.33,888.0,653.0,671.0,1
24.0,240.0,5908.0,18.0,0.8,0.484,2.41,342.0,324.0,176.0,1
311.0,238.0,2808.0,16.889,0.441,0.879,1.19,619.0,14.0,56.0,1
12.0,160.0,288.0,22.786,0.593,0.662,2.5,28.0,1626.0,160.0,1
14.0,158.0,2331.0,23.706,0.457,0.938,5.8,691.0,346.0,679.0,1
11.0,408.0,2590.0,5.3,0.266,0.825,2.16,134.0,3214.0,73.0,1
38.0,114.0,5950.0,0.875,0.336,0.738,8.4,392.0,1145.0,557.0,1
11.0,285.0,2412.0,6.167000000000002,0.377,0.375,1.48,534.0,654.0,170.0,1
7.0,511.0,150.0,56.556,0.505,0.831,1.69,159.0,1065.0,285.0,1
91.0,130.0,4564.0,50.9,0.375,0.358,2.08,1530.0,637.0,234.0,1
55.0,146.0,1170.0,37.889,0.168,0.948,45.0,408.0,756.0,422.0,2
23.0,66.0,133.0,1.3330000000000002,0.365,0.733,3.35,217.0,1657.0,444.0,1
11.0,122.0,20.0,28.667,0.385,0.735,1.19,1791.0,1225.0,276.0,1
11.0,250.0,4420.0,28.625,0.361,0.66,2.25,221.0,1818.0,229.0,1
24.0,245.0,390.0,22.571,0.343,0.835,3.2,219.0,331.0,300.0,1
19.0,141.0,102.0,1.9,0.485,0.294,5.1,64.0,57.0,202.0,1
23.0,185.0,4214.0,13.625,0.303,0.258,2.14,131.0,154.0,650.0,1
95.0,53.0,242.0,3.9,0.85,0.481,140.5,38.0,2040.0,444.0,2
304.0,170.0,5096.0,10.455,0.182,0.954,2.1,188.0,262.0,671.0,1
14.0,51.0,747.0,29.071,0.215,0.634,1.09,152.0,2297.0,84.0,1
29.0,239.0,12240.0,44.0,0.92,0.173,15.91,252.0,3623.0,120.0,2
93.0,453.0,567.0,0.625,0.327,0.73,1.33,348.0,951.0,384.0,1
26.0,79.0,249.0,8.333,0.202,0.957,6.42,7358.0,808.0,470.0,1
11.0,491.0,1495.0,13.214,0.179,0.628,3.48,219.0,319.0,215.0,1
5.0,192.0,3300.0,143.0,0.135,0.564,3.6,194.0,3627.0,158.0,1
7.0,399.0,273.0,22.857,0.181,0.937,2.03,759.0,3146.0,384.0,1
47.0,299.0,2010.0,20.44400000000001,0.4920000000000001,0.59,3.16,217.0,782.0,311.0,5
37.0,288.0,3322.0,78.0,0.191,0.807,9.4,218.0,250.0,205.0,2
11.0,219.0,12561.0,0.647,0.539,0.841,2.59,296.0,912.0,176.0,1
212.0,403.0,35.0,43.57100000000001,0.353,0.831,13.67,298.0,1072.0,456.0,2
11.0,215.0,371.0,0.923,0.267,0.6459999999999999,7.88,975.0,1802.0,249.0,1
3.0,121.0,2470.0,15.273,0.3,0.8220000000000001,1.17,401.0,1042.0,19.0,1
23.0,67.0,5586.0,32.3,0.526,0.937,4.17,445.0,1455.0,43.0,1
84.0,226.0,1773.0,2.8,0.106,0.569,6.42,808.0,2918.0,247.0,3
37.0,439.0,49.0,3.36,0.293,0.8220000000000001,1.91,2236.0,59.0,485.0,1
9.0,83.0,3684.0,32.5,0.313,0.8,4.53,80.0,375.0,257.0,1
11.0,190.0,572.0,0.5710000000000001,0.472,0.5329999999999999,15.22,2126.0,645.0,93.0,1
166.0,109.0,3632.0,2.818,0.155,0.816,71.13,1317.0,193.0,661.0,4
11.0,231.0,810.0,0.7140000000000001,0.583,0.866,2.79,2236.0,164.0,94.0,1
5.0,301.0,5976.0,2.043,0.393,0.58,22.19,151.0,1811.0,58.0,1
23.0,427.0,518.0,17.25,0.237,0.438,2.64,108.0,624.0,658.0,1
11.0,148.0,1928.0,24.667,0.925,0.978,12.07,232.0,176.0,91.0,1
74.0,229.0,3984.0,91.0,0.2,0.603,1.94,287.0,32.0,191.0,1
17.0,64.0,6912.0,18.8,0.912,0.725,1.32,205.0,1051.0,78.0,1
