sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
7.073532456747682,3.1952533960584817,5.566524611131036,2.4398148410260223,2
6.29116515659485,3.1562200158951255,5.222688526812546,2.253670350786287,2
6.427515714629195,2.6666067466885366,5.160656697552906,1.7625578011386438,2
6.438425389464662,3.4385148927835463,5.556902716443432,2.336037733858231,2
6.021894184740063,3.348448487267393,4.410017553513239,0.25685885195905234,2
6.010535621740268,3.2818217789157638,5.396513003344262,1.9097971841065429,2
6.8907381944156,3.094226163803408,5.5883093079913975,2.3283582224958366,2
5.302601554909531,2.9707878815897724,5.078256701038202,1.5284434333712917,2
6.155579996137593,3.0510105794873494,5.282317552494331,1.9878788016939057,2
6.571277545648969,3.069884587160776,5.326036905850933,2.5,2
6.676367831565078,3.030973725055797,5.409137259090707,2.172158086430975,2
6.731247838678428,3.3912022943134157,5.388476863456782,2.2869774128291187,2
6.418021153615268,3.3291405756700927,5.139157304712688,0.39338503337470254,2
6.309546442128099,2.9632292138210343,5.645268622895395,2.5,2
6.349451079008764,3.121295952518774,4.702671639906663,1.9302565862338192,2
6.712214556769801,3.108785001312081,4.588393888837416,2.101888397731437,2
6.786912412611146,3.1875572592009203,5.055792509957914,1.7903094119735687,2
5.101108858850398,2.884197327050481,5.088108913694424,1.926301949437472,2
7.069011663360547,3.3527012325837617,5.671722534930497,2.5,2
6.610279346529925,2.8308291913333075,5.92873510731395,2.5,2
6.514989022969054,2.9542320780819167,4.4406676780344805,1.9328397007738727,2
6.495154910652344,3.0650249816157666,4.033778204360578,1.8381735879068304,2
6.906048284841211,3.089885197795407,4.761520921473927,1.965246516896849,2
6.283977477687024,3.0729483454457416,4.811803557626375,2.5,2
6.839281894686375,3.325897568132517,5.693245741432436,2.5,2
6.169813945479654,2.7356044385568854,4.614083208583534,1.1525506637513154,0
6.010331862783888,3.1075862100397886,5.413498174220037,2.296815665437367,2
6.637024354074062,3.0261487015966493,4.53539172996134,2.0864273687243617,2
6.318494639380695,2.9840500485300083,4.787910010268916,1.890044879290882,2
6.679215129922865,3.1457581685105223,5.539762705664193,2.2818439323096844,2
