sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
5.435890151411348,3.377702827460762,5.477975090060614,0.1,1
5.5900922573117295,2.00271204479818,3.666045349361134,1.5157042395726086,2
5.9172539725774005,2.08491406266334,3.806661642280922,0.8521581713795773,1
5.495481643380431,2.4469469879863195,2.1825868652674267,1.2385372102737582,2
4.4,3.1906764525163647,1.0,0.29069117716022874,0
6.914973466213878,2.0035304979341806,4.209614511050469,0.5213737648683152,1
4.4,3.1321243025838688,1.0,0.1,0
4.4,2.069696855524085,1.0,0.1,0
6.61974110876939,2.5754966060377815,5.243735475601859,0.2827673898710452,1
4.4,2.573322313186163,1.0,1.4392871609848732,1
4.4,3.3171004552188017,1.0,0.8468284981654352,0
5.2598287947386275,2.0,2.767043971616973,1.9099183149337926,1
4.6314027171741925,2.3285344540245703,1.0,0.8298112079537979,0
4.4,3.2352450053268718,1.0,0.27551126296942635,0
4.4,3.0159518308615176,1.0,0.1,0
6.917001821872766,2.7183144179933914,4.107835942462008,1.424909336074524,1
4.822347864556056,2.2214219047961183,4.924971146071039,1.137296689586997,1
5.706230886106344,2.894237312455029,4.169207131494266,1.6692557824362142,1
4.622720507080098,2.10881418049505,3.027234919327428,0.8021603996013409,1
4.482900654877371,2.278262501075301,1.0,0.1,1
4.781442990415981,2.4689664159021136,1.0849394750112942,0.1,0
5.108585264360558,4.2,1.2015589969819762,0.2945117130417465,0
6.826477001795737,2.3237064625201507,4.1118338721033325,0.8562003252691996,1
6.060425640577111,3.275792968856598,3.9472047038297426,1.2664063962643146,2
5.297866111043836,2.5797585555731666,1.1625803809890987,1.475383219156299,0
5.280896018457823,3.577509738196287,1.7261377588687732,0.4761515669940726,2
4.4,2.905239523226791,2.846961069455768,1.7758218891861899,1
4.5463910106535295,2.9191060869563543,1.0,0.15636104816798996,1
4.4,3.511714625207304,1.0,0.17418882459469795,0
4.4610447040592165,2.1681870321892056,1.0,0.3648263691765621,0
