sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.645367341094797,2.5835580253719854,4.562742171118961,0.7341402310803471,1
4.474509716413594,2.7589057928143244,3.1141585378255643,1.4802682762565522,1
4.4,3.597884943068506,1.1149112373280572,0.1,0
5.299590082458066,3.335389890854699,3.7492508854982765,0.5017606457850287,0
6.098194865826628,2.381105970411358,3.890334649734183,0.976301027275402,1
5.636868754217163,2.3521015422406406,1.1403940734466325,1.0275368816973858,1
6.776319105397709,2.7248753717226073,5.00352528431495,0.74597984032433,2
4.414790088636756,2.834911274117844,1.0,0.1,0
6.43964325613504,2.0,4.522651727417189,0.7398875168459305,2
4.4991202974869156,2.7840068864639793,1.0,1.6006950039066237,0
6.715638130819714,2.0,3.083159737915722,0.31454157125381954,1
6.557486773000794,3.104034505812415,5.121579239789891,1.4258776458168643,1
4.4,3.226727677369425,1.0,0.4680092685968136,0
4.4,2.374306033213208,2.9080447575017287,1.4516217344724605,1
4.49925813118281,3.017590047860911,1.0,0.1,0
4.4,2.8875753220330185,1.8543991236762265,1.514118037589485,1
4.8281562094266945,2.4734824484859823,4.2862863635755595,0.1,2
6.091873579078164,3.5692513866695856,2.1960604879395866,0.1,0
4.50181430304977,2.034744031876036,3.2975756841187023,1.5108319007107855,1
4.7064669380012125,2.938836623668324,1.3060378246208677,0.11329702577935902,0
6.6118332000359565,2.0,4.790867509358613,0.47128427552669616,2
4.639178406700213,2.0079990848347125,1.0335645293073363,0.1,0
5.883262237731944,2.5542251199497796,4.810322935149532,0.1,2
5.347514483848821,3.0453007647943693,1.099188959617033,1.3736229482000502,2
4.4,3.471445537862855,1.0,0.40401095384448915,0
4.4,2.30358757182162,2.8017417532886792,1.3918499336078243,2
5.324565469856117,2.241874285297151,2.5366000270267977,1.0495206832676987,2
5.10647405434364,3.0956779079859,5.254617229516443,1.7248286426704649,0
6.217105128920832,2.097556326395644,4.184667489367152,0.6557225500835897,2
4.4,2.0,1.0,0.1,1
