Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,3.1594618762650946,0,0.0,19,701.168680824535,0.0,0.09267200738609932,0.24369185252333425,0.6,6,2,7,5,7,2,True,False
0,2.224036461859023,0,0.0,27,1718.6562691074844,9.898514731799049e-05,0.008478416328482306,10.06847077251697,0.0,6,2,1,3,1,2,False,False
1,25.90212143462234,0,0.0,18,982.677797156065,0.009202821100743523,0.0045744698054961605,0.0,0.0,7,2,5,1,1,2,False,False
0,0.0,0,0.0,9,1009.5599052226909,0.0,0.015944577020759375,25.683009208619765,0.0,5,2,1,1,1,2,False,True
3,113.93704863906547,0,0.0,25,238.0390527831942,0.0014468417537481589,0.0,0.0,0.0,7,2,2,9,1,0,False,False
1,60.503549572228664,1,1359.9136855711813,27,6803.112307862186,0.004024154294168317,0.022002276453995877,0.0,0.0,6,2,1,3,2,2,False,False
0,0.0,0,0.0,26,650.0756320821382,0.01043242301865683,0.04880326398416714,0.22471175845360525,0.0,6,2,2,1,1,2,False,False
10,154.29673270786935,0,145.20131927528848,25,250.854235077276,0.0017400235746694052,0.026155471048611153,0.0,0.0,6,2,1,4,3,0,False,True
1,0.0,1,0.0,19,1000.2930349705016,0.0010180314563550722,0.0036403980850491305,0.23293604124506817,0.0,8,2,2,1,2,0,False,False
0,0.0,0,0.0,10,195.99562129806435,0.00015027635504743042,0.0773748271932001,0.07115526874168054,0.0,5,2,2,1,1,2,False,False
0,76.45592047014759,0,0.0,25,1984.8550265950562,0.00041713743548120116,0.05606831416249014,0.1894575938737066,0.0,4,3,1,8,4,2,False,False
1,31.223771409575303,0,0.39925672664140543,24,922.9858862920253,0.001328468468583216,0.046136321377908227,0.0,0.0,8,2,1,6,2,2,False,False
0,190.69075230692073,1,93.85087424522366,33,4965.915530438206,0.0005134899997021646,0.023175004274846808,8.208373901881977,0.0,7,2,1,6,2,2,False,True
0,0.5876346585777634,0,0.0,13,294.41991512982105,0.0,0.19593913529675916,0.3433607539453634,0.6,7,4,4,1,20,2,False,False
0,0.0,0,0.0,5,0.0,0.007824242335053692,0.1932659025639062,0.03376490911155811,0.0,6,2,2,6,1,2,False,False
0,0.9858334109820092,0,0.0,40,419.0993939043162,0.033038978385286896,0.13003207444355647,0.14770781941104247,0.8,0,3,1,1,13,2,False,False
1,17.116051275441404,0,0.0,5,0.0,0.0009794014965287573,0.01959123453809492,0.23542775329571142,0.0,5,2,2,7,2,2,False,False
0,153.293097146759,0,0.0,343,2892.9610944116316,0.014029927514034805,0.017551393998948377,0.0,0.8,6,3,1,3,9,2,True,False
1,38.487533212484976,0,0.0,63,2206.1827094081086,0.01407489107338772,0.015022381350982938,45.94702148974539,0.0,7,2,2,7,11,2,False,True
0,2.2112935031865564,0,0.5907305449724164,16,632.6430463212189,0.0,0.021493803204376383,0.15687997715721072,0.0,7,2,2,1,2,2,False,False
0,0.0,0,0.0,18,606.0504388748926,0.0007155857194604011,0.016389744258622656,0.13694081549404016,0.0,6,1,1,1,3,2,False,False
0,0.0,0,0.0,16,81.85830164702244,0.12773518824682525,0.12171979066326927,6.135829518637712,0.8,7,2,2,6,8,2,True,False
0,68.95594321122161,0,0.0,43,1548.9633026201689,0.0014138576357840395,0.15583476883896283,0.07325274171796275,0.0,6,4,1,3,3,2,False,False
0,0.0,0,0.0,2,157.47248831074174,0.019011494249452955,0.1873029257997174,0.0,0.0,6,1,1,1,3,0,True,False
3,31.30446600791325,0,0.0,14,110.72076028590966,0.019258408297455933,0.03759816820436603,0.05754235949318503,0.0,7,2,1,1,11,0,True,False
4,60.60531682885099,0,0.0,42,3453.957704598585,0.01234409027192783,0.005580331137986461,0.01125651425132181,0.0,7,1,2,1,2,2,False,False
0,4.98695496991067,0,1.2505215808461696,18,255.09390812191066,0.0,0.01946917479197927,0.08982251938443866,0.6,9,2,1,2,13,2,False,False
0,0.0,1,213.74315736268258,21,1749.1811071372235,0.008569299808474977,0.062147390965477944,0.187782380887029,0.0,5,2,5,8,1,2,False,False
0,0.0,0,0.0,8,128.64236493529262,0.0,0.040976803198494574,0.08232628235620297,0.0,3,2,1,6,1,2,False,False
4,76.44060475858322,1,197.33011506679588,64,7022.095325644024,0.0,0.0046349333765021185,7.343946781205086,0.0,8,2,1,3,1,2,False,False
1,23.14961523355684,0,0.0,30,726.2605771291279,0.0006933185108681511,0.019717674979107043,0.3105837798192465,0.8,6,4,2,1,17,2,False,False
0,2.8993238384769833,0,0.0,9,175.53711740093388,0.0,0.2,0.12502276532761514,0.0,6,2,1,2,10,2,False,False
3,53.27314524327119,0,1.2063796790108243,19,219.92376612310915,0.0,0.04527451147011079,0.05007061127698515,0.0,1,1,1,3,5,2,True,False
0,0.0,0,0.0,4,0.0,0.0,0.18699770649327582,0.040477405858639785,0.0,1,2,9,4,3,0,False,False
1,52.70455286945166,0,1.3475527421612055,4,173.76710243174378,0.0,0.05662191983234123,0.10035504145175783,0.0,5,2,1,8,3,2,False,False
1,38.17501036057051,0,0.07890127702716145,7,212.81491074206724,0.0,0.04699905956777962,0.002997052956992601,0.0,3,6,1,3,1,2,True,False
10,14.406823125036201,0,0.0,17,611.776186783571,0.0,0.0050317894403476456,0.08449138953880621,0.0,5,1,1,1,5,0,False,False
0,0.7799006926716143,0,0.0,21,748.40148841113,0.008259063012132,0.14202552009235675,0.18729622193939352,0.0,6,8,1,3,1,2,True,True
1,0.8734381032933846,0,0.0,63,758.7101869440305,0.00034226290243147484,0.016606327777594958,5.9196732079542125,0.0,7,2,1,1,12,2,False,False
0,0.0,0,0.0,21,671.0290611635455,0.013742232970116595,0.034615626169420495,0.058123118518569813,0.0,1,1,1,3,1,2,False,False
1,1.0758281515349764,0,0.0,19,2061.608930456079,0.0,0.08622253749356126,190.0797070075251,0.0,0,3,3,7,1,2,True,False
3,42.70421071909121,0,0.0,11,274.3726586544224,0.0036156029813118476,0.01323238924307022,8.691372168628574,0.0,8,2,2,3,14,2,False,True
