sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.893133893081675,3.172499960803432,5.432544364085434,1.8703332800178685,2
6.37271998333593,3.0601023708614097,6.9,2.3544687735023224,2
7.032737732159281,3.290477496383936,6.443576434106514,2.263268401072268,2
6.152198655405154,3.143077736820301,5.59349253665608,1.9022206067148097,2
5.95588449538133,3.203697917478421,5.2738833727525725,1.8478017976729322,2
6.547645793243464,3.028337377496844,6.647817829763092,2.307105008968609,2
6.044140675930005,3.156958893314823,6.057973018297037,1.6985225970625724,2
6.8488346958450625,3.097677448836225,5.683911750153643,1.8972714883437771,2
6.259618533374004,2.9858184586248386,5.8462578234495295,1.9207603641606965,2
6.913142678188471,2.9192817710304597,6.2611343178202326,1.8604616027182745,2
5.953226569362423,2.825220606301321,6.4389864343572505,1.7186122625041935,2
5.826127252903228,3.137203458607869,5.6767622966363795,1.281656896031723,2
6.714380341368708,2.8474036129955773,6.427290673473106,2.137991271563005,2
6.563750479760387,2.925949645162094,6.9,2.4975103571650688,2
6.084629718026802,2.946298111195526,6.38659911457371,1.954761934774934,2
7.0349391309271185,3.0193783635357274,6.9,2.3061077110442203,2
6.258772094418352,3.0535199445047927,5.862566580073665,1.8885652795976726,2
6.614293639094162,3.4025740020495774,6.841937616754144,2.173580010433101,2
6.212893909064867,2.7671030003645747,5.413247406221729,1.4582898805904592,2
6.6330427389396664,2.885214451506307,5.8632306020814795,2.222373545228793,2
6.823781441925862,2.9982655453675613,6.9,2.270015074000586,2
6.768685080745806,2.747369877150552,6.044619297583622,1.9797441589882443,2
6.791138654391862,3.0279081579670315,6.9,2.5,2
5.784085441342429,3.486721978229297,6.216656290189803,2.204973428127345,2
6.535940384912274,2.7948594529458144,5.1094439999718375,1.969834953744863,2
6.229201346441261,3.1182657080768466,6.3270558512933,1.8956797629367765,2
6.660571013521706,2.8212370436129866,5.419124466020925,1.8186980415705973,2
6.591259181109649,3.095427838675962,6.9,1.787687254821655,2
6.856717232989794,3.4184288168975328,6.121894309394401,2.1821350236116643,2
6.455294501134653,3.0212744676057683,6.050104403496413,2.049563997420348,2
