fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
36.1804,16.651,2.2878,0.7111,0.1002,7.1002,45.2664,17.9228,12.4385,409.762,0
73.0376,18.1029,2.9757,0.6464,0.0671,39.0729,27.2159,8.0072,71.9164,190.845,0
28.5282,23.3716,3.4097,0.8362,0.0199,43.7368,12.8465,-10.0661,46.6079,188.205,1
17.5783,16.3516,2.8362,0.2407,0.4008,79.5973,9.8405,-14.345,2.9939,150.1636,1
19.3353,11.0568,2.4961,0.5152,0.4034,-31.6254,17.9032,16.818,39.579,204.295,1
23.6215,23.0715,3.1181,0.478,0.1844,-27.3566,7.0908,1.2236,12.27,57.7231,0
22.9543,0.0969,2.8429,0.2405,0.4682,-15.2415,-1.2056,-12.2756,15.8411,311.694,1
20.1664,10.4108,2.8785,0.1007,0.0916,-61.7378,34.8366,-10.1776,23.721,204.329,0
87.5279,32.7662,3.3754,0.3536,0.2713,32.1667,-48.92,-23.6233,3.6582,217.747,0
50.7195,10.8862,2.7662,0.8148,0.3053,27.224,-134.547,8.1794,32.3979,201.879,1
29.657,22.2858,2.7084,0.2609,0.2043,90.8886,71.7015,-21.6704,63.6052,133.871,0
43.7239,15.3985,2.081,0.4817,0.2237,18.4265,-5.4408,-6.2442,11.476,222.444,0
21.6891,19.4653,3.5161,0.562,0.2096,17.1878,-25.7678,-9.2374,1.39,194.578,0
41.0271,6.9933,3.0421,0.5282,0.267,33.0113,-12.0953,19.2193,34.5664,169.195,1
46.0913,31.1228,4.3583,0.7574,0.3295,-236.044,81.0599,6.83,30.558,280.192,1
48.1866,59.6147,2.5855,0.3615,0.295,0.4276,21.3999,7.7569,3.648,243.866,0
33.6341,11.4658,3.6872,0.7407,0.1924,-14.9882,63.4861,17.7811,87.6187,350.8812,0
68.9709,26.8642,2.5132,0.5197,0.2572,22.8586,10.3599,10.0203,10.4791,190.054,0
36.5524,22.9811,3.684,0.1333,0.055,10.1949,23.1774,-31.7013,29.782,172.494,1
28.2507,21.9345,2.4023,0.2476,0.1495,-9.7228,-17.361,-9.7513,8.711,122.215,0
56.5581,16.222,2.4764,0.2063,0.454,17.8267,18.4226,-19.1166,26.796,194.578,0
24.4408,18.4786,3.044,0.4902,0.1366,9.501,98.9695,-2.5673,74.477,263.9626,0
28.1746,16.8952,2.3936,0.4406,0.2569,-105.945,-44.1172,6.1527,1.6754,248.606,0
12.6327,18.6014,2.9382,0.3442,0.1963,11.2064,-24.6684,3.8522,8.986,121.151,0
200.935,21.5776,2.8212,0.0583,0.3838,1.66,-27.1448,6.1274,66.181,139.291,1
61.8459,28.5022,3.4756,0.4833,0.3123,-4.6575,20.2562,-11.1815,5.373,340.028,0
24.8548,15.344,2.6964,0.148,0.5774,-234.9206,-8.1405,3.6345,2.649,158.003,1
303.2787,10.5903,4.306,0.5626,0.3041,18.4404,23.2818,-8.7498,83.9143,188.706,1
70.2269,11.9939,3.6457,0.3888,0.422,-10.9524,-9.7752,5.0078,8.2377,138.628,0
20.7571,12.71,3.1252,0.3588,0.0008,-20.8394,-16.2021,-2.7168,70.161,201.07,0
27.3827,17.7111,2.0663,0.2628,0.0511,-42.4529,38.5675,-13.3082,82.8204,239.209,0
130.6114,57.3144,3.6765,0.7934,0.2294,-23.1794,48.1096,5.7515,18.651,209.442,0
44.5906,18.2507,2.8122,0.6224,0.3225,-0.7359,21.1536,26.8262,0.609,130.239,0
113.421,30.9372,2.8808,0.3261,0.4646,6.2773,-17.382,8.8385,1.2469,223.366,0
46.7975,8.8102,2.4898,0.2605,0.1483,-43.3582,20.7682,-14.1131,11.4565,180.114,0
28.8017,11.2989,2.7081,0.1168,0.1041,11.8511,-13.7595,18.8494,5.014,240.598,1
32.0451,13.8445,2.4564,0.4952,0.291,-14.9967,4.2209,17.8461,3.2173,147.412,0
72.926,8.5251,2.4124,0.3134,0.2395,110.459,22.097,-11.8643,69.4669,174.456,0
21.9625,9.2873,2.3703,0.7175,0.3749,9.3853,-2.7859,16.2746,43.3123,290.431,1
66.1838,16.613,3.3687,0.6933,0.188,16.2506,49.8945,-4.1482,6.664,107.699,0
19.2002,11.013,2.9941,0.429,0.3137,52.3369,70.827,-5.7971,35.184,172.735,0
92.8988,9.5902,3.2129,0.4466,0.2671,8.7045,26.5492,30.1477,21.5078,149.158,1
58.1603,21.8247,2.9104,0.2184,0.3451,-15.48,64.5106,25.3238,82.2071,245.947,1
21.4699,11.8713,3.8516,0.7901,0.5499,50.9648,21.3956,-6.2307,6.2392,300.311,1
48.3215,16.6733,4.1234,0.1325,0.3337,19.0919,80.4189,15.6825,28.2495,236.112,1
42.4521,19.1223,3.9316,0.7416,0.2941,-23.7186,35.5255,9.4007,2.297,222.78,0
40.5065,25.9855,3.7666,0.7814,0.4544,12.3343,-22.07,34.4839,55.3088,250.145,0
17.457,13.2289,2.9467,0.2748,0.4657,26.9364,-76.4121,14.3234,3.7836,252.777,0
48.2748,17.3377,2.4256,0.224,0.1321,23.6699,156.2367,-6.3248,2.1032,315.7075,1
26.6758,11.6678,2.8382,0.7245,0.15,22.5608,9.7216,16.6204,1.7715,107.398,0
24.4082,26.3163,2.7931,0.2548,0.1696,2.7627,91.835,-10.9609,2.6994,107.234,0
26.9835,24.6979,2.5119,0.2617,0.4786,-58.7921,9.6718,-13.944,27.549,239.027,0
26.0458,16.8029,3.8533,0.6006,0.4474,17.8232,81.5263,-16.6045,79.6662,40.1528,1
26.7371,12.329,4.3829,0.7805,0.5279,28.5964,8.3638,11.552,6.388,135.544,0
23.4116,10.3517,2.7835,0.2479,0.1035,56.3544,40.3755,-7.8863,23.3048,283.61,0
18.7913,65.8845,3.45,0.8442,0.4222,14.6132,22.7282,-4.474,15.1147,242.6183,1
36.9314,30.0053,2.2368,0.1629,0.1499,-40.3611,-59.1431,11.7835,73.6804,286.502,0
50.6729,24.1845,3.1973,0.3664,0.1739,0.6551,20.5637,-13.4571,8.174,297.593,0
26.0598,26.2233,3.5799,0.4375,0.3836,-10.6482,37.5542,77.1849,34.582,131.878,1
20.4916,13.2144,3.2032,0.4673,0.086,-1.4818,61.3182,33.2397,40.2139,222.845,1
94.2528,30.5756,3.4465,0.5225,0.137,6.8535,2.476,14.8843,66.7994,197.9669,1
28.8127,11.4658,2.9722,0.5014,0.3612,-12.6064,28.8646,-14.0803,27.662,106.427,0
55.7402,9.966,2.4899,0.7276,0.2962,67.9764,-14.5353,-47.5359,82.3203,363.1135,1
43.0546,26.9945,3.6426,0.3428,0.2133,-1.0824,-22.3346,7.2229,45.3983,137.5028,1
48.9652,13.6892,2.5184,0.1465,0.1143,18.8068,19.4856,-6.0823,2.8211,244.819,0
38.2651,16.7018,2.2122,0.5742,0.1653,5.606,-39.2715,-3.8177,0.8525,130.193,0
23.3911,30.1839,2.4371,0.1797,0.4879,-6.3288,72.9835,1.1456,17.9789,47.2501,0
29.8922,17.9806,2.6325,0.4912,0.4595,24.5698,19.4024,-14.1066,26.398,62.981,0
68.8405,16.4024,2.8398,0.0489,0.0702,32.3826,27.3781,13.9697,3.361,193.547,1
26.7323,13.0207,3.4059,0.3905,0.315,-3.2414,22.0494,12.4215,7.064,196.298,0
23.1227,18.4859,3.4692,0.2095,0.277,1.585,-21.6217,-5.5849,80.0592,256.911,0
68.5314,24.8487,3.5,0.0512,0.3689,-67.1585,129.747,6.6114,14.985,232.841,1
57.8899,18.8904,3.2629,0.8086,0.249,-27.6853,-173.9663,13.7779,52.521,116.2746,1
38.7822,16.2989,3.0202,0.6261,0.133,-1.8074,27.3206,9.8045,64.2081,123.84,1
23.0347,26.8651,2.487,0.3929,0.5193,-13.7409,18.6392,7.5526,18.682,218.901,0
31.1459,26.1718,2.5998,0.2145,0.2288,31.0558,-15.0956,-8.3525,51.7326,179.055,0
49.6601,25.0634,3.2909,0.1999,0.3854,20.979,-16.3092,5.4512,5.6594,124.942,0
20.1333,27.2913,2.6902,0.2421,0.3587,98.9071,10.2146,-7.7182,2.559,277.917,0
91.3563,35.3037,3.9473,0.212,0.0754,11.3212,57.5848,-10.1769,0.922,155.949,0
17.9276,14.057,3.4804,0.3755,0.2722,-0.7211,54.9726,9.5088,5.5932,83.9991,0
24.0061,11.3629,2.8639,0.5269,0.2115,58.8868,-47.2918,2.6168,89.5806,138.836,0
20.1179,20.198,3.3034,0.4439,0.1124,32.4419,60.3149,14.9817,14.4039,124.2763,0
101.0367,19.4342,3.45,0.1419,0.119,-78.9582,-22.4855,-21.468,1.5315,83.9524,0
32.9078,30.6296,3.2139,0.5442,0.3667,-40.7033,34.4512,13.0989,7.946,132.841,0
46.1458,15.8711,3.255,0.3015,0.1996,38.8147,-147.616,5.8879,1.4238,354.937,0
56.5563,19.4973,2.9188,0.3695,0.2086,-19.813,12.2922,42.9164,9.569,258.524,0
