state_code,lat,lon,bird,lat_zone
50,26.58,-74.23,2,26
25,29.72,-103.55,1,20
33,30.54,-79.66,2,18
0,29.92,-78.46,0,28
28,19.46,-115.29,2,26
37,39.36,-78.88,2,26
31,45.18,-99.34,2,13
26,37.56,-98.61,2,26
23,43.07,-80.91,2,10
39,31.52,-118.43,0,23
7,39.85,-96.4,2,21
3,37.67,-93.34,1,5
11,44.27,-95.82,1,15
43,31.55,-70.04,1,20
0,47.16,-102.01,0,28
47,22.0,-155.68,2,27
23,30.42,-121.52,2,10
21,30.44,-70.52,2,9
25,43.46,-85.85,1,20
37,43.57,-98.03,1,26
6,37.72,-80.85,2,0
45,47.64,-82.37,2,19
18,38.31,-94.11,1,3
31,30.53,-160.61,2,13
45,35.94,-76.59,2,19
42,21.32,-114.4,1,20
47,46.29,-81.78,2,27
39,43.32,-100.46,2,23
39,27.31,-71.58,2,23
7,35.31,-100.63,0,21
33,46.74,-105.31,2,18
2,36.53,-107.69,2,20
38,40.48,-100.67,2,19
38,41.39,-85.59,2,19
18,56.87,-95.11,1,3
34,61.73,-92.26,0,12
41,43.56,-81.05,2,24
25,29.83,-92.01,1,20
39,19.05,-115.8,2,23
30,33.6,-149.84,2,22
3,27.53,-72.1,0,5
32,33.08,-103.47,2,14
15,41.04,-90.19,2,19
26,48.22,-109.33,2,26
42,37.68,-136.18,1,20
36,44.97,-116.32,2,25
29,35.5,-117.21,2,26
36,46.28,-97.78,2,25
46,38.65,-104.18,2,16
10,45.45,-98.5,2,4
39,36.66,-122.89,2,23
41,40.8,-97.11,0,24
24,35.02,-67.92,2,12
31,31.34,-112.82,2,13
2,38.84,-87.78,1,20
1,31.16,-101.99,2,29
20,39.74,-94.26,2,1
22,58.46,-92.56,2,0
30,46.31,-111.61,1,22
13,45.72,-119.89,2,18
19,38.2,-112.33,2,2
29,43.33,-109.02,2,26
10,65.46,-108.01,2,4
28,39.68,-89.85,2,26
25,40.51,-79.24,2,20
29,45.6,-111.17,2,26
6,37.14,-67.84,2,0
40,66.2,-112.1,2,8
36,33.36,-99.76,2,25
26,44.23,-116.87,2,26
2,37.14,-71.67,2,20
31,38.47,-74.3,2,13
45,46.18,-98.09,2,19
36,58.69,-112.49,0,25
14,40.08,-76.0,2,19
32,48.36,-91.04,2,14
25,33.63,-85.03,1,20
40,68.93,-73.51,2,8
26,37.84,-76.57,2,26
28,41.18,-120.9,2,26
5,47.81,-75.3,0,17
23,19.84,-87.2,2,10
0,47.61,-102.97,0,28
21,39.83,-111.48,2,9
10,21.53,-82.47,2,4
20,41.68,-120.04,2,1
17,37.4,-83.95,2,19
32,27.52,-105.73,0,14
16,21.08,-84.25,2,26
42,42.23,-155.38,1,20
49,47.89,-77.17,2,19
0,33.59,-84.24,0,28
27,28.11,-102.25,2,19
43,32.5,-102.42,1,20
25,42.94,-95.77,1,20
40,46.16,-116.91,1,8
12,67.38,-100.57,2,13
4,34.37,-71.39,2,7
49,39.18,-77.79,2,19
43,36.14,-112.09,2,20
26,36.66,-117.67,2,26
42,27.02,-101.56,1,20
24,37.86,-100.22,2,12
15,30.31,-118.06,2,19
41,36.28,-94.14,2,24
26,26.55,-103.12,2,26
35,35.03,-159.37,2,19
29,21.16,-109.14,2,26
44,36.28,-106.6,2,6
41,63.58,-121.21,2,24
43,30.32,-113.93,1,20
42,34.6,-101.78,1,20
28,48.67,-117.25,2,26
20,46.0,-114.2,2,1
45,33.34,-97.78,2,19
38,37.59,-97.89,2,19
24,60.8,-75.57,2,12
14,41.01,-86.73,2,19
3,65.41,-113.71,2,5
13,43.47,-70.64,2,18
42,46.88,-86.43,1,20
14,47.4,-100.9,2,19
50,40.09,-83.38,2,26
0,28.08,-77.1,0,28
42,42.91,-93.43,2,20
46,47.99,-69.46,2,16
5,47.43,-74.27,2,17
41,44.64,-92.26,2,24
4,61.03,-82.99,2,7
22,43.4,-120.94,2,0
32,38.67,-81.89,2,14
3,40.54,-120.98,2,5
36,25.2,-114.84,2,25
0,46.22,-156.48,0,28
7,37.69,-110.28,2,21
38,41.14,-97.68,2,19
18,35.98,-90.56,1,3
44,26.74,-112.66,2,6
37,38.95,-72.84,2,26
21,21.54,-82.14,0,9
