beds,baths,size,lot_size,lot_size_units,zip_code,price
2,3.0308199069152173,1296,5048.009325267285,1,98117,1023896
2,1.9931551318501852,1685,1250.184513794879,1,98102,1077820
3,0.9936525953801437,2047,4926.41961329894,1,98106,1158405
3,2.4620213414745225,2045,8906.242397112854,1,98104,755848
1,1.9870305866020672,1582,6362.054711827714,1,98115,1046501
3,2.9947795140962152,2240,2432.582467628844,1,98121,1178839
2,1.98780840097559,1409,0.23,0,98142,774209
3,3.0498365592391488,2631,9531.335595563105,1,98119,959305
4,3.4232801598247935,3023,2534.0713921880833,1,98101,1509150
3,3.484430464196707,1963,1482.1736896514553,1,98114,855905
2,2.4830646487619634,861,1568.0521519204722,1,98106,644097
5,2.025563003159645,2751,4620.871112464271,1,98108,1155447
2,2.948404286370317,2320,7854.849375399371,1,98103,1390867
4,2.5116424384566924,3631,9734.131515769037,1,98136,1035993
1,1.0512299198409896,764,1905.5601619512709,1,98107,535860
4,2.539467968479578,1805,2755.3698669809314,1,98106,817628
2,1.508933292480205,1005,4187.768611637527,1,98107,1152547
3,2.0353085789493464,1706,515.1283656928026,0,98104,1532662
2,2.4733175290624927,1467,616.483398592583,1,98107,487801
4,1.9887316846445875,1900,7809.0036377626575,1,98124,903518
2,2.979285915982695,3692,0.23,0,98114,1866039
2,1.5129929101860238,1059,77.64386043568538,0,98116,541630
2,0.9095168335273967,1500,2251.1009967501755,1,98101,686857
4,3.5882988962594475,3472,6470.646766680487,1,98119,1472720
3,2.0251540856325465,1389,1740.8101755219022,1,98104,978760
3,3.4731727259392304,1926,1521.1461826450422,1,98116,955714
4,3.6171255084725633,2262,1981.830181748308,1,98118,1086029
3,1.0245586323840559,993,7565.501871125342,1,98171,548350
2,2.472611243400333,1407,839.9787071782341,1,98120,982678
2,1.985882763411537,1845,4313.122274293765,1,98116,928266
2,1.474380388699386,1699,9711.973054625258,1,98131,721250
2,2.0067161890980825,1210,6059.121984173978,1,98117,676504
3,2.5263713628493125,1223,2348.2108990216843,1,98115,964213
2,1.0287640870089445,1537,6423.4390624161915,1,98125,581580
2,2.976167728866485,1835,8190.269030022462,1,98173,1298400
3,2.503163979295851,1526,2711.994171409716,1,98133,727009
2,1.987472686766395,1686,5295.738139413322,1,98116,708324
2,2.544362321230484,1678,471.9151801798433,0,98108,1571416
1,3.4642126712133776,3246,7314.241656092978,1,98174,1539629
1,3.4937280637588435,1121,0.23,0,98125,1094292
1,0.9878691293471357,1738,2472.37651573904,1,98104,23766303
1,0.9486567284197787,855,3884.818503998916,1,98103,988915
2,1.9983853783361338,1258,1309.4547332558213,1,98102,720339
3,2.5230429563751025,2298,5527.800155565507,1,98122,1492994
1,2.4952126532516745,1325,4505.276463795131,1,98114,945610
2,1.9662706286992349,1741,4930.785131095785,1,98114,735866
3,3.480579044346123,2290,2329.8482071719345,1,98114,957418
2,2.480067088014272,2455,4147.239508840265,1,98121,1519280
2,1.0022406156884145,817,6429.514809959266,1,98122,946411
4,2.019721604313543,3130,6944.30027963763,1,98138,516351
