state_code,lat,lon,bird,lat_zone
41,38.68480149605666,-79.0713849776754,15,2
9,41.914813971111904,-99.56535844460666,18,2
26,33.52372772046213,-91.10349172739858,20,2
32,42.05002157029621,-72.89452359335196,18,2
41,41.444570486984986,-72.83124626861493,4,2
34,39.33471404170276,-111.01289210634901,18,2
3,33.46180292535466,-100.44668435461433,5,2
8,32.837246082697234,-78.94639727841256,19,2
48,32.446983178024276,-100.52302679410508,19,2
17,38.806472832677336,-79.76697011349512,19,2
38,41.938012080535614,-120.33752493447484,26,2
32,42.25663847643405,-76.98743098976884,12,2
31,41.481247521721535,-73.16992056722455,12,2
29,43.45703994066914,-110.34805500983212,25,2
1,32.62642235328785,-91.87182477247917,19,2
28,44.08935963391016,-119.01129704723145,26,2
17,32.55283205242881,-101.64443883029274,19,2
31,41.86619254067855,-72.06898783376414,22,2
13,43.02813941036725,-117.5166815590933,17,2
29,46.9255253255849,-98.55442628870072,25,2
28,34.65177524105067,-98.95711710675731,19,2
17,39.07229441241755,-91.92274428189826,19,2
27,47.014030235538876,-101.24277073534759,25,2
7,39.01312281417965,-79.44446239017614,21,2
39,44.88237160633788,-119.97043184883837,25,2
9,34.010730807756914,-84.1283415859733,4,2
10,33.2030725841357,-89.58513253748282,12,2
17,38.48949026800967,-89.13188369771514,19,2
40,39.34130844572656,-111.8482699479455,4,2
26,32.676122102622365,-91.32790276451631,19,2
26,44.33234057208549,-112.21603013439464,25,2
47,36.450144910537304,-93.64067438239807,18,2
46,44.70515590855454,-71.72806795110748,16,2
27,36.06664285223365,-83.37252059386054,19,2
26,34.989499050869895,-82.2217756495541,19,2
27,41.58142965632066,-76.21422916534733,19,2
3,44.583229725630765,-110.36704487842427,25,2
26,32.53288511045705,-90.72273511995608,19,2
33,39.65235572136786,-73.97203052552766,12,2
28,40.781376794959144,-99.81046646859205,26,2
33,36.828812484138226,-105.29638708275657,13,2
16,42.03190740154084,-85.13975371605169,18,2
28,41.92663470108647,-79.59525969053641,26,2
14,36.11314706269662,-89.39430644129158,18,2
40,41.69062938353086,-72.73512444838869,22,2
18,42.25560547263588,-73.20187827971681,2,2
42,36.05792533475335,-84.65676809365289,19,2
48,47.36168520160956,-100.75101775223351,13,2
3,31.470165513389844,-84.21746741481715,7,2
8,41.89268621258769,-92.13766833227025,12,2
9,39.64035716689348,-77.51943227775115,21,2
40,44.48284776597866,-110.79359394837523,25,2
23,47.90470486784637,-110.96494966544904,25,2
47,36.00062885889277,-99.56500765409704,19,2
46,42.11438427192568,-119.30450102396078,26,2
31,38.957638861198745,-73.00081173156592,22,2
34,36.24602355077519,-92.12527164125237,19,2
40,36.05684764297064,-88.24950069326285,20,2
27,34.29124403669261,-91.31107478608259,8,2
8,41.93129979028945,-73.66415968443559,11,2
19,42.20637874783605,-72.72091670151761,0,2
39,41.50273980096246,-72.10578961676944,22,2
47,43.854667000990155,-78.70733663890857,0,2
48,44.36864047882642,-87.89368196064902,0,2
47,44.4173771101814,-72.2902287786472,22,2
41,35.9817031606973,-83.99492462377016,19,2
18,41.60696184153711,-72.74905359905195,2,2
31,39.0540907789644,-113.4383074625725,12,2
47,37.86037449798088,-79.02635278097804,19,2
41,35.40963192302831,-88.27035971022217,20,2
16,38.72947932762101,-89.19682394089797,19,2
39,35.66228304368088,-99.43376332880511,12,2
2,31.947452838935714,-111.2079119306125,13,2
26,36.209176762498,-120.53393949683695,20,2
11,20.364635861837897,-157.3570946490605,15,1
25,38.78546289253834,-78.01041415639344,7,2
8,38.31571562614653,-99.87386798903374,25,2
8,38.61842153461465,-77.03230428287895,11,2
10,31.87725398725738,-84.19729388410721,19,2
3,47.14951532478002,-99.36836184846182,16,2
17,39.20705022735116,-98.75170703139648,25,2
16,37.84961810707023,-88.53595408561725,19,2
43,43.63518741666528,-101.2010317245151,23,2
9,38.60391153393015,-102.57079609438655,8,2
28,32.880497644544874,-78.02876349854182,11,2
2,48.04879548580466,-110.34906896304933,26,2
39,41.64556629859259,-77.25930971055249,18,2
28,38.31705168056142,-78.13221309483515,19,2
15,37.59520508532599,-82.95436537409289,18,2
28,43.87810142405256,-100.90303362706584,25,2
31,39.41414099291866,-71.07245404216336,22,2
30,44.177996757317786,-70.53687556719349,22,2
24,47.2626420070723,-92.60223265195866,9,2
28,41.5125739989831,-91.97631633856831,0,2
32,44.441694177677924,-73.47397974274497,12,2
0,43.78312059600149,-69.17751996360217,22,2
10,32.88168298645982,-83.98324478702472,19,2
2,47.1172596663223,-83.76982625271361,19,2
9,47.64323286216302,-120.63227703527255,26,2
10,20.892398288967083,-155.49081990209044,15,1
17,41.938072304066516,-78.68677261933675,19,2
1,44.877782575883934,-70.87332547985973,8,2
31,44.833788975529664,-73.35956039998356,12,2
16,37.1379365007857,-90.59374725761403,19,2
30,38.898872440493186,-110.26701464925242,5,2
8,44.534514427931136,-93.85511817578184,25,2
29,33.195069135553275,-98.1764754721175,13,2
22,39.288885879380594,-83.78933288508817,11,2
8,36.34780064774971,-84.55023593038621,19,2
28,44.71100629849242,-118.94571521983788,25,2
10,41.97835096663593,-99.75764951980466,4,2
40,41.439143971783636,-99.2109622191423,23,2
28,33.568086370422385,-80.5993341843394,19,2
47,19.353135573191164,-93.08227469312737,15,2
46,38.284185296185996,-98.91332211420352,19,2
26,44.49050979096584,-73.14755050876074,26,2
41,36.27244210340994,-87.84648431853519,19,2
1,33.832458148671826,-84.65173715334723,28,2
12,43.5481310839336,-113.41533670586989,18,2
32,41.23290633556788,-82.40017245758453,19,2
8,42.471828856568145,-72.1706981060705,22,2
33,36.865564604702875,-103.96902502434175,13,2
2,42.12256435113459,-100.57700320221767,28,2
17,37.34964415245787,-87.89665291788017,19,2
48,38.81232150085056,-85.04007067865304,19,2
