sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
7.9,2.0,6.9,2.5,2
5.447536786633894,2.5122540047007424,5.0064358865341925,1.549736419390723,1
7.9,2.0,6.9,2.5,2
7.9,2.9130746841479938,6.9,2.5,2
7.9,4.2,1.0,2.5,2
7.9,4.2,1.0,2.5,2
4.4,2.0,1.0,2.5,0
4.4,2.0,6.9,0.1,0
7.9,4.2,1.0,2.5,2
7.9,2.6196264077831146,6.9,2.5,2
7.9,4.2,1.0,2.5,2
4.4,2.0,1.0,2.5,0
7.9,2.0,6.9,2.5,2
4.4,2.0,1.0,2.5,0
4.4,2.0,1.0,2.5,0
4.4,2.0,1.0,1.9100119243742744,1
4.4,2.0,1.0,0.1,0
7.9,2.0,6.9,2.5,2
7.9,2.0,6.9,2.5,2
7.9,3.114461504068208,6.9,2.5,2
7.9,4.2,6.9,2.5,0
4.4,2.0,1.0,0.1,0
7.9,4.2,1.0,2.5,2
4.4,2.0,1.0,2.5,0
7.9,2.0,6.9,2.5,2
6.263574924136108,2.809123754576276,5.414182574594966,1.2272094787010523,2
7.9,4.19827558065164,6.9,2.5,2
7.9,2.0,6.9,2.5,2
7.9,2.8442005588559045,6.9,2.5,2
4.4,2.0,1.0,0.1,0
