sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
4.4,2.0,1.0,2.5,0
4.4,2.0,1.0,2.4715570864136307,0
7.9,2.000445725429023,6.9,2.5,2
7.9,4.2,1.0,2.5,2
4.4,2.0,1.0,2.5,0
7.9,2.0,6.9,2.5,2
7.9,4.2,1.0,2.5,2
4.4,2.0,6.9,0.1,0
7.9,4.2,1.0,2.5,2
4.4,2.0,1.0,2.5,0
4.4,2.0,1.0,0.1,0
4.4,2.0,1.0,2.5,0
7.9,4.2,6.9,2.5,2
5.89910577494143,2.7601406719986286,5.500432399734594,1.5797304709527606,2
7.9,4.2,1.0,2.5,2
7.9,4.2,6.9,2.5,2
7.9,4.2,1.0,0.1,0
4.4,2.0,1.0,2.5,0
4.4,2.0,1.0,2.5,0
7.9,2.0,6.9,2.5,2
4.4,2.0,1.0,2.5,0
7.9,2.0,6.9,2.5,2
4.4,4.2,6.9,0.1,0
7.9,4.2,1.0,2.5,2
7.9,2.0,1.0,2.5,2
4.4,2.0,1.0,0.1,0
4.4,2.0,1.0,0.1,0
4.4,4.2,6.9,0.1,0
7.9,4.2,1.0,2.5,2
7.9,3.4588652198409546,6.9,2.5,2
