RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,70,26,6,56,14,2,2,90,-6,4,4,13,2,19,1,2,1,38,72,3,1,1,100
1,78,458,7,83,11,1,0,85,-7,3,4,13,1,9,0,3,1,5,-7,3,2,0,59
1,65,244,0,116,49,1,0,88,5,4,4,49,9,30,7,0,0,1,70,4,0,0,42
0,63,153,2,35,22,1,2,92,1,4,5,37,3,44,1,2,1,13,45,4,2,0,81
0,60,142,5,64,20,0,1,95,35,6,6,19,1,28,8,1,0,106,91,2,2,1,84
0,84,296,7,120,29,1,1,89,9,6,2,33,1,21,0,2,1,0,-7,5,2,0,51
0,68,59,2,42,14,0,0,70,-7,4,5,16,8,24,-7,4,2,57,58,0,1,1,88
0,89,269,2,69,5,4,3,81,10,6,2,4,1,44,0,2,1,70,58,0,1,2,99
0,82,330,38,149,12,3,3,79,14,6,2,12,0,20,0,3,1,49,76,0,3,0,68
0,66,153,1,46,21,1,2,90,9,4,5,36,5,31,21,1,0,72,-7,1,2,4,49
0,59,223,41,83,5,8,4,96,12,6,2,9,0,38,20,1,0,7,-7,3,1,0,31
0,61,97,1,56,27,0,1,80,-7,0,5,34,3,30,-8,4,3,42,69,4,3,1,87
1,60,76,16,28,7,0,0,92,-7,4,2,7,0,12,3,0,0,26,87,0,2,0,37
0,57,208,3,53,16,0,1,60,-7,4,2,19,2,51,0,1,0,57,6,8,1,1,65
0,73,131,9,78,19,0,0,54,4,4,3,18,0,8,-7,1,0,36,85,0,1,0,8
0,57,59,9,29,5,1,1,63,-7,0,3,5,0,54,0,1,0,54,-8,8,1,0,64
0,82,261,6,104,17,2,3,71,-6,4,3,16,1,48,-6,2,1,13,9,1,2,1,66
0,72,170,7,87,16,3,0,95,4,6,2,17,3,20,21,1,0,66,98,3,2,1,87
1,72,117,1,42,14,1,1,86,-7,4,2,17,1,34,0,1,0,0,47,1,0,0,80
1,77,193,7,96,30,3,1,91,-7,4,3,36,0,43,-7,1,0,98,66,2,0,1,49
1,68,136,7,77,9,8,9,86,8,4,2,9,2,22,0,2,1,84,84,1,3,1,70
0,83,226,2,87,29,3,3,95,12,5,2,30,1,19,20,1,0,60,66,8,3,2,85
0,70,126,11,59,8,0,0,87,53,6,6,7,0,58,0,1,0,79,-8,5,1,2,87
0,65,16,5,12,3,2,1,45,-6,4,2,2,3,3,-6,2,1,20,-7,3,1,2,100
0,69,212,8,65,22,0,0,95,71,6,2,24,0,60,20,0,0,53,-8,5,1,2,39
0,60,343,3,167,62,1,0,93,46,6,6,56,5,26,-6,2,1,22,-6,5,2,-7,100
0,68,351,7,94,37,1,1,94,57,6,2,40,4,21,0,2,1,1,68,1,3,0,73
0,61,99,16,46,34,1,2,65,-6,0,2,33,0,29,-6,2,1,48,-7,3,2,4,74
1,75,318,3,82,28,0,1,84,-7,4,5,30,0,26,0,2,1,5,91,7,3,0,34
0,58,111,3,58,4,9,6,89,-6,4,2,5,4,62,-6,4,3,62,-7,1,2,3,40
1,70,91,5,48,22,0,0,94,6,1,5,22,0,-3,0,2,1,68,-8,9,0,-8,99
0,66,29,17,13,5,1,2,75,-6,4,2,6,0,33,0,2,1,96,79,1,5,3,100
0,-9,-9,-9,-9,7,0,1,93,-9,4,6,-9,1,-9,-9,2,1,-9,-9,-9,3,-8,-9
1,76,157,5,83,27,0,1,95,0,4,5,27,0,17,0,5,4,56,-8,0,1,2,73
