RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,79,198,2,106,24,1,2,75,2,4,4,23,1,32,0,3,2,40,104,1,4,0,83
0,58,205,30,94,28,3,4,84,15,6,5,26,0,26,0,1,0,24,39,2,1,0,19
1,60,148,5,56,11,0,1,82,3,4,2,12,4,42,0,2,1,0,0,3,1,0,53
1,58,343,0,50,26,0,1,75,-7,4,2,26,1,91,-7,3,2,7,95,7,0,0,43
0,72,238,2,71,30,2,3,84,18,6,2,29,3,49,8,1,0,18,49,2,3,0,23
0,79,221,1,106,24,0,1,88,23,6,2,26,3,36,0,2,1,4,89,1,1,0,27
0,70,0,5,131,25,1,2,80,-6,4,2,2,2,43,10,1,0,22,-7,4,2,1,87
0,76,184,8,71,18,1,2,93,3,4,2,22,0,9,0,3,1,32,-8,7,1,1,99
0,68,110,2,58,18,1,2,89,-6,3,5,18,1,24,0,2,1,70,16,8,4,4,70
0,58,109,10,91,21,0,0,93,83,6,6,21,1,16,0,3,2,42,-7,6,1,0,78
0,57,164,20,70,19,0,1,89,-6,4,6,44,0,52,1,2,1,1,-7,5,1,1,46
0,68,213,0,84,56,1,0,96,-7,4,5,55,1,49,0,1,0,8,-8,3,0,-8,67
0,66,221,8,83,15,1,1,81,16,6,2,16,1,66,0,5,4,79,-7,2,2,1,90
1,88,326,43,137,16,2,1,68,-6,4,2,17,0,26,0,2,1,43,73,10,2,1,83
0,79,108,3,43,15,1,1,98,56,6,5,17,2,17,1,3,2,104,75,6,2,12,90
1,-9,-9,-9,-9,26,1,0,85,-9,4,4,-9,1,-9,-9,1,0,-9,-9,-9,1,-8,-9
1,76,167,7,93,31,2,2,96,-7,3,5,30,0,30,0,2,1,32,46,4,2,0,99
0,81,144,3,68,24,1,2,61,7,0,3,23,5,27,-6,5,3,85,92,6,2,9,67
0,69,154,12,74,11,0,0,90,-7,4,5,10,0,30,0,2,0,27,22,6,1,0,42
0,63,106,2,37,6,0,1,79,32,6,5,6,1,48,0,3,2,67,-8,0,0,0,78
1,68,209,12,67,21,2,3,93,3,4,2,60,0,39,-6,4,3,22,100,3,1,0,81
0,59,124,3,49,16,1,1,73,1,4,2,15,2,74,0,1,0,1,-8,0,0,0,77
0,89,249,8,116,24,1,2,69,-6,0,2,25,2,67,5,1,0,1,86,10,3,-7,54
0,71,282,5,99,41,0,0,93,39,6,6,45,1,29,0,3,2,6,89,6,4,0,52
0,66,100,4,54,8,1,1,78,16,6,3,7,4,20,0,5,3,58,92,2,3,1,83
0,76,133,4,57,23,2,1,89,-6,4,2,23,1,41,0,4,2,73,84,9,4,5,70
1,85,177,22,58,10,2,2,98,23,6,5,10,0,49,1,2,1,17,63,6,2,0,100
0,62,46,2,21,6,0,1,89,22,6,3,6,7,4,0,1,0,51,95,1,2,2,99
0,74,36,3,92,5,0,1,79,-7,4,5,4,0,54,5,0,0,87,-8,1,1,4,48
0,69,160,5,77,20,2,3,76,-6,0,2,22,1,26,0,5,4,27,-7,2,2,0,86
0,90,274,15,74,24,2,3,95,-6,4,5,23,0,23,0,3,2,86,-7,4,1,8,87
1,67,265,10,101,22,1,1,71,1,4,5,38,0,7,0,1,0,54,-1,12,0,2,64
