RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,-7,-2,77,84,29,0,-8,-5,-8,7,8,-8,1,-9,-7,1,-8,0,-7,2,0,-8,-9
0,70,222,1,56,19,0,0,95,58,6,6,27,3,47,0,6,4,97,70,6,1,1,82
0,65,243,1,75,42,0,0,94,71,5,6,62,4,12,0,4,3,85,-8,5,-8,1,60
0,68,208,1,40,30,0,0,100,-6,7,8,28,2,17,0,4,3,21,71,4,1,0,66
0,63,291,2,54,24,0,0,77,9,4,2,16,0,33,0,1,3,52,16,1,2,0,54
0,-5,0,14,59,-7,-9,-9,99,-7,-9,-9,-9,-8,-7,-9,-8,-9,73,-9,1,-9,-9,-9
0,62,233,3,82,31,0,0,91,7,4,5,14,1,25,0,2,0,96,86,4,2,1,78
1,79,5,4,80,45,0,0,96,25,6,6,19,1,6,2,-8,0,3,-9,2,4,0,36
1,86,426,0,63,26,0,0,94,46,4,2,22,2,43,0,0,0,14,59,0,1,0,34
0,73,440,7,92,21,0,0,99,-6,7,8,13,0,49,16,0,0,10,41,0,2,3,83
0,68,573,2,23,42,0,0,100,63,7,6,33,3,35,0,2,0,59,77,5,1,0,83
0,82,157,3,98,19,0,0,99,-7,7,8,22,1,54,-7,1,1,72,93,1,4,0,73
1,84,171,1,-9,-8,0,0,100,-6,7,8,-9,1,-9,-9,-8,1,6,-9,-9,4,-9,100
1,83,168,12,71,13,1,0,79,17,4,6,7,1,23,0,1,0,76,-6,7,1,0,98
0,80,298,11,144,14,0,0,100,23,6,5,36,0,8,21,0,0,46,70,8,0,0,68
1,87,115,2,22,13,0,0,99,-6,7,8,4,1,49,0,1,0,9,88,0,2,0,100
1,87,342,2,110,35,0,0,100,-5,7,8,26,1,5,3,1,0,45,95,3,2,0,43
1,87,216,12,68,9,0,1,56,4,4,6,0,0,28,11,0,0,32,-8,0,1,0,71
1,84,4,5,112,23,0,3,100,-6,7,6,55,0,21,0,0,-9,0,-8,1,1,0,41
0,65,157,3,37,16,0,0,91,14,6,6,15,0,33,0,0,0,88,17,7,2,2,78
0,61,106,9,56,13,2,0,80,19,4,6,9,4,34,0,0,0,56,80,0,1,2,55
1,-2,-9,-7,87,24,-8,2,-8,-8,-9,-9,-9,-8,-9,-7,-8,2,2,-7,-8,-8,-7,-8
0,76,-8,8,21,30,0,0,99,-6,7,8,21,1,23,4,1,0,31,58,2,1,0,77
0,70,333,6,65,30,0,0,93,9,6,6,22,1,37,0,2,0,48,45,1,3,0,88
