RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,78,34,11,67,5,0,0,99,-7,7,8,4,1,45,0,1,1,22,93,1,3,0,98
0,74,308,6,186,-9,2,1,47,-8,0,3,26,2,36,0,1,-9,5,89,3,1,3,65
1,81,127,3,107,29,0,0,99,-6,7,8,27,3,12,-7,1,0,38,-7,1,1,0,49
0,71,250,8,119,20,0,0,93,7,6,5,20,1,13,18,0,0,63,-7,3,-8,0,27
0,69,-3,-9,109,32,0,-8,-6,-8,1,2,-7,-8,-8,-8,-8,-8,-4,-8,-8,-9,-8,-9
0,79,177,3,62,11,0,0,56,19,6,8,1,1,37,0,0,0,60,76,0,0,1,85
1,67,322,-9,49,10,1,2,71,16,6,6,20,1,18,-8,5,3,34,46,4,2,1,63
1,90,189,6,53,29,0,0,99,-5,7,8,12,1,35,0,0,0,22,69,0,2,0,24
0,-5,176,2,62,26,-8,0,85,30,6,5,34,1,49,-8,0,-9,7,-8,-9,-8,0,-6
1,76,368,10,76,14,1,1,91,0,4,2,10,0,4,-7,0,0,10,-8,0,-8,0,41
0,62,172,7,81,29,1,0,84,4,6,2,31,3,16,0,1,0,71,93,7,3,2,62
0,-8,398,3,100,7,2,1,52,6,6,3,7,1,40,9,0,0,0,80,5,6,-8,99
0,92,379,6,112,24,0,0,66,-6,7,8,32,1,7,0,1,0,28,18,1,1,0,38
0,80,104,5,31,22,0,0,99,-6,7,8,16,3,7,0,4,2,81,49,3,1,0,59
1,-5,2,-9,64,-7,2,1,59,-7,-9,2,-7,-8,-7,-8,-7,-8,1,-9,7,0,-8,-9
0,80,239,0,67,45,0,0,100,-5,7,8,37,1,45,4,1,1,37,76,2,3,0,88
0,64,99,2,40,6,2,1,93,1,4,6,11,0,32,-7,4,5,55,81,2,1,1,53
0,65,216,2,69,35,0,-9,-9,4,6,4,29,4,43,-7,4,2,43,85,-8,3,-8,-6
0,75,168,14,116,24,0,0,100,-6,7,8,28,3,18,0,4,2,66,76,8,-8,2,70
