RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,57,260,4,39,38,0,0,98,26,4,6,48,3,37,-7,2,1,11,76,9,3,2,75
1,62,339,4,86,35,4,1,94,27,6,2,42,2,45,6,0,0,12,54,9,1,1,98
0,62,48,9,23,7,0,0,100,-7,7,8,4,0,58,0,0,1,73,69,1,1,2,99
1,63,168,1,69,28,0,0,96,60,6,6,24,2,28,2,2,2,14,63,1,3,1,78
1,78,293,11,120,19,0,0,100,-7,7,8,22,2,28,15,0,0,38,37,2,1,0,41
0,68,219,4,64,6,2,1,70,14,0,2,2,1,1,-7,0,0,-2,-8,1,-8,-8,98
0,66,69,6,-9,12,0,0,90,6,4,3,10,1,14,0,1,1,6,85,-8,1,-8,98
0,63,272,1,80,31,0,0,100,-7,7,8,29,5,14,-7,1,6,43,84,5,0,1,61
1,65,179,4,77,30,0,0,98,16,6,6,27,2,10,-7,3,2,-5,25,5,2,0,55
0,66,237,1,56,-9,3,3,93,50,-9,2,27,-8,43,0,-8,-8,59,32,-8,-8,-8,39
0,82,293,1,80,35,0,0,97,16,6,6,27,1,12,0,2,2,0,-8,5,0,0,38
0,66,143,1,63,40,0,0,98,22,4,6,36,5,31,-7,2,5,30,57,5,2,4,17
1,86,70,10,48,19,0,0,100,-7,7,8,15,0,28,15,0,0,15,57,6,0,0,64
1,83,129,1,55,36,0,0,100,-7,7,8,30,5,80,0,2,1,7,60,3,5,0,62
1,74,275,11,35,32,1,0,89,8,4,5,21,4,27,0,0,0,-2,87,4,1,0,15
1,73,144,11,50,6,0,0,100,-7,7,8,12,3,36,0,0,0,21,85,0,6,1,56
0,62,133,9,55,22,1,0,97,6,0,5,22,1,28,0,2,0,17,37,0,0,1,51
1,75,148,9,43,27,0,0,100,-7,7,8,21,1,15,6,0,0,34,80,6,1,1,58
1,74,74,12,77,5,0,0,99,-6,7,8,21,5,49,0,1,1,74,89,9,1,0,81
1,87,139,26,79,6,0,0,100,-7,7,8,13,0,21,-8,0,0,-2,43,0,0,0,61
1,84,370,15,61,22,1,0,93,17,6,6,20,0,15,0,3,2,-4,56,0,1,0,14
0,55,72,5,48,24,0,0,95,27,4,6,21,1,27,0,1,1,30,64,5,1,1,81
1,63,163,1,53,14,0,0,98,61,6,5,13,1,12,0,0,0,1,-8,2,1,0,22
1,70,350,6,80,23,0,0,99,-7,7,8,21,1,47,3,0,1,-2,30,1,3,4,39
0,87,169,13,35,18,0,0,99,-7,7,8,21,1,22,0,0,1,68,90,2,1,1,37
0,-7,-9,-9,-9,-8,-8,-8,0,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-8,-9
0,62,163,2,65,29,0,0,94,50,5,7,22,1,16,3,1,1,45,-8,0,1,-8,-9
1,86,161,0,58,23,0,0,97,-7,6,6,22,5,26,0,8,2,-3,10,3,1,1,16
1,60,202,2,104,29,3,0,94,11,1,6,33,5,28,3,7,0,35,38,7,3,4,57
1,79,231,10,101,8,1,0,100,-7,7,8,3,2,12,-7,0,0,0,-8,1,-8,0,26
0,82,132,1,53,46,0,0,100,-7,7,8,10,3,31,0,1,1,10,83,2,1,0,60
0,61,54,1,21,4,1,0,89,8,4,2,2,2,39,0,0,0,1,-9,2,3,1,77
1,77,252,2,60,37,0,0,100,-7,6,7,40,4,27,-7,0,1,-1,82,2,1,0,22
0,67,40,1,23,12,0,0,100,-7,7,8,12,3,32,0,2,0,24,82,5,1,1,80
1,88,379,2,16,19,0,0,100,-7,7,8,23,5,27,0,0,0,27,-7,9,-8,0,80
1,76,251,1,49,29,0,0,100,-7,7,8,21,1,16,0,1,2,34,6,6,1,1,27
1,58,344,11,50,29,0,0,100,8,7,8,35,2,53,0,0,0,37,59,6,1,0,45
1,56,150,11,63,22,1,1,81,5,3,6,20,0,15,0,1,1,10,81,4,1,0,76
0,65,69,10,83,6,1,1,91,21,0,2,0,0,43,0,0,0,36,-8,1,1,-8,99
1,87,168,22,56,21,0,0,100,-7,7,8,22,0,58,14,0,0,6,62,7,1,1,98
0,-5,189,31,88,20,0,0,100,-8,-9,8,3,0,12,-8,-8,4,-9,-8,-8,-8,-8,-9
0,68,-8,9,-9,24,-8,0,97,-8,5,-9,23,2,-9,-9,-8,-9,31,-9,8,-3,0,53
1,64,250,1,80,46,0,0,100,-7,6,6,31,1,26,0,0,1,12,8,9,1,0,40
0,64,206,1,78,29,0,0,84,65,6,2,23,1,21,0,5,3,9,81,5,1,1,64
1,84,261,10,92,34,2,5,100,16,7,4,41,1,34,0,1,0,0,85,1,1,0,59
