RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,63,156,14,116,22,0,0,96,17,6,5,21,0,27,-6,0,0,16,24,5,3,2,99
1,82,422,1,64,28,0,0,100,-7,7,8,25,1,24,-6,0,0,-3,-8,3,-8,0,20
0,-9,-9,-9,-9,-8,-8,-9,-1,-9,-9,-9,-9,-8,-9,-9,-8,-8,-9,-9,-9,-9,-8,-9
0,73,53,0,-2,21,0,0,100,-7,7,8,13,5,10,-7,2,2,35,86,1,2,1,55
1,66,53,5,34,15,0,0,100,-7,7,8,10,1,33,-7,1,0,23,50,0,2,0,59
1,66,76,4,40,25,0,0,94,30,6,6,22,5,45,-7,0,0,35,61,2,1,0,59
0,76,168,4,69,23,0,0,100,-7,7,8,21,5,27,0,2,1,18,86,7,1,1,83
0,75,178,2,51,11,0,0,100,-7,7,8,14,0,21,2,0,1,40,82,4,1,3,43
1,66,62,1,37,12,0,0,96,35,6,6,10,2,31,0,2,2,22,62,1,2,1,46
1,83,278,18,39,8,0,0,100,-7,7,8,10,0,38,-7,0,0,0,64,0,1,0,40
0,63,261,11,101,26,4,1,83,37,6,2,14,1,14,0,2,1,32,-9,10,0,1,67
1,68,116,15,47,6,2,0,87,6,0,5,3,0,6,0,0,0,-3,86,0,2,0,35
1,86,317,11,112,31,0,0,100,-7,7,8,30,0,32,0,0,0,0,33,5,2,0,50
0,67,240,8,68,27,0,0,96,14,4,6,14,3,44,2,2,2,10,79,2,1,0,59
1,84,165,2,68,41,0,0,100,-7,7,8,35,1,23,1,1,0,0,37,1,3,0,38
0,65,59,1,17,6,1,0,83,34,0,2,9,3,3,-7,0,0,67,14,2,1,0,60
0,68,47,5,32,24,0,0,95,12,6,6,10,2,43,0,0,0,68,59,5,3,1,81
0,-7,-7,6,-9,-8,-8,-9,100,-8,7,-9,-9,-8,72,-8,0,0,-9,-9,5,-8,-8,99
0,84,186,2,100,21,0,0,100,-7,7,6,22,1,45,4,0,0,15,84,5,1,1,99
1,88,144,12,66,14,0,0,100,-7,7,8,12,0,26,-6,0,0,17,70,2,0,1,66
0,63,271,2,87,40,1,1,87,7,4,2,32,2,7,0,4,3,23,7,11,3,4,28
0,61,61,5,34,14,1,0,89,1,5,2,8,2,46,1,2,1,31,83,0,6,1,98
1,83,274,2,109,29,0,0,100,-7,7,8,31,2,-2,0,0,0,-4,-8,8,0,1,39
0,84,250,5,68,19,0,0,100,-7,7,8,52,5,44,-7,0,0,44,65,5,3,0,70
1,65,250,2,88,31,0,0,96,29,6,6,30,2,23,-8,0,0,11,31,8,1,2,25
0,72,146,1,55,37,0,0,100,-7,7,8,37,4,51,0,2,2,5,84,11,1,2,33
1,84,135,14,34,8,0,0,100,-7,7,8,8,1,40,12,0,0,-4,8,0,1,0,14
0,88,273,18,77,11,0,0,100,-6,7,8,10,0,42,-8,0,0,32,-8,3,-8,1,13
0,60,323,1,72,34,1,0,77,29,6,2,30,2,11,2,1,2,15,-9,9,0,2,28
0,67,244,1,63,26,0,0,96,1,4,6,23,3,25,0,4,1,-1,62,1,1,0,24
0,70,227,4,18,14,1,1,96,61,0,-9,12,0,60,-7,2,1,40,60,1,1,0,60
0,85,153,11,83,15,0,0,91,14,7,6,10,1,47,1,0,0,-4,-8,1,0,0,15
1,82,39,12,64,11,0,0,100,-7,7,8,10,0,33,0,2,1,31,55,1,1,1,82
1,89,280,13,101,14,0,0,100,-7,7,8,9,2,14,7,0,0,-3,40,0,1,0,24
0,63,253,28,62,23,0,0,95,6,4,6,9,0,1,-7,0,0,70,-9,6,1,2,97
1,86,261,1,72,36,0,0,100,-7,7,8,23,5,45,-7,0,0,-2,9,7,1,0,56
0,64,-9,-9,-9,7,-8,0,100,-7,-9,8,-9,-8,-9,-9,-8,-8,-9,-8,0,-8,0,98
0,65,131,6,63,14,0,0,96,13,6,6,9,1,41,-7,2,1,62,77,1,2,2,81
0,64,153,7,54,12,4,0,85,9,6,5,13,3,30,0,0,0,4,63,2,1,0,57
1,58,67,4,49,41,0,0,96,29,6,6,15,3,32,-7,2,2,-2,-9,5,1,0,64
1,65,188,1,53,30,0,0,93,30,6,6,34,1,26,0,1,1,5,-9,2,3,1,81
1,-4,-8,-8,-9,-8,-9,-9,-2,-9,-9,-9,-9,-8,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9
1,73,161,5,34,30,0,0,100,-7,6,6,44,1,41,0,1,1,31,49,5,1,3,77
1,75,331,5,46,28,0,0,93,27,6,6,22,2,10,2,0,1,-4,-8,0,0,0,11
0,67,289,8,46,12,1,1,98,7,3,6,21,3,53,0,0,1,3,83,3,3,0,67
1,83,272,19,111,14,0,0,100,-7,7,8,10,0,22,-8,0,0,-3,-8,0,-8,0,22
0,87,135,5,62,27,0,0,100,-7,7,8,30,1,28,6,2,2,-2,66,0,2,0,63
1,66,126,1,49,22,0,1,93,1,4,2,24,1,31,0,0,0,-2,55,7,1,2,58
1,83,178,1,85,29,0,0,100,-7,7,8,55,4,16,-7,4,1,-2,-8,9,0,0,14
1,73,267,1,57,44,0,0,100,-7,7,8,38,1,12,2,1,1,-3,32,7,1,0,77
1,77,165,17,68,12,2,3,100,-7,0,5,21,0,16,0,1,0,33,56,7,8,1,99
1,84,65,5,45,22,0,0,100,-7,7,8,23,2,44,0,1,1,-2,88,1,1,0,61
0,63,186,1,79,33,2,2,91,7,4,2,32,3,42,-7,0,0,-2,78,3,3,0,98
1,78,395,20,139,28,0,0,97,-7,7,6,21,0,16,0,0,0,14,61,5,3,1,65
1,73,167,13,80,14,0,0,96,62,6,6,12,1,43,2,0,2,0,5,1,2,1,76
1,84,260,2,62,35,0,0,100,-7,7,8,29,2,17,2,1,0,-5,79,3,1,1,11
1,68,238,4,31,23,0,0,100,-7,7,8,20,3,25,0,1,0,56,27,5,1,3,70
0,67,61,1,39,7,0,0,100,-7,7,8,12,5,27,0,1,2,-1,86,0,1,0,98
0,67,132,1,29,21,0,1,92,53,0,2,21,2,25,0,0,0,25,62,5,1,1,54
1,84,191,1,102,28,1,0,95,32,6,3,51,1,27,0,1,1,-2,61,5,1,0,62
0,79,153,4,58,14,1,0,97,14,6,2,28,1,31,1,0,0,0,37,0,1,0,57
0,63,240,4,84,24,0,0,80,1,4,6,23,1,13,0,0,0,36,30,4,1,2,81
0,72,212,11,84,22,1,1,90,2,4,3,32,4,7,6,0,0,-1,38,1,1,0,60
0,56,77,21,104,26,0,0,95,2,4,6,31,0,49,-7,0,0,84,64,1,1,0,85
1,69,245,11,63,27,1,0,90,-7,6,2,28,0,15,-7,4,1,1,90,1,1,0,38
1,63,75,10,81,16,4,0,88,18,3,8,17,1,28,0,2,2,0,90,1,2,0,44
1,71,255,4,114,21,0,0,100,-7,7,8,11,2,6,5,0,0,1,-8,5,0,0,66
0,64,239,1,35,31,0,0,100,-7,4,8,25,5,25,1,3,6,34,-9,10,7,4,82
1,62,115,4,27,7,0,0,91,7,6,5,10,2,39,-7,0,0,-3,58,0,1,1,79
1,86,252,12,60,17,0,0,100,-7,7,8,10,0,17,-8,1,0,1,12,0,1,0,53
0,86,76,11,79,27,0,0,100,-7,7,8,48,0,32,6,0,0,-1,65,0,1,0,18
0,68,42,1,-3,5,1,0,100,-7,7,8,2,3,16,0,1,0,-1,-9,0,-8,-8,97
0,66,203,2,61,13,3,1,74,26,6,3,38,4,30,0,0,2,21,78,2,1,2,60
0,56,159,16,61,14,0,0,87,1,4,5,27,1,43,0,1,2,-3,-9,1,0,2,64
1,-8,-6,-9,-9,-8,0,-9,-6,-8,-9,-9,-9,-8,-9,-8,3,-8,-9,-9,10,-9,-8,-9
0,74,173,10,13,25,0,0,100,-7,7,8,22,7,57,0,0,0,41,66,7,2,2,79
0,63,189,22,85,27,1,0,93,29,6,3,-9,0,17,-7,1,1,-9,34,2,1,3,60
0,62,52,6,26,22,0,0,97,0,4,6,21,2,4,0,7,0,27,79,9,2,1,80
1,-9,158,5,-9,28,0,0,91,49,4,6,5,1,12,2,3,0,-4,-9,1,-8,-8,44
1,-9,69,2,15,7,1,3,84,25,6,8,39,7,22,0,2,2,11,86,1,2,-8,62
0,79,56,12,54,6,0,0,100,-7,7,8,1,0,81,0,2,1,7,-9,0,0,2,77
0,84,-6,11,55,-8,3,1,91,-8,6,7,4,1,26,-7,4,-9,-9,-9,0,0,-8,43
1,86,130,1,38,29,0,0,100,-7,7,8,15,2,16,0,1,1,5,-9,5,2,2,66
0,67,212,1,80,33,0,0,100,-7,7,8,32,5,1,-8,1,3,-2,84,-8,2,0,23
0,61,46,1,9,11,2,2,82,14,6,2,10,1,14,0,5,6,-2,45,2,1,-8,79
0,67,-6,1,83,29,1,3,96,29,5,6,46,2,45,0,2,2,46,88,10,1,-8,64
0,85,214,2,67,13,0,0,99,-7,7,8,9,1,15,0,2,2,6,89,1,1,0,17
1,85,243,37,60,14,0,0,99,-7,7,8,10,0,67,-8,0,0,5,-8,1,0,0,59
0,55,161,1,69,17,0,0,92,15,4,6,16,2,28,0,2,1,39,-8,2,0,1,64
0,66,65,1,26,6,0,0,100,-7,7,8,15,7,25,1,4,4,21,88,5,6,0,41
1,66,62,2,54,16,0,0,100,-7,7,8,35,3,14,0,2,2,13,89,8,5,3,99
0,66,50,1,41,24,1,0,94,17,6,3,2,0,8,0,3,2,-7,-9,0,0,0,13
1,66,252,9,44,29,1,0,99,1,6,6,32,1,35,-7,0,0,-6,22,0,1,0,14
1,59,74,1,9,26,2,1,92,15,4,6,34,5,50,0,4,4,11,84,10,1,1,81
1,70,127,4,43,37,1,0,100,-7,7,8,31,1,26,0,1,1,28,6,1,1,0,15
0,69,266,23,108,8,0,0,100,-7,7,8,11,0,44,-7,0,0,41,38,0,1,0,99
0,63,148,12,51,17,0,0,100,16,7,8,15,0,45,0,1,0,37,83,2,1,1,99
0,66,145,24,61,6,0,0,93,31,7,3,9,0,3,0,0,0,-3,-9,1,0,0,98
0,50,148,1,56,20,2,3,83,2,0,5,17,3,32,0,8,4,63,86,0,1,2,82
0,69,91,1,64,23,0,0,93,6,4,6,23,4,35,2,3,2,40,91,5,2,1,68
1,83,165,2,113,12,0,0,100,-7,7,8,9,1,28,3,2,0,-3,6,2,1,0,17
0,71,74,11,32,34,0,0,100,-7,7,8,21,7,37,0,5,4,41,87,7,3,0,63
1,72,156,4,46,36,0,0,88,32,6,6,23,3,31,-7,3,2,-2,89,1,1,1,61
1,68,-9,1,53,49,0,0,88,-7,6,6,39,3,20,1,2,1,14,11,9,1,0,66
1,68,225,1,48,50,0,0,100,-6,7,8,37,0,43,-7,1,1,18,84,1,2,1,78
0,64,268,10,94,36,0,0,92,1,4,5,36,1,14,0,0,1,23,4,2,1,0,15
0,79,372,1,80,12,0,0,100,-7,7,8,9,1,1,-9,2,2,-3,-8,0,0,0,15
0,55,203,12,73,14,2,1,86,2,0,7,13,3,39,-7,0,0,25,-8,2,0,6,31
0,61,96,10,50,12,1,0,98,14,6,6,11,0,56,0,1,0,67,59,1,1,1,62
1,82,180,2,59,25,0,0,100,-7,7,8,20,2,11,-7,1,0,-3,-8,1,0,0,10
0,77,75,1,32,14,0,0,100,-7,7,8,12,1,0,0,5,0,0,-8,3,0,0,39
0,-9,-6,-9,-9,-8,-9,-8,-2,-9,-9,-9,-9,-8,-9,-9,-8,-8,-9,-9,-9,-9,-9,-9
1,85,273,30,88,23,0,0,96,31,7,6,28,0,28,6,0,0,16,82,3,1,1,43
1,65,262,1,95,38,0,0,97,12,6,6,35,1,35,0,1,3,13,53,10,3,2,64
1,65,150,5,108,26,1,0,94,66,6,2,11,5,35,0,0,0,39,45,1,2,0,98
1,74,334,1,40,29,1,1,94,61,6,2,30,2,15,3,1,2,0,-8,5,-8,1,28
1,86,156,18,103,23,0,0,100,-7,7,8,19,0,10,0,0,0,-5,-9,0,1,0,18
1,88,266,11,107,23,0,0,100,-7,7,8,20,0,3,-8,0,0,15,63,1,2,0,57
1,63,141,2,51,22,0,0,97,7,4,6,21,1,16,0,2,0,0,-9,0,1,1,19
0,69,170,1,59,13,0,0,95,9,4,6,11,3,38,-7,0,0,3,91,0,1,0,98
1,58,-3,6,131,28,0,0,100,-6,7,8,31,1,15,-7,1,1,75,15,10,1,3,99
0,56,187,11,65,24,1,1,88,1,4,2,23,1,32,0,0,0,27,84,6,1,0,16
0,69,160,1,68,36,4,-9,96,20,6,6,43,1,47,0,7,6,72,33,9,1,0,69
1,72,151,4,56,-8,0,-8,100,-8,7,8,46,1,34,-8,-8,-9,0,-9,2,4,1,-9
1,66,158,1,47,51,1,0,96,11,6,6,43,5,13,0,2,1,31,65,10,5,2,60
1,56,135,4,28,-8,3,1,94,30,6,-9,16,11,1,0,5,4,75,-7,1,-8,2,66
0,88,319,31,90,26,0,0,100,-7,7,8,26,0,-1,-6,0,0,-2,-8,2,1,0,20
0,64,140,1,33,14,0,1,100,-7,6,7,32,4,33,0,1,1,67,58,9,2,1,64
1,81,194,1,65,36,0,0,100,-7,7,8,30,5,28,0,2,2,3,86,5,2,0,80
1,83,166,5,39,14,0,0,92,16,6,5,8,2,11,0,0,0,-5,57,0,1,0,51
0,57,134,14,84,15,1,0,53,-7,5,5,17,0,47,-9,0,0,35,60,-8,3,-8,98
1,67,125,11,53,16,0,0,81,15,6,2,9,5,26,0,1,2,33,-8,1,1,0,13
1,78,355,9,118,23,0,0,100,-7,7,8,11,0,34,0,0,0,-1,85,1,1,0,60
1,77,176,4,59,24,0,0,100,-7,7,8,17,5,0,0,0,0,8,-8,3,0,1,39
0,63,109,1,29,11,0,0,92,28,6,6,13,3,8,0,1,1,53,-9,6,0,2,97
1,75,119,1,21,24,1,0,94,30,6,6,23,3,3,0,4,4,-1,-8,3,3,0,41
