Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1,30.655411501854893,0,0.030643856149101225,4,1163.0952870303656,0.00032009115643875696,0.011221127231551406,0.0028356966362782956,0.0,5,2,2,1,1,2,False,False
7,78.28061323089999,0,0.03064385614910122,14,500.8599234375126,0.00032009115643875696,0.02179813865061708,0.002835696636226586,0.0,1,4,1,9,1,2,True,False
12,0.27034198351720506,1,23.279427136709103,50,2150.3241810583836,0.19949812810743045,0.19949504303134538,5.053725887227435,0.0,6,4,1,4,1,2,False,True
1,30.655411501854893,3,182.03935965009336,14,500.8599234375126,0.00032009115643875696,0.011221127231551406,5.053725887227886,0.0,5,2,4,1,2,2,True,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.011221127231551406,0.0028356966362626545,0.0,6,2,2,1,1,2,False,False
1,30.655411501854893,0,0.030643856149101218,4,108.72132737898332,0.00032009115643875696,0.06597045777402812,0.002835696636221899,0.0,5,3,1,1,9,2,False,False
0,0.27034198351720506,0,0.03064385614910122,78,108.72132737898332,0.00032009115643875696,0.011221127231551406,14.025642265528685,0.0,7,2,2,1,1,2,False,True
7,252.36142758543068,1,0.03064385614910122,14,108.72132737898332,0.008930841270881597,0.19949504303134538,0.00283569663623861,0.0,7,1,1,3,3,2,False,False
0,0.27034198351720506,0,0.030643856149101225,29,2150.3241810583836,0.00032009115643875696,0.011221127231551406,0.002835696636257774,0.0,7,1,5,6,7,2,False,False
1,0.27034198351720506,0,0.030643856149101218,14,500.8599234375126,0.00032009115643875696,0.038456971009993825,0.0028356966362315422,0.0,5,2,2,2,12,2,False,False
1,0.27034198351720506,0,0.030643856149101215,14,108.72132737898332,0.00032009115643875696,0.02179813865061708,0.002835696636243763,0.0,7,2,1,4,3,2,False,False
0,0.27034198351720506,0,0.03064385614910122,14,108.72132737898332,0.19949812810743045,0.19949504303134538,0.002835696636240816,0.0,6,1,1,1,1,2,True,False
