Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.27034198351720506,0,0.030643856149101218,14,500.8599234375126,0.00032009115643875696,0.011221127231551406,0.002835696636267639,0.0,6,2,1,3,3,2,False,False
0,0.27034198351720506,0,0.030643856149101218,4,108.72132737898332,0.09792855037586665,0.13426145983554957,0.0028356966362310734,0.0,6,2,1,1,3,2,False,False
0,0.27034198351720506,0,0.030643856149101218,14,108.72132737898332,0.09792855037586665,0.09835994760617119,0.0028356966362639985,0.0,6,2,1,1,12,2,False,False
1,30.655411501854893,1,0.03064385614910122,14,500.8599234375126,0.00032009115643875696,0.02179813865061708,0.0028356966362174303,0.0,7,2,2,1,1,2,False,False
2,0.27034198351720506,0,0.03064385614910122,29,1163.0952870303656,0.00032009115643875696,0.011221127231551406,0.002835696636252625,0.0,7,3,1,2,3,2,False,True
2,30.655411501854893,1,78.98780781676997,4,1163.0952870303656,0.008930841270881597,0.038456971009993825,47.510422491330566,0.0,3,1,1,7,1,2,False,False
1,30.655411501854893,0,0.030643856149101218,4,1163.0952870303656,0.00032009115643875696,0.011221127231551406,0.002835696636234372,0.0,1,2,2,3,1,0,True,False
7,152.89639610459201,0,0.03064385614910122,14,500.8599234375126,0.00032009115643875696,0.011221127231551406,47.51042249133304,0.0,7,2,2,1,1,2,False,True
0,0.27034198351720506,0,0.030643856149101218,29,500.8599234375126,0.021028684926758197,0.09835994760617119,0.0028356966362204634,0.0,6,2,1,6,2,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.19949812810743045,0.19949504303134538,0.0028356966362446633,0.0,3,1,1,3,2,2,True,False
3,0.27034198351720506,0,0.030643856149101218,29,1163.0952870303656,0.00032009115643875696,0.011221127231551406,0.0028356966362265965,0.0,6,3,1,1,1,2,False,False
2,30.655411501854893,2,0.03064385614910122,50,1163.0952870303656,0.008930841270881597,0.011221127231551406,0.0028356966362819147,0.0,7,2,5,2,3,0,False,True
0,0.27034198351720506,0,0.030643856149101225,4,108.72132737898332,0.00032009115643875696,0.09835994760617119,0.0028356966362391564,0.0,5,2,1,3,9,2,False,False
0,0.27034198351720506,0,0.030643856149101225,29,1163.0952870303656,0.021028684926758197,0.0289353774482555,0.002835696636249626,0.0,6,2,2,1,17,2,False,False
0,30.655411501854893,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.038456971009993825,0.002835696636241892,0.0,9,2,1,1,5,2,True,False
1,0.27034198351720506,1,0.030643856149101225,50,500.8599234375126,0.00032009115643875696,0.0289353774482555,0.002835696636245652,0.0,6,2,2,2,2,2,False,False
0,0.27034198351720506,0,0.030643856149101215,14,108.72132737898332,0.05008537657716858,0.06597045777402812,0.002835696636223339,0.0,6,3,2,3,2,2,False,False
3,152.89639610459201,0,0.03064385614910122,4,1163.0952870303656,0.00032009115643875696,0.02179813865061708,0.002835696636252129,0.0,5,3,1,7,7,2,True,False
5,78.28061323089999,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.011221127231551406,0.002835696636242749,0.0,5,1,1,1,1,2,True,False
0,0.27034198351720506,1,0.030643856149101218,4,108.72132737898332,0.008930841270881597,0.02179813865061708,0.0028356966362265215,0.0,5,3,1,1,1,2,True,False
5,78.28061323089999,0,0.03064385614910122,14,500.8599234375126,0.00032009115643875696,0.011221127231551406,0.0028356966362628635,0.0,5,2,1,1,1,2,True,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.021028684926758197,0.0289353774482555,0.00283569663621537,0.0,6,2,1,9,2,2,False,False
1,30.655411501854893,0,0.03064385614910122,29,1163.0952870303656,0.00032009115643875696,0.011221127231551406,0.002835696636228214,0.0,5,1,1,1,2,2,True,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.09835994760617119,0.0028356966362331243,0.0,1,2,1,7,1,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.038456971009993825,0.0028356966362420863,0.0,7,3,1,3,1,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.06807736371648106,0.0289353774482555,0.0028356966362186077,0.0,4,2,1,1,1,2,True,False
0,0.27034198351720506,0,0.03064385614910122,14,2150.3241810583836,0.008930841270881597,0.02179813865061708,0.002835696636251018,0.0,7,2,3,3,1,0,True,False
0,30.655411501854893,0,0.03064385614910122,4,108.72132737898332,0.008930841270881597,0.011221127231551406,0.0028356966362236254,0.0,3,1,1,1,1,2,False,False
1,30.655411501854893,0,0.03064385614910122,29,500.8599234375126,0.021028684926758197,0.02179813865061708,0.002835696636227163,0.0,5,2,1,1,2,2,False,False
5,30.655411501854893,0,0.030643856149101218,14,2150.3241810583836,0.008930841270881597,0.02179813865061708,5.053725887227962,0.0,4,2,4,7,1,2,True,True
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.19949812810743045,0.19949504303134538,0.0028356966362443805,0.0,1,3,1,3,1,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.19949812810743045,0.06597045777402812,0.002835696636204229,0.0,6,2,1,1,5,0,False,False
2,152.89639610459201,0,0.030643856149101218,4,500.8599234375126,0.021028684926758197,0.038456971009993825,0.002835696636214404,0.0,7,3,2,1,2,2,False,True
2,30.655411501854893,0,0.03064385614910122,14,500.8599234375126,0.00032009115643875696,0.011221127231551406,0.002835696636247825,0.0,7,2,2,1,2,2,False,False
0,0.27034198351720506,0,0.03064385614910122,50,500.8599234375126,0.021028684926758197,0.06597045777402812,0.0028356966362240495,0.0,5,2,2,1,1,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,500.8599234375126,0.00032009115643875696,0.038456971009993825,0.00283569663623762,0.0,5,2,3,1,2,2,True,True
0,0.27034198351720506,0,0.03064385614910122,29,2150.3241810583836,0.00032009115643875696,0.011221127231551406,0.0028356966362362594,0.0,6,2,1,3,2,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.011221127231551406,0.0028356966362385275,0.0,2,2,1,1,1,2,False,False
0,0.27034198351720506,0,0.03064385614910122,4,108.72132737898332,0.00032009115643875696,0.02179813865061708,0.00283569663623041,0.0,5,2,2,1,1,2,False,False
1,30.655411501854893,0,0.030643856149101225,4,108.72132737898332,0.00032009115643875696,0.011221127231551406,0.0028356966362687985,0.0,5,2,2,1,9,2,True,False
