Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1,41.060292990989694,0,0.0,16,475.40811317274813,0.0,0.011360336748173959,22.879130383379078,0.0,6,2,3,7,1,2,False,False
0,0.0,0,0.0,9,237.88037950851026,0.0,0.019762573584511302,0.0,0.0,5,2,1,9,1,2,False,False
2,40.188124917403314,0,0.01804873652896479,21,1499.0662446222898,0.009144937378295446,0.0046117123310045255,0.0023837366116230743,0.0,6,2,2,7,2,2,False,False
2,35.12500966525658,0,0.2198638168490773,29,933.2911681553826,0.00020706924228319876,0.004378554178292091,0.029037901293160275,0.0,7,2,2,1,2,2,False,False
0,2.1421889081752705,0,1.1978994016642919,62,1521.1628593927144,0.0024102408267252925,0.036797190638493384,0.15820922734431025,0.0,9,2,2,3,1,2,False,False
2,68.57265225498814,0,0.30418382749080985,36,893.6779838502141,0.00028648240340775096,0.006522070895805951,0.04017423186879828,0.0,5,2,2,3,2,0,True,False
6,152.15136615275094,0,0.0,67,2864.9750234593257,0.0022612029380905626,0.024388276153638734,3.5697938611804143,0.0,6,2,1,5,1,2,False,False
2,156.60018874084884,0,0.19108521120027286,88,2631.093196010588,0.02426451370588088,0.04267862876636845,0.025237047100046713,0.0,9,2,2,1,1,2,False,False
2,36.998366410849414,0,0.9832300141568453,117,2940.6464181438705,0.017863906019057334,0.03043415152552402,0.12985736584004398,0.0,7,3,2,1,1,2,False,False
0,0.0,0,19.82594689140822,7,219.122340900197,0.0,0.00785135935618744,0.0,0.0,5,3,4,3,1,0,True,False
5,77.80110410228589,0,0.0,29,778.5409595941837,0.004360978307907196,0.009768951397582284,0.0,0.0,6,2,1,1,4,0,True,False
0,0.0,0,0.0,24,1305.0260385059555,0.0,0.03034252295492998,0.0,0.8,6,2,9,1,1,2,False,False
0,1.4382258164683015,0,0.8042473931363271,7,83.01503450692442,0.16754404635450804,0.0388360474125095,0.10621873463247002,0.0,5,2,2,2,3,2,False,False
0,1.122564916979362,0,0.6277316800806068,4,40.20854706701,0.2,0.2,0.08290591342404788,0.0,5,2,2,9,2,2,False,False
0,0.0,0,0.0,1,929.6122976872701,0.0,0.09423212801278782,0.0,0.0,6,2,1,3,5,2,False,False
2,2.8368486394503583,0,1.5863490259149937,32,756.0466795560833,0.0014940343322539147,0.05754679801392884,0.20951262964128725,0.0,6,3,6,3,4,2,False,False
0,0.36786386739630306,0,0.20570730478821497,2,59.426317380608566,0.0001937365426702018,0.051699027065643235,0.027168219388379503,0.6,5,2,1,6,1,2,False,False
0,25.115170649654754,0,0.0,42,904.888702459657,0.013525843256620379,0.025567320005234234,0.0,0.0,7,1,1,1,1,2,False,False
0,27.087974634499002,0,0.0,19,623.5378286472624,0.014529298476313809,0.03928510425953137,0.0,0.0,9,2,1,8,1,2,False,False
0,0.9147401878067982,0,0.5115173173898218,11,273.5145852272715,0.0004817504983066493,0.022710873458199526,0.067557225126787,0.0,5,2,2,9,2,2,False,False
