checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
2,18.0,4,0,6458.901845126611,1,1,1.0,0,2,2.0,2,37.31572540571756,1,1,1.0,1,1.0,1,1,0
3,12.0,3,6,1184.416397511846,1,3,3.0,0,2,4.0,3,23.47313855926387,1,1,1.0,1,1.0,0,1,1
2,60.0,3,5,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,0,1.0,1,1,0
3,12.0,3,0,1235.8392571354689,1,1,3.0,0,2,4.0,0,34.92559449254398,0,1,1.0,3,1.0,0,1,0
2,60.0,4,0,15945.0,2,0,2.0,3,2,2.0,2,19.0,1,1,1.0,1,1.0,1,1,0
3,12.0,1,6,728.1490272133168,2,0,4.0,3,2,4.0,0,41.15084369331068,1,1,2.0,1,1.0,1,1,1
3,4.0,1,6,250.0,1,2,4.0,3,2,4.0,3,75.0,1,1,1.0,3,1.0,0,1,1
2,60.0,3,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
3,4.0,3,6,250.0,1,2,4.0,2,2,4.0,3,19.0,1,1,1.0,1,1.0,0,1,1
3,4.0,1,6,250.0,1,2,1.0,3,2,4.0,3,75.0,1,1,3.0,3,1.0,0,1,1
2,12.0,3,6,1176.3178621913678,4,0,4.0,0,2,4.0,1,39.763852619266736,1,2,1.0,1,1.0,1,1,1
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
3,14.775897921267973,1,8,2285.382986816262,1,2,1.0,3,2,4.0,3,32.03007700233616,1,2,2.0,3,2.0,0,1,1
3,14.202099107731357,3,9,1850.8848032329904,2,1,4.0,0,2,4.0,0,26.919430209518154,1,2,1.0,1,1.0,0,1,1
3,4.006004794789715,1,6,1252.058762476777,1,2,2.0,3,2,4.0,1,72.95902832855862,1,1,2.0,3,1.0,0,1,1
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
2,60.0,4,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
0,9.686747131443816,1,4,1308.1803765858288,1,3,4.0,3,2,3.0,3,48.48005220182434,1,2,3.0,3,1.0,0,1,1
3,17.585282076824992,3,6,3911.533638376646,1,0,1.0,3,2,2.0,0,35.30255198077438,1,1,1.0,1,1.0,1,1,1
2,53.27443792051076,3,5,4841.869563515513,1,0,4.0,3,2,4.0,2,36.255622052887965,0,0,1.0,0,1.0,1,1,1
2,25.392122160048135,3,6,8705.16376053112,4,1,2.0,3,2,3.0,2,34.935036627380015,1,0,1.0,1,2.0,0,1,0
1,47.828174921030346,1,9,2842.1557217950576,1,0,4.0,3,2,4.0,2,74.8300588051184,1,0,1.0,0,2.0,0,1,0
3,50.21830695200792,3,9,11229.363319090196,1,4,2.0,3,2,1.0,2,28.36451534054106,1,1,1.0,0,1.0,1,1,1
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
2,60.0,3,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
3,18.0,3,6,3261.495440941873,3,2,4.0,3,2,4.0,0,27.360116201882725,1,1,2.0,1,1.0,1,1,1
3,4.0003484095362705,3,4,15945.0,4,0,2.0,3,2,4.0,3,75.0,1,0,1.0,0,1.0,1,1,1
3,4.0,1,6,250.0,1,2,2.0,0,2,4.0,3,24.18347030961213,1,1,1.0,1,1.0,0,1,1
2,12.0,3,4,2675.6815819553053,4,3,1.0,0,2,4.0,1,23.493226388435417,0,1,1.0,3,1.0,0,1,1
1,18.0,0,3,2162.4465756684613,1,2,2.0,3,2,2.0,3,28.992175272167664,0,1,1.0,3,1.0,0,1,1
1,18.0,1,4,3122.157299376633,1,0,4.0,3,2,3.0,2,42.651874891108314,1,1,2.0,0,1.0,1,1,1
2,60.0,3,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
1,12.0,2,2,1167.8928837543153,1,2,4.0,3,2,2.0,1,39.25751716676099,1,1,2.0,3,1.0,0,1,1
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
2,12.0,3,7,1537.7522941938873,1,2,2.0,0,2,2.0,3,22.68554392260037,1,1,1.0,1,1.0,0,1,1
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
3,4.0,1,6,250.0,1,3,4.0,0,2,4.0,3,39.1484051813152,1,1,1.0,1,1.0,0,1,1
2,60.0,4,0,15945.0,2,0,2.0,3,2,2.0,2,19.0,1,1,1.0,1,1.0,1,1,0
2,36.39438853832821,3,0,3260.9066639741095,1,2,2.0,3,2,3.0,1,35.731108762151734,1,1,1.0,1,2.0,0,1,0
2,21.478035768397728,0,9,2185.8816468609107,2,0,3.0,2,2,4.0,1,38.712818022797855,0,2,2.0,1,1.0,0,1,0
2,24.0,3,2,2233.4503291015126,1,3,3.0,2,2,1.0,1,46.49758068193451,1,2,1.0,3,2.0,0,1,1
3,4.0,1,4,15945.0,1,3,1.0,0,2,1.0,3,75.0,1,1,1.0,1,1.0,0,1,1
3,4.0,3,6,250.0,1,2,4.0,0,2,1.0,3,19.0,1,1,1.0,1,1.0,0,1,1
3,6.0,3,6,4065.6638803995793,1,0,4.0,3,2,4.0,3,68.87172647779066,1,1,1.0,3,1.0,0,1,1
2,14.103962418907837,4,6,2178.8058040054143,1,1,2.0,3,1,3.0,3,33.575704326451365,1,1,1.0,1,1.0,0,1,1
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,74.5622960804271,1,1,1.0,1,1.0,1,1,0
2,60.0,2,0,15945.0,2,0,2.0,3,2,2.0,2,75.0,1,1,1.0,1,1.0,1,1,0
