state_code,lat,lon,bird,lat_zone
38,20.71544940117064,-97.79434086420599,23,2
20,37.07932626934186,-70.15520601195578,8,2
13,40.94973127315644,-80.42251455983055,18,2
27,35.2693623646333,-83.28317045319504,19,1
9,32.30471556838147,-85.19614266758413,4,2
9,34.48350286433401,-82.6530063260322,6,2
33,45.03065955936371,-72.97890266297,7,2
3,35.67391391242744,-82.88190645242703,19,2
4,22.30534023882726,-75.43550547804064,13,2
25,36.120077586733565,-88.47050781978744,19,2
10,41.72576923704751,-81.14990672515697,19,2
1,40.14405195347656,-72.80564953886659,0,2
17,40.34445078264858,-84.72862560587794,5,2
34,40.17116836017492,-72.06241589038234,19,2
24,36.21347111106335,-86.97544862925781,19,2
12,32.49700860795893,-83.76287128848232,20,1
23,40.405508189044234,-71.14054160795956,0,2
46,40.44471689491164,-72.78253409788282,1,2
14,41.82558528618187,-82.87863099130391,19,2
29,48.316023230061596,-104.98099751582657,26,2
3,41.081172753382546,-98.8360890174253,8,2
25,36.24383619701602,-112.32013142378229,18,2
11,20.700027533502393,-157.19931180304926,14,1
18,41.66469273977472,-70.04346957248865,20,2
7,42.18758175148987,-74.27224512798458,1,2
40,37.32356978743921,-88.47474351394703,19,2
13,28.130612581471155,-79.00859660998496,19,1
36,36.87762299423845,-97.5294006894031,10,2
20,43.374011726215386,-72.95221826075769,0,2
12,19.536124161476184,-154.0373216075964,12,1
22,46.95096962795555,-85.60280764746675,0,2
49,37.12161421174545,-67.14,19,2
4,41.55313900021435,-102.22111019602492,26,2
2,35.73674374349519,-91.28456631678928,25,2
48,47.60111755464371,-103.66963529401633,26,2
36,43.81590409709786,-111.50998593609754,18,2
50,35.29176565383909,-77.77217659569351,18,2
6,38.75068368140995,-73.65801519250505,19,2
48,48.99701751671447,-116.57989418844423,26,2
5,37.708693116197054,-113.41974515187584,3,2
9,30.648178455034667,-83.0290258217858,19,2
11,18.93,-152.88806921185991,15,1
20,40.79140488461597,-73.38543728892675,0,2
30,36.0382945591481,-97.63755143514832,19,2
28,35.50878525534127,-100.55581954995436,12,2
47,39.77906880900763,-97.92405371509521,20,2
47,39.0105819982095,-79.38288265600623,19,2
11,42.1673858737478,-116.65547907042264,18,2
12,34.03309159041045,-88.09932354579796,18,2
25,42.69804896581603,-100.33968442253065,25,2
36,35.43853607073472,-98.53830824532946,27,2
47,47.978941822192944,-120.10663665965191,26,2
