Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
16,87.5,14,34.25,26,82.5,0.2,0.075,17.94797101,0.8,2,4,2,3,15,2,True,False
11,10.77142857,2,220.0,229,972.25,0.040350877,0.133333333,8.708324324,0.4,2,6,8,5,19,1,True,False
12,402.5,6,37.3,43,433.1333333,0.044444444,0.013541667,3.060765957,0.2,2,5,8,1,18,0,False,False
15,66.26666667,4,63.0,43,413.8,0.017567568,0.046875,12.15210526,0.8,2,6,10,4,4,0,True,False
15,335.0,4,221.0,121,182.1666667,0.017241379,0.015317559,11.34860076,0.6,3,6,10,3,19,1,True,False
15,124.5,5,312.0,131,149.5,0.018974359,0.02046131,2.122731861,0.0,2,4,8,8,18,0,True,False
11,262.6666667,12,842.3,260,835.4180952,0.007291667,0.021551724,0.067049546,1.0,9,8,12,8,7,1,True,True
7,271.3,14,65.5,182,645.2,0.003448276,0.061728395,16.27511574,0.6,9,6,8,4,15,1,False,False
16,38.5,6,34.625,186,74.6,0.021428571,0.039924242,19.1105,1.0,2,6,6,9,18,0,True,False
15,118.4545455,4,597.5833333,46,130.5,0.2,0.023453364,39.038442,0.0,0,6,4,1,13,2,True,False
15,36.5,5,44.0,71,5972.416667,0.003921569,0.058412698,3.663777878,0.0,2,5,13,2,15,0,False,False
0,162.4911765,24,809.5,357,2183.8875,0.005165165,0.075208333,16.1892,0.0,3,8,4,3,11,2,False,True
4,268.4166667,5,506.0,346,6117.814359,0.026728111,0.014018978,47.57898514,0.6,0,3,9,7,16,2,False,True
8,315.845679,10,204.25,272,1995.416667,0.000866739,0.023188406,57.7293604,0.4,1,3,9,6,5,2,True,True
1,43.46666667,1,30.26666667,226,5947.97123,0.001709402,0.009230769,63.1498595,0.4,7,1,13,7,12,0,False,True
15,380.4333333,2,812.0,127,148.75,0.005645161,0.085714286,7.435866667,0.4,2,5,11,2,3,0,False,False
23,45.83333333,6,156.0,49,1876.333333,0.02,0.015641026,40.43578994,0.4,2,6,7,3,15,0,False,False
11,78.9,8,2256.916667,9,295.6974359,0.012903226,0.054586466,12.08192262,0.6,2,6,3,6,6,1,False,False
15,5.5,2,39.25,162,429.0,0.2,0.022317022,8.958652232,1.0,2,7,12,6,15,2,False,False
14,76.75,14,17.0,67,787.2433333,0.018285714,0.027253521,15.63731434,0.4,2,8,6,5,15,0,True,False
15,47.4,3,15.2,38,177.5833333,0.039766082,0.029589443,40.1844879,0.4,2,3,6,5,15,2,True,False
18,354.2916667,6,125.0,105,68.75,0.042528736,0.008333333,7.636645161,0.8,8,5,8,9,18,0,True,False
16,50.33333333,6,50.5,73,83.41666667,0.006896552,0.027350427,13.1307834,0.6,2,2,8,6,18,0,True,False
15,416.2,16,37.0,140,354.0,0.068518519,0.031075269,27.6509675,0.2,2,3,11,4,4,1,False,False
17,20.0,3,47.64,69,389.0,0.065384615,0.04,13.77521629,0.4,2,2,6,6,19,2,False,False
15,96.6,5,360.1666667,105,570.1832287,0.015196078,0.053333333,1.104440234,0.2,2,5,13,3,15,0,False,False
