Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
22,397.6309524,12,248.1666667,226,1051.5,0.004373522,0.072395833,29.45815149,0.0,4,3,2,4,7,0,True,True
10,105.75,3,65.5,91,341.35,0.005177873,0.008832272,5.473874968,0.8,5,6,2,7,15,0,False,False
14,934.5,1,559.0,102,472.4166667,0.052941176,0.008928355,11.96396809,0.6,2,8,6,2,12,1,False,False
20,296.1166667,24,636.75,276,681.58,0.004098361,0.012659622,22.12888889,0.6,0,1,4,5,20,2,False,True
15,272.0333333,6,291.5,103,1512.52381,0.01025641,0.011948854,1.625051033,0.2,2,5,6,5,20,1,True,False
22,57.0,14,100.2,103,20.6,0.018556202,0.126666667,4.760328465,0.2,5,6,7,7,11,1,True,False
15,43.5,5,336.5,188,4310.775,0.2,0.009414895,7.291757576,0.0,2,6,6,7,18,0,True,False
20,100.9166667,12,155.3333333,124,893.2166667,0.004269006,0.016783217,54.07524113,1.0,4,8,5,7,20,2,False,True
21,31.2,8,108.0,60,36.0,0.003846154,0.018292063,7.880478261,0.0,2,7,1,1,19,0,False,False
13,84.66666667,6,14.0,54,966.3583333,0.020454545,0.003763441,113.9293434,0.8,2,3,8,7,10,1,False,False
15,1489.041667,4,74.0,153,1268.0,0.003958333,0.025141026,11.55399716,0.2,2,6,6,9,15,1,False,False
13,12.1,6,23.75,103,867.9915152,0.004347826,0.041176471,5.473874968,0.4,2,1,6,8,14,2,True,False
14,272.0333333,6,70.5,121,424.0,0.015,0.054736842,8.08269,1.0,6,7,8,3,18,1,False,False
27,139.0,6,110.25,36,241.2,0.026666667,0.041481481,2.514977953,0.2,2,6,1,9,6,1,True,False
15,81.12,7,71.25,117,82.83333333,0.002962963,0.004290709,7.300656863,0.4,4,7,8,4,14,1,False,False
18,56.3,5,785.875,56,4079.530461,0.019354839,0.042342342,20.37964966,0.6,6,5,11,5,19,0,True,False
19,95.0,3,182.2,125,56.5,0.012852234,0.085714286,0.120699914,1.0,6,7,4,2,15,0,True,False
15,94.6,6,65.0,86,1177.291667,0.001538462,0.00297619,26.98362279,0.6,2,6,3,9,15,1,False,False
15,1427.025,3,119.375,33,591.0,0.038095238,0.015013618,5.744057971,0.4,5,1,3,5,14,0,False,False
15,148.6666667,3,49.4,55,1545.833333,0.019230769,0.053714286,17.53927855,0.2,2,6,9,7,20,1,False,False
12,110.25,12,260.0,225,4284.422619,0.010353866,0.008735669,153.4432478,1.0,9,8,4,1,16,0,True,True
18,396.5,3,86.6,138,1375.8,0.2,0.011877551,8.788976395,0.8,2,6,6,5,15,0,False,False
13,62.0,8,267.5,67,627.6542857,0.014814815,0.013846154,17.79812649,0.6,2,4,8,5,18,1,False,False
27,351.0833333,6,86.6,95,147.9,0.021937322,0.029142563,0.860484729,0.4,2,5,1,3,10,0,False,False
3,255.4166667,1,262.0,235,5341.784253,0.002463054,0.01884058,91.246,0.6,9,1,9,9,16,2,True,True
15,326.0,6,62.25,82,887.9166667,0.022621723,0.029227053,11.10333103,0.8,5,4,6,7,15,1,True,False
