sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.451082729163496,2.8057702040729233,4.555703454749941,1.3983193648570968,2
5.0999316248397655,3.1855277405587876,4.467843971876633,1.4362820761477337,1
5.126189194280863,3.0120940572245845,4.807895561990246,0.3319798957886961,0
5.222794761425042,3.308783686028624,1.621729163838003,1.591445527014245,0
6.658215386428374,3.100642290894043,4.482709726859257,1.4728756677878043,1
4.966840842444802,2.9497914152357883,4.222131237491088,1.3257862387556159,1
5.022405214766275,3.142387822350496,5.319625128534887,0.4203558714532053,2
5.09390492061821,2.946179679693883,1.5065307220776718,1.579289021032083,1
6.439179174516556,3.347752345386114,5.115382391294467,1.7540598891427952,1
5.087911168673321,2.7834391143106996,5.23923020656548,1.9300575616876594,1
6.319550002014519,3.089000614093412,4.534666358671005,1.5846058308146114,1
4.949246349188051,3.549592013716793,1.2596165346590413,0.13608012194371596,0
5.199365114356534,3.095700915620713,4.784010855326945,1.7342336519704646,1
6.810078784937222,2.9245312284080773,5.438620565289909,1.949006364636903,2
6.562755102311988,3.1986244121458416,4.812513904846868,1.791098217466367,0
4.9683261538080545,3.2144942566678867,4.716825616805,1.652457623290758,2
6.218559754706535,3.388614930093448,4.991913799643458,1.645064479027289,2
5.183630056297604,3.2217500124237146,4.850405860991733,1.743485596964267,1
6.520307630130882,3.163308755853997,4.956524701345134,1.9408285737389188,1
6.384606696278183,3.1423473354377354,5.114819256962391,1.7053887086312338,1
5.243964550088418,3.528406697760238,1.4500118932332369,0.22186063879273046,0
6.6385530708788085,3.407440214388822,5.793883808932869,1.7360819804736614,2
5.133608356616175,3.1859611078126124,5.118846678623072,1.7716780141331068,2
6.055439793744982,3.139893444044411,1.3958469329794163,1.6588542280695076,2
5.137425572898794,3.1776708211411986,1.5605429597121916,1.8095811172979586,0
6.621408443610532,2.7123590552717918,4.209640000975242,1.2197936940698657,1
6.306763653315128,3.4283399665376764,1.5868773894638584,1.7862903422535221,2
6.464386919809518,2.662498006621584,5.000913322876677,1.9373558160825453,2
6.478649466634341,3.1581737919703934,5.116111275866439,1.6790333822343195,2
5.12809532931602,2.961980125569638,4.474324967228731,1.6154171339277956,1
