state_code,lat,lon,bird,lat_zone
24,34.945973404148894,-81.73503169719653,19,2
5,37.52083431274848,-107.63900410386364,17,2
45,36.68588127423775,-80.07356830488467,19,2
24,46.37179671357598,-93.19600902717518,11,2
15,37.926550545087,-87.70714987608685,19,2
37,40.99736603023161,-79.99369927779614,19,2
12,27.220394962749037,-93.98297111764111,19,1
22,44.79264371952923,-70.89922034502267,8,2
42,31.074730095832635,-93.5824283692157,20,2
15,38.5762281582647,-94.81173119250785,26,2
15,39.284953364627015,-84.63271223807538,19,2
40,33.04097933293843,-81.3507785170666,9,2
31,39.49177611202976,-73.77354626733867,14,2
20,44.77842412622698,-68.5460735623932,9,2
7,39.2163685400062,-76.90344267745014,21,2
49,39.30439649158781,-79.27186577632357,19,2
14,39.767779044495505,-84.22268741397177,19,2
41,33.618605811564976,-95.62346345417659,21,2
43,30.266187850707105,-96.52520478975964,20,2
25,46.36559975805294,-110.76932259992951,26,2
7,41.66139879274097,-72.4099672325698,0,2
33,40.47482296539615,-75.38989358939864,14,2
42,35.3208083076803,-86.9170139868127,20,2
16,37.81285759938724,-97.04536558851268,26,2
20,38.855175321739885,-76.61084349203234,1,2
49,38.84226444100042,-81.25965585264018,19,2
31,34.101092486414004,-92.74005231144943,22,2
2,34.68544541879804,-91.40127080005091,20,2
18,42.33856318177725,-71.69463336733156,1,2
0,60.29781056294371,-166.34118007574494,28,2
38,41.661428014814895,-71.6625889657527,22,2
26,32.6631384191429,-88.89548167579771,20,2
1,32.287102120904635,-86.09767155033576,29,2
41,44.53492298649994,-101.40200506965927,23,2
9,30.948462239985776,-85.09996982923188,20,2
45,46.52895580570528,-122.08696034120271,26,2
26,48.85248549254338,-108.72487604274338,26,2
10,29.747973610004482,-84.22071081890677,20,1
28,34.822719940444784,-78.23680077685094,19,2
12,47.26293241536486,-116.60116389154864,18,2
28,47.772192064515956,-99.17438458920915,26,2
32,43.67656621336438,-76.64173019391106,12,2
1,30.669403134694782,-85.33029678798081,29,2
28,45.710297122348905,-98.7750576235302,26,2
5,39.330559574223805,-105.21115380732081,17,2
21,47.928640058834134,-93.06225704807046,9,2
40,34.17563110295622,-80.45494144437612,9,2
25,48.30434911826449,-109.19483364262165,26,2
40,33.50426472680915,-80.14302525672868,8,2
15,39.68009341002464,-88.11362796707553,19,2
25,37.064530035332886,-92.46873286282772,12,2
28,35.13250126710759,-75.59510228651426,19,2
4,38.227380406600155,-119.27458227064322,7,2
18,42.67800023551451,-73.16746780546583,2,2
0,62.851448206663314,-154.07799844204564,28,0
11,19.597407683860762,-155.8449265165705,17,1
28,35.57342943705549,-81.28800908518514,19,2
22,47.03669458914073,-87.34594795658894,0,2
2,34.32753279994944,-91.40427642711931,20,2
32,39.342303632055604,-117.24096743052394,18,2
27,36.14520551514083,-79.52268606439817,19,2
4,32.576245312596456,-114.34126788557123,6,2
27,46.7641903422313,-104.66750087040639,26,2
22,45.269157934095986,-87.47473320369481,0,2
43,31.78282396741385,-95.10889517829496,20,2
35,42.56676373540686,-71.56387588701374,23,2
12,41.761903038501885,-105.8180140650796,15,2
0,61.616897217244464,-145.6193341924284,28,0
42,31.678253613367232,-99.67515061384904,19,2
24,33.153326198447196,-91.8386547370358,20,2
42,35.64705084445227,-89.33066800513203,20,2
21,39.913403600468186,-98.984579046608,26,2
32,35.01718354107836,-106.1571133444622,13,2
