sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
5.4717065661767395,3.258863869512567,4.629091968261747,1.3659710869712076,1
6.002253085898488,3.0280802460973217,4.722969750406334,2.207322672962217,2
6.38077081333545,3.2466372536321755,4.802278272148157,1.5522682307660673,1
5.652667713012695,3.1074147470980504,4.954872881635545,1.7324579820053332,1
5.4676894310405535,2.591386347420876,3.8618037973439128,0.8782723463494323,1
5.571495612862943,2.7766007687380285,4.848684093580108,1.4737755479987031,1
5.582148868460807,2.8319524852423408,4.050767751285681,1.2237364354157232,1
7.200829700351587,3.2891802223758457,6.434189433993938,1.9240958122305778,2
7.9,3.9051306767882363,6.6305578295084,2.117824143726365,2
5.677618776375821,2.563717198687916,4.039735607918061,1.1714104066044253,1
6.291486292126978,2.8796037048745253,5.235963761168441,1.6650670687723272,2
6.146042993614328,3.4843255608446895,4.684930972332574,1.3945070202561733,1
5.471544102207634,2.8945506442585405,4.268743288585674,1.381818700056875,1
7.408620560019136,2.8049775312078893,6.110916022103738,2.305578517806198,2
4.978875540780881,2.4005690170035323,1.2725535905831404,0.9885637304986847,1
5.228856054687154,2.605777844253673,1.5355815465131761,1.2185494501240042,1
4.509836724999945,3.090164889950926,1.4155695250455285,0.3507781859760303,0
6.243587168377806,2.867427101104617,5.528565694623623,2.3634942526931075,2
7.007249128496474,3.1619258937847605,5.535807169682177,2.1694028197343034,2
6.403969931680046,3.1290715568054273,5.325143753772542,1.9084336744217112,2
7.296127863322162,2.5668032981791686,6.188585757622134,1.7386471527506961,2
6.618998934923279,3.0687102590749804,5.650685686435721,2.1770063285812706,2
5.631750195023029,3.0260637126623475,4.257159272668488,1.3292106426077415,1
7.071983367950465,3.499303592726127,5.617778687446668,2.411293498143035,2
5.553973267920765,2.87266633489626,1.87766787435619,1.5176620292594545,1
6.155790113207162,3.147693800441273,5.123901292200155,1.9655263344850151,1
4.926113422446503,2.3572566313401824,1.217037614880996,0.9400218119128307,1
7.7025176583736465,3.7746743926322615,6.483071336229602,2.5,2
5.343617346759483,3.1942238352824557,4.048720627021127,1.069378442640702,1
5.974990637757031,2.727819306348832,3.8417034440466367,1.2191042169341806,1
