beds,baths,size,lot_size,lot_size_units,zip_code,price
3,2.0,1692,0.3937087094463709,0,98192,556841
4,3.0,2347,6312.0836743349,1,98113,948169
7,3.5,2148,6294.697628043267,1,98112,828516
4,3.0,2075,4127.559580007938,1,98139,1552855
3,2.0,3052,3782.4943214755353,1,98199,18600119
15,9.0,11010,0.23,0,98101,25000000
2,2.0,1547,2484.8729633535177,1,98117,513324
3,1.2866156955814911,1133,8220.303474741999,1,98176,556020
3,1.5,1821,13.996042489705138,0,98115,14463530
3,1.5,1542,6838.405363453584,1,98107,730198
14,0.5003326340250014,250,0.23,0,98101,159000
4,2.0,1462,6163.583271858305,1,98115,726938
2,1.8822636357881035,691,215.67339176833752,1,98117,602204
3,2.0,2248,4485.200897120525,1,98117,974788
1,2.0,701,1280.876442291454,1,98125,594076
3,3.5,3342,7912.055996996682,1,98138,1513096
3,3.3354745234650154,3102,4109.651528248569,1,98104,10618505
3,2.0,2497,1281.4055465547249,1,98115,1323534
1,1.0,338,562.8554558929188,0,98122,198595
4,3.0,2222,7943.516735156704,1,98122,1068165
1,1.0,640,0.7925287736586448,0,98108,307215
3,2.4288193072799107,1505,0.2708146591745007,0,98117,703042
1,9.0,11010,0.23,1,98199,25000000
1,9.0,11010,0.23,0,98199,25000000
3,1.106226456385342,1183,8610.534043743985,1,98122,848850
15,0.5,250,0.23,0,98101,159000
14,0.6128296388964775,250,0.23,0,98101,159000
3,3.0,1659,1101.6911730912009,1,98106,1088991
3,2.212275334998654,1408,709.4073571073998,1,98114,834240
4,3.0,2521,635.4733039984069,1,98106,1337367
3,2.0,1697,8321.083656925592,1,98116,899395
3,2.0,1008,0.9897573801402001,0,98132,376246
5,3.5,3192,5828.0069498327,1,98125,1706178
2,1.0,922,9193.425116395747,1,98199,704452
5,8.693938941651734,8577,5798.382488750651,1,98163,2021534
4,2.0,2422,3030.021448388897,1,98101,1262908
3,3.6885172963756694,2924,3886.1705117381057,1,98116,1783352
4,2.5,1385,730.7299299778025,0,98116,446390
15,9.0,250,0.23,0,98101,159000
5,4.232156991990896,2859,0.25186312987394144,0,98112,1279705
4,3.0,2596,3998.5247510656786,1,98115,1396768
2,2.736219594141102,2997,8274.593129206185,1,98126,1135030
3,2.5,1603,927.4257849011994,1,98117,878750
2,2.0,1337,5419.057906513712,1,98117,826556
3,1.0280544026451126,1363,8012.323662388281,1,98144,1154056
4,2.0,2833,5550.747176660637,1,98117,1481495
4,2.0,2598,5640.089616188277,1,98103,1507671
3,1.3196529979178426,1577,3110.1415808276865,1,98113,938130
2,1.5,1147,0.2481124164306844,0,98101,577026
3,3.0,2148,1324.4132100093157,1,98116,1354227
1,1.0,646,0.42410443508434503,0,98115,486867
3,2.5,1679,1000.0859195441648,1,98106,845673
1,1.0,591,0.40636864605590195,0,98109,335308
3,2.0,1588,5000.015341558585,1,98115,1142778
3,3.0,2445,9799.60176607304,1,98126,1002842
15,0.5002009871161713,250,0.23,0,98101,159000
3,3.0,1778,3726.481318509735,1,98115,1193836
2,2.0,1376,5000.092190583247,1,98171,545767
3,2.0,1772,1023.3894056869973,1,98199,868877
5,3.5,2426,4061.2691606089957,1,98116,1505240
4,2.5,2658,6221.611278904099,1,98106,1220555
5,3.5,2234,5108.353058036121,1,98161,859727
4,3.0,2804,0.3519460321423375,0,98126,840708
15,0.5,250,0.23,0,98199,25000000
2,1.0434958369116631,1008,3558.847102572155,1,98117,703633
4,3.0,1582,1387.857295455447,1,98105,805642
2,1.5,846,95.96759881641995,1,98105,640605
3,2.0,1037,5139.771472368057,1,98107,570806
3,2.5,1024,2760.6182524821506,1,98116,718594
3,3.0,1527,1168.5377335337307,1,98106,853606
2,2.5,1825,1090.870673857721,1,98116,760172
4,2.0,1874,5145.40711431663,1,98170,893219
3,2.5,1492,1234.0043477663683,1,98199,885828
4,2.0,1508,5882.132630789502,1,98126,751457
3,2.0,1734,2503.546265210265,1,98115,914043
15,0.5000538695247091,250,0.23,0,98101,159000
2,3.616169196492091,3028,4184.032465048815,1,98112,2153433
3,2.0,1508,2274.7303359734246,1,98103,850478
1,1.0,906,9839.088609377628,1,98115,1235877
2,2.0,1155,5194.925692765681,1,98107,883743
2,1.5,1561,4468.233297661317,1,98116,740055
4,3.5,2707,3816.6067034360613,1,98109,1564577
3,2.0,905,1021.0020092664706,1,98115,505408
3,2.0,2320,4100.685616672327,1,98122,750840
15,9.0,11010,0.23,0,98199,25000000
4,2.0,1705,7154.142800462484,1,98144,893909
3,2.5,1129,946.918953085176,1,98125,499856
4,2.5,2558,5353.430422072854,1,98128,1309794
14,0.5006872038888591,250,0.23,0,98101,159000
4,3.5,3931,5172.442501655717,1,98124,8661717
1,0.5,250,9998.0,1,98199,25000000
3,2.5,2145,5556.081911770913,1,98115,690293
4,3.0,2691,5234.921990835178,1,98112,1334569
3,2.0,1735,0.39486960085859496,0,98119,742131
4,3.8388829310066805,2522,6518.082993757862,1,98105,1719375
3,2.0,1371,9137.789652151248,1,98115,738637
2,1.0,1008,3953.837166974689,1,98117,887346
1,0.5016610723856105,250,0.23,0,98101,159000
4,2.0,1139,4040.9370325174996,1,98122,734595
3,2.0,2159,7644.554266730775,1,98119,974017
3,2.5,1684,9039.890711421993,1,98117,707121
3,3.0,1787,5173.785863578537,1,98117,1791575
2,1.5,815,7466.137072187122,1,98125,603310
3,1.704703913989536,1268,5544.153647247876,1,98104,825785
3,1.5,1177,1076.7365524795532,1,98111,839167
4,2.5,1541,3827.445460488333,1,98122,1037783
3,3.0,2170,1242.0117206139987,1,98131,833574
4,2.0,1209,9481.501827276603,1,98120,831176
4,3.0,2355,4752.497278335835,1,98144,1162142
3,1.7887081213385292,2203,3349.5860317589113,1,98118,873185
3,1.5,1193,9570.504310029804,1,98145,776809
1,0.5112998204096886,250,0.23,0,98101,159000
3,2.6605758026964597,1720,3696.6123279523786,1,98117,969359
3,2.0,1130,4005.5317559418554,1,98125,640430
4,2.5,3169,4964.187567023566,1,98125,2157915
3,2.0,1664,6133.810753727421,1,98199,1171005
5,4.2528331048030275,2186,4599.159807654302,1,98115,1109870
4,2.947725186776055,2062,4785.805491815885,1,98133,1070994
3,2.0,1360,9740.029030014166,1,98129,821504
5,3.0,1983,5556.547494436083,1,98115,1005625
2,2.0,1944,0.2619677864731375,0,98116,1262508
1,8.996026590708231,1493,0.23,1,98199,25000000
