beds,baths,size,lot_size,lot_size_units,zip_code,price
1,1.0,390,765.3765689789856,0,98106,470213
4,2.5,1584,4094.2922282508353,1,98193,703073
3,2.0,1373,5194.756344948409,1,98125,803459
3,3.5,2122,2774.5776955269152,1,98117,1259104
3,1.3015061536547416,1366,4520.955408390303,1,98117,778337
2,2.0,1020,3685.7717334126705,1,98118,565232
3,2.0,2135,6510.193792844491,1,98106,1489108
4,2.0,2006,5732.011139855246,1,98118,1051086
4,2.5,2614,5073.082176772567,1,98119,1187658
3,2.0,1912,5000.03654311697,1,98118,1049270
2,2.0,1076,3.8172936465789684,1,98110,706800
3,2.0851056005384603,1391,3398.1775960592754,1,98124,885757
4,2.1289887233670575,1177,8193.576989653246,1,98115,532330
3,2.0943385846121103,1397,1253.9064824645495,1,98125,807837
1,9.0,11010,0.23,1,98199,25000000
3,1.5310833822101437,1013,0.30751367728098256,0,98107,513489
3,3.5,1666,3625.0342293203475,1,98199,740059
3,2.5,2839,5951.946123871837,1,98117,1930227
3,2.0,1412,7347.302605867838,1,98177,616053
3,2.0,2190,8232.469653572498,1,98115,827401
1,9.0,11010,0.23,0,98199,25000000
3,2.0,1883,9154.618737302926,1,98177,788732
3,1.3932603493367952,2182,0.4101779812271168,0,98176,617551
3,2.0,1810,3991.169506806929,1,98121,817504
15,0.5,250,0.23,0,98199,25000000
14,3.849400024665025,9706,2680.5889320710976,1,98112,1120188
3,2.0,2083,2381.5436834137176,1,98103,1015795
2,2.0,2474,8334.002048806105,1,98116,1706301
2,2.0,1240,3037.2975235483264,1,98116,817763
4,2.0,3641,4508.044693746072,1,98115,2015524
2,1.0,1009,7165.591028185353,1,98106,905231
3,1.7089864937797388,1441,7197.793043781614,1,98117,531899
3,1.0,958,4599.916580271158,1,98170,587426
3,1.0,1173,0.23013618982978082,0,98107,441785
2,3.0,1662,2283.193761547437,1,98116,843927
4,2.0,1674,0.2777223086173304,0,98199,852255
15,9.0,11010,0.23,0,98101,25000000
