beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
4,2.5,1441,0,1.7224779682496436,0,98126,522537
3,2.0,1736,0,6963.306416274535,1,98199,874196
5,8.64748112929945,7649,0,5077.404421440988,1,98104,22320454
3,2.0,1286,0,6902.262069041132,1,98139,930719
1,1.0,472,0,0.2895305172346252,0,98197,552095
4,1.0,1896,0,7147.511821062475,1,98136,953347
14,8.608370115446906,10919,0,0.2300250516593016,0,98101,20561244
4,3.0,3284,0,5578.451613152612,1,98112,1267958
2,1.0,1696,0,5016.392414912722,1,98105,2590372
3,2.5,1480,0,5061.718748805738,1,98199,809309
3,2.5,1518,0,7417.723557004696,1,98116,975172
4,2.5,2099,0,6275.368465863593,1,98123,786777
2,2.0,826,0,815.6977186578041,1,98105,436083
4,2.5,1890,0,1904.7369741766456,1,98102,774946
5,3.5,3470,0,4540.935058140651,1,98117,1766537
4,6.726068808040653,2858,0,3110.2725140248413,1,98106,1397932
3,3.0,1570,0,1823.025282789646,1,98108,895100
4,2.5,1928,0,2346.891723246802,1,98112,813061
4,3.0,2513,0,0.2817427891599962,0,98118,1374143
3,3.5,1488,0,3159.2712474032537,1,98199,996628
2,1.0,1323,0,5971.403731619752,1,98107,751128
5,0.5159798573075244,250,0,0.23,0,98101,159000
3,1.057456235475956,1911,0,4774.283597271532,1,98118,584347
2,1.936236635061429,1427,0,7681.9627172788,1,98199,904567
3,2.0,1840,0,1095.3688041715905,1,98112,1317489
3,2.0,1314,0,4226.343567302898,1,98122,555876
3,2.0,1453,0,0.8357059659134785,0,98115,747865
4,2.0,2133,0,7774.601204361976,1,98130,1032334
3,2.0,1009,0,3791.30923919224,1,98114,525171
2,2.0,1660,0,928.5021189698692,1,98107,892999
15,9.0,11010,0,0.23,0,98199,25000000
3,3.0,1898,0,0.7508175700785071,0,98136,694935
3,1.0,1119,0,5000.100400948573,1,98116,490028
2,2.0,1562,0,4576.118975106212,1,98116,850142
3,1.0258085937599843,1453,0,7696.26093627376,1,98116,946720
15,0.5072493477023376,250,0,0.23,0,98101,159000
4,2.0,2602,0,5156.690108446896,1,98118,1130522
3,2.0,2354,0,4734.501071027603,1,98116,1103977
3,2.0,1171,0,4018.5389869952232,1,98103,704141
1,1.0,1044,0,4093.624868085984,1,98134,644442
1,9.0,11010,0,0.23,0,98199,25000000
2,2.0,828,0,0.5238288138783523,0,98117,201210
14,0.5011215609442846,250,0,0.23,0,98101,159000
2,1.0,775,0,7310.221242067556,1,98144,398317
4,2.5,2069,0,6083.669918252103,1,98199,795645
3,2.0,1708,0,2044.692065949971,1,98103,1136378
2,1.0,988,0,5208.7865661815285,1,98103,565081
3,2.0,1261,0,1101.3343930179751,1,98117,468618
3,2.0,1014,0,341.18485530255947,0,98122,400156
2,1.0,1403,0,4357.670743369682,1,98169,692167
4,2.0,1751,0,4384.413573697037,1,98118,897132
5,0.5463297533885094,250,0,0.23,0,98101,159000
4,3.5,2229,0,5397.162288758335,1,98116,1427529
4,4.596341305276993,2939,0,1852.8711893583256,1,98110,1847946
3,1.5,1020,0,9579.661412182224,1,98116,622650
2,1.0,664,0,1136.2448060180554,1,98117,522691
