Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,2.767513215743769,0,0.0,13,50158.31898130581,0.0019298617959405463,0.014736329159344065,0.0,0.0,5,2,2,7,1,2,False,False
0,129.70785062927985,0,0.07409845251409031,27,221.3524694290894,0.013818761834856776,0.03382583295066539,0.03672990366538204,0.0,7,3,2,3,5,2,True,False
1,111.84730869770212,0,67.67274842956186,32,1191.6057452803495,0.0004332719297452968,0.017542480009876057,0.06045954289799576,0.0,5,3,1,7,2,2,False,False
7,332.8900771204984,3,210.39656412841367,123,7341.594609154796,0.014869908000965219,0.01341075326379248,0.002759333538766789,0.0,7,3,2,4,1,2,True,False
7,40.197411489235506,1,13.843982416378523,128,5465.434190366847,0.0010645928002584071,0.019848122482033236,6.665394784211704,0.0,7,2,2,1,1,2,False,False
0,2.7762410397463344,0,0.0,2,89.15345089109032,0.0020801721481035007,0.046409072164267734,0.05599882145718349,0.0,7,3,2,1,1,2,True,False
2,1.723272530188174,0,0.0,2,2172.905723231062,0.00135792891636611,0.09523786522690202,0.041120932476671486,0.0,8,3,2,2,13,2,False,False
0,1.3833168116883767,0,0.1171319818240555,3,159.82306593843197,0.0,0.014687981356893228,0.0,0.0,7,2,2,7,1,0,False,False
1,28.590506246319073,0,0.02531026569902929,15,171.5659559868824,0.0008716878861163649,0.01947708202064722,52.005169109876974,0.0,7,2,2,3,19,0,True,True
3,106.67440537111665,0,0.2434673791905298,13,646.327123765929,0.001101228905502426,0.013299485711078411,10.78107861403411,0.0,8,3,1,2,12,0,False,False
1,3.133995585440889,0,0.10570869606724095,14,726.0667375513901,0.011564885827818774,0.03318957799149513,0.0388337089658367,0.2,6,1,2,1,1,2,False,False
0,1.8544943863432017,0,0.0,29,672.2628672529722,0.009773337370555241,0.03222136945622849,0.011120049220133345,0.0,6,2,2,7,12,2,False,False
4,118.53751337998055,0,86.61672238000327,12,1387.751882996562,0.0012224188475884264,0.015500913112313233,0.014193613929439169,0.0,8,1,1,1,1,0,False,False
0,36.089391643784154,0,0.0,11,214.5732595977353,0.0010653182218882187,0.03721262500401479,0.05545349432297815,0.0,6,2,1,1,1,2,False,False
3,185.1982787049818,0,0.2200774813441176,2,156.54272705203044,0.0004710212242681062,0.09323610712949543,0.041843118746214415,0.0,5,2,4,9,10,2,False,False
9,369.0609905170933,1,24.092242658165024,26,4305.142001084776,0.012139513329322726,0.03264655715704183,0.029976688847498264,0.0,5,2,2,1,1,2,False,False
10,261.85139497458505,0,0.0,120,2529.6082176955724,0.0015496705859687537,0.01421664656151813,0.0051311411056164415,0.0,7,2,1,1,2,0,False,False
0,3.049882969377455,0,0.0,3,226.12259912665496,0.0010090241016339069,0.05865563964401428,0.02575746390042223,0.0,7,2,2,1,12,2,True,False
10,621.2332184882217,0,739.0397971701965,51,3455.8454736908925,0.1298317583069551,0.010188103113479731,13.34319084814674,0.0,5,4,8,1,2,2,False,False
0,3.805611100272226,0,0.0,33,1534.2228268448337,0.00203959302001547,0.0192166701959553,0.06857311217308319,0.0,7,2,2,7,1,2,False,False
8,514.7926604328436,0,64.25264227906406,13,2671.394277102113,0.001093778533326567,0.01851169375643659,17.00732531496566,0.0,6,4,1,1,6,0,True,True
0,3.54756838602893,0,0.04636586344659928,27,1520.602786558711,0.011521799955859358,0.022991046549511802,0.09101582287772185,0.0,7,2,2,1,1,2,False,False
