lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,target
108.0,74.0,5748.0,335.0,704.0,11.420000076293944,30.540000915527344,49625.0,10470.0,400.0,7581.0,1095648.0,0.0
14.0,8.0,2789.0,292.0,535.0,4.380000114440918,3.180000066757202,170292.0,28812.0,355.0,1927.0,1532101.0,84.0
106.0,30.0,4500.0,512.0,751.0,16.170000076293945,4.78000020980835,93061.0,28576.0,142.0,3327.0,1013574.0,85.0
121.0,88.0,3637.0,801.0,686.0,8.170000076293945,29.86000061035156,25037.0,25838.0,187.0,8602.0,1560085.0,92.0
117.0,33.0,787.0,969.0,838.0,5.769999980926514,38.79999923706055,188454.0,31307.0,130.0,5292.0,1783503.0,90.0
684.0,6.0,4719.0,491.0,111.0,6.190000057220459,12.800000190734863,100518.0,8554.0,343.0,378.0,1089971.0,94.0
753.0,192.0,624.0,240.0,280.0,6.400000095367432,32.2599983215332,208635.0,20663.0,370.0,2031.0,1535931.0,77.0
111.0,70.0,5508.0,80.0,664.0,17.030000686645508,4.369999885559082,186494.0,74406.0,478.0,3441.0,1051819.0,99.0
90.0,137.0,922.0,988.0,216.0,7.570000171661377,3.380000114440918,281552.0,70884.0,355.0,2584.0,1712002.0,72.0
35.0,46.0,3753.0,428.0,628.0,10.0,16.0,256986.0,38009.0,471.0,5028.0,1085459.0,84.0
2.0,66.0,2075.0,258.0,336.0,5.570000171661377,35.65999984741211,4922.0,193897.0,8.0,1683.0,1088813.0,89.0
499.0,110.0,182.0,525.0,862.0,5.190000057220459,35.0,125028.0,18709.0,227.0,391.0,1070258.0,97.0
596.0,38.0,1511.0,734.0,350.0,1.0,6.389999866485596,949201.0,23249.0,146.0,3020.0,996451.0,94.0
869.0,207.0,1482.0,157.0,1532.0,4.380000114440918,4.579999923706055,70434.0,82230.0,959.0,648.0,1521282.0,90.0
49.0,41.0,3174.0,207.0,499.0,5.579999923706055,16.600000381469727,201549.0,61601.0,210.0,1016.0,1834907.0,85.0
163.0,275.0,2830.0,350.0,176.0,14.399999618530272,2.190000057220459,38235.0,473805.0,372.0,121.0,969712.0,90.0
169.0,12.0,539.0,361.0,463.0,8.600000381469727,23.600000381469727,326263.0,93546.0,1963.0,6637.0,1700363.0,90.0
212.0,176.0,6510.0,760.0,630.0,6.389999866485596,20.520000457763672,83461.0,26451.0,335.0,7715.0,1801634.0,92.0
127.0,110.0,4773.0,642.0,763.0,13.369999885559082,7.579999923706055,158242.0,16186.0,335.0,645.0,1062886.0,81.0
213.0,102.0,6449.0,260.0,216.0,9.0,33.20000076293945,4051.0,33475.0,172.0,1491.0,1068981.0,77.0
3.0,32.0,649.0,550.0,581.0,1.3700000047683716,17.559999465942383,113192.0,29878.0,2823.0,650.0,1413926.0,96.0
155.0,143.0,4460.0,589.0,391.0,13.43000030517578,3.5899999141693115,105725.0,193369.0,502.0,4718.0,1516470.0,94.0
556.0,124.0,2481.0,552.0,492.0,15.800000190734863,5.570000171661377,87903.0,76638.0,502.0,1349.0,1713242.0,87.0
285.0,221.0,840.0,477.0,226.0,7.570000171661377,3.1700000762939453,509700.0,133124.0,145.0,174.0,1377768.0,85.0
285.0,149.0,477.0,554.0,739.0,17.030000686645508,9.18000030517578,134210.0,67034.0,352.0,7583.0,1724072.0,89.0
220.0,38.0,846.0,107.0,695.0,8.569999694824219,20.200000762939453,48951.0,6511.0,146.0,5310.0,1858165.0,72.0
196.0,165.0,3288.0,509.0,443.0,2.990000009536743,9.579999923706056,104229.0,68604.0,265.0,7837.0,1087403.0,92.0
499.0,137.0,3150.0,542.0,213.0,5.389999866485596,20.84000015258789,233748.0,9486.0,581.0,1783.0,1769870.0,82.0
112.0,67.0,2585.0,615.0,215.0,3.559999942779541,24.0,159976.0,255418.0,1041.0,2002.0,1721310.0,86.0
130.0,126.0,1066.0,631.0,489.0,10.18000030517578,13.029999732971191,400425.0,147372.0,468.0,5774.0,1827627.0,93.0
183.0,104.0,3520.0,798.0,222.0,2.390000104904175,4.579999923706055,8742.0,41172.0,550.0,6213.0,1762378.0,78.0
217.0,97.0,1934.0,580.0,452.0,0.3899999856948852,22.600000381469727,233922.0,60717.0,910.0,6604.0,1298520.0,66.0
93.0,160.0,5836.0,1697.0,227.0,6.960000038146973,27.739999771118164,2635.0,60978.0,403.0,2430.0,1749590.0,84.0
51.0,296.0,2092.0,635.0,355.0,4.610000133514404,29.86000061035156,72150.0,21087.0,173.0,2534.0,1129921.0,85.0
85.0,96.0,4891.0,518.0,220.0,2.400000095367432,4.400000095367432,1439.0,39776.0,579.0,1182.0,1760613.0,85.0
101.0,120.0,3412.0,292.0,456.0,11.420000076293944,30.0,256508.0,439084.0,1250.0,258.0,1742376.0,85.0
75.0,120.0,346.0,60.0,83.0,10.579999923706056,34.599998474121094,149433.0,34115.0,702.0,9300.0,1057396.0,96.0
159.0,85.0,1832.0,24.0,319.0,10.81999969482422,9.800000190734863,301436.0,49694.0,132.0,610.0,1118258.0,90.0
196.0,217.0,2619.0,563.0,922.0,3.390000104904175,18.600000381469727,546.0,45113.0,604.0,8016.0,1716333.0,96.0
128.0,98.0,1401.0,656.0,262.0,4.599999904632568,17.799999237060547,225559.0,16704.0,254.0,8249.0,1331270.0,75.0
83.0,95.0,2840.0,692.0,293.0,16.170000076293945,17.760000228881836,37552.0,113453.0,343.0,1794.0,1013954.0,63.0
146.0,121.0,2251.0,386.0,252.0,8.979999542236328,31.0,504805.0,9053.0,262.0,8244.0,1851192.0,95.0
100.0,131.0,2102.0,384.0,500.0,17.030000686645508,3.380000114440918,57186.0,20705.0,291.0,2187.0,1006641.0,87.0
119.0,109.0,212.0,130.0,601.0,4.610000133514404,0.3899999856948852,343314.0,183147.0,2035.0,577.0,1604440.0,94.0
869.0,124.0,2129.0,518.0,238.0,4.599999904632568,3.4100000858306885,269971.0,57456.0,841.0,8321.0,1763248.0,87.0
106.0,165.0,2009.0,71.0,525.0,0.0,21.600000381469727,17347.0,11098.0,990.0,2120.0,1785278.0,96.0
156.0,102.0,1113.0,159.0,57.0,5.010000228881836,4.989999771118164,215151.0,28047.0,990.0,852.0,1758651.0,97.0
169.0,120.0,810.0,185.0,517.0,5.960000038146973,3.009999990463257,596993.0,188310.0,265.0,1650.0,1716117.0,86.0
869.0,136.0,3996.0,718.0,233.0,13.0,19.36000061035156,3772.0,35490.0,173.0,5685.0,1725352.0,93.0
198.0,212.0,2312.0,1446.0,180.0,3.380000114440918,34.869998931884766,167379.0,81406.0,138.0,210.0,963726.0,90.0
235.0,64.0,2074.0,434.0,419.0,8.170000076293945,28.65999984741211,562483.0,93652.0,480.0,3741.0,1540382.0,0.0
156.0,55.0,5002.0,434.0,491.0,5.159999847412109,21.39999961853028,29185.0,63872.0,4.400000095367432,2965.0,1031155.0,81.0
234.0,111.0,1339.0,234.0,239.0,4.380000114440918,36.27000045776367,6319.0,47856.0,148.0,1445.0,1645075.0,0.0
88.0,21.0,7129.0,338.0,354.0,8.380000114440918,19.0,190860.0,20888.0,8.0,9290.0,1089336.0,93.0
104.0,82.0,773.0,495.0,656.0,15.0,13.369999885559082,160644.0,33242.0,255.0,10061.0,1797740.0,88.0
137.0,77.0,1260.0,390.0,297.0,3.200000047683716,18.559999465942383,74675.0,62598.0,166.0,6289.0,1031053.0,84.0
121.0,74.0,398.0,415.0,68.0,3.7799999713897705,10.380000114440918,132739.0,116888.0,336.0,1697.0,1694959.0,97.0
82.0,136.0,6171.0,726.0,104.0,0.800000011920929,6.610000133514404,159517.0,42192.0,193.0,449.0,984304.0,94.0
198.0,114.0,6671.0,245.0,183.0,3.7799999713897705,2.5799999237060547,175290.0,794374.0,663.0,624.0,1103211.0,93.0
235.0,101.0,3077.0,1283.0,366.0,7.800000190734863,29.059999465942383,37270.0,563127.0,4.699999809265137,1024.0,1093573.0,93.0
133.0,4.0,2882.0,67.0,484.0,9.579999923706056,17.0,104757.0,35275.0,1.2999999523162842,2391.0,1750992.0,97.0
146.0,144.0,800.0,822.0,530.0,3.180000066757202,10.979999542236328,107936.0,15979.0,130.0,755.0,1672382.0,86.0
46.0,188.0,4894.0,366.0,701.0,9.0,14.229999542236328,930934.0,59961.0,159.0,236.0,1837382.0,85.0
111.0,114.0,475.0,70.0,494.0,9.0,7.400000095367432,343506.0,70828.0,1963.0,562.0,1055501.0,96.0
476.0,149.0,6385.0,760.0,221.0,5.179999828338623,20.600000381469727,91932.0,11850.0,559.0,2764.0,1575485.0,72.0
155.0,60.0,486.0,702.0,207.0,4.980000019073486,2.1700000762939453,237571.0,288667.0,616.0,832.0,986394.0,90.0
670.0,55.0,6211.0,762.0,991.0,0.9700000286102296,32.2599983215332,153788.0,12370.0,543.0,477.0,1090358.0,84.0
137.0,393.0,1525.0,457.0,215.0,11.779999732971191,32.400001525878906,249529.0,70712.0,241.0,5907.0,1060421.0,93.0
228.0,404.0,5250.0,562.0,412.0,5.010000228881836,11.329999923706056,106997.0,63951.0,292.0,5283.0,1291466.0,99.0
63.0,98.0,2618.0,374.0,922.0,2.799999952316284,22.600000381469727,39112.0,31956.0,2170.0,1145.0,1731609.0,87.0
