Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5,0.0,0,0.0,14,191.73969438180276,0.00016745883594049605,0.016249291036930902,0.05085886553194695,0.4,6,1,1,1,3,2,False,False
7,506.1452778066124,0,0.0,28,529.2683517271025,0.008003545340502127,0.013163144347203153,15.484187556663883,0.0,6,3,1,4,1,2,False,False
1,36.49245379985288,0,0.0,31,1377.5391811591978,0.0002201385808891716,0.01340627520558751,75.1247988136881,0.0,1,2,1,8,2,2,False,False
5,79.41030960747493,1,79.01856157653809,33,1405.7973964508592,0.0,0.023350825538122233,0.0,0.0,1,2,4,2,1,2,False,False
4,283.34212590385755,0,0.0,35,2425.4202883047606,0.0,0.010634622450707988,0.0,0.0,7,1,1,3,1,2,True,False
0,0.0,0,0.14473938443619255,3,111.27681353171589,0.0,0.012739088335584703,0.01044687581904009,0.0,1,4,1,9,7,2,False,False
0,0.0,0,0.0,0,42.91678204679171,0.05883851097732872,0.0997934987174797,0.0,0.0,5,1,1,4,2,2,False,False
0,0.0,0,0.0,15,153.7440129162564,0.00022424590998010982,0.03165855995054167,0.0,0.0,6,2,2,1,12,2,False,False
8,0.7492185987481963,0,0.0,92,1287.7277093329951,0.0,0.007225879358349665,0.0,0.0,8,2,1,3,1,2,True,True
0,0.0,0,0.0,4,467.35214024896726,0.0,0.04522465513474439,0.0,0.0,5,2,1,3,1,2,False,False
2,30.243696886452337,0,0.14752739706221676,11,140.23868974940763,0.011166403368957717,0.03850670850759349,0.0,0.0,5,3,1,3,1,2,True,False
0,1.3830463850673889,1,301.69157671429645,54,2412.557988192835,0.0004164478309871752,0.03956341814710307,0.0,0.0,6,1,1,3,1,2,True,False
0,0.8145282690856955,0,0.0,34,1189.2854624583406,0.0,0.0112500103922281,0.0482000386402186,0.0,7,4,1,1,10,2,False,False
0,0.0,0,0.0,11,486.14342474280403,0.0,0.014107836868464698,0.03330346186547953,0.0,7,2,1,3,7,2,False,True
0,0.48348063682179443,0,0.0,4,165.84943241494952,0.012110391491781676,0.06858170510193112,0.055395524156243624,0.0,7,2,5,4,1,2,False,False
0,0.04621378855184061,0,0.0,16,521.1272371690887,0.00014835085640300965,0.008538119065836722,0.032476952884895514,0.0,9,3,1,1,4,2,True,False
5,83.79775508195222,1,0.19022923746015624,18,3932.786381992354,0.0004957579616665911,0.012296896343047585,0.022235881111659802,0.0,1,2,2,1,1,2,False,False
0,0.0,0,0.0,1,77.09116832289732,0.0,0.0682546018195949,0.001620329435278936,0.0,3,1,1,6,3,2,False,False
3,0.0,2,18.690344925586082,15,1080.7858780117167,0.02105743969678366,0.046487006564929344,0.0,0.0,5,2,2,1,1,2,True,False
0,0.0,0,0.0,3,118.71688096354707,0.1994662725877108,0.1998479156286054,0.03825594684515731,0.0,5,3,1,1,2,2,False,False
0,1.5453113186472285,0,0.0,0,319.95128759833176,0.0004500252677703655,0.09915895760519065,0.06591254558662578,0.0,6,2,1,6,4,2,False,False
4,0.0,0,0.07867289930024281,18,1261.2528176155097,0.01226572310726243,0.06807500394260534,0.05128328552061306,0.0,0,2,2,7,2,2,False,False
0,0.0,0,0.0,1,16.484921839374465,0.0004166942757556798,0.04607484623994425,0.0048339803187737295,0.0,7,1,1,4,3,2,False,False
0,228.87167079219088,3,71.23429480966892,85,538.7309314033554,0.0007892871847785197,0.026645607948183485,12.752701730409226,0.0,7,2,1,1,1,2,False,False
