age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
24,2,215881,10,9,4,4,1,4,0,0,0,49,37,0
23,3,255647,14,10,2,11,0,4,1,0,0,61,38,0
40,2,115775,8,13,2,9,0,4,1,0,1869,49,37,0
37,1,148435,14,10,2,2,0,4,1,0,0,50,37,0
45,2,180999,11,9,0,10,4,4,0,5,0,20,37,0
24,2,101116,10,9,2,3,5,4,0,2,0,40,38,0
38,2,144704,8,13,4,0,1,3,0,0,0,39,37,0
45,1,161685,10,12,3,8,4,2,1,0,0,92,38,1
41,2,120525,8,10,0,0,3,4,0,0,0,39,38,0
18,2,174304,10,9,4,4,3,4,1,0,0,35,37,0
49,2,171321,14,10,4,10,4,4,0,0,0,35,37,0
42,2,70941,10,9,4,0,1,4,1,2,0,39,38,0
23,5,98982,10,9,4,9,3,4,1,0,0,40,38,0
45,2,227734,9,13,6,9,1,2,1,0,0,58,38,0
45,2,27844,11,9,2,12,0,4,1,0,0,39,37,0
37,2,83305,14,10,2,2,0,2,1,0,0,40,38,0
21,2,60002,11,6,4,8,3,4,0,0,0,39,37,0
36,2,177383,8,12,4,12,1,4,1,0,0,40,37,0
42,4,89810,11,8,2,10,0,4,1,5,0,40,37,0
38,2,88204,12,14,2,8,0,4,1,7417,0,40,38,1
36,2,259248,9,13,2,8,0,4,1,0,0,40,38,1
32,2,69602,12,12,2,8,0,4,1,7606,0,40,38,0
33,2,187989,14,9,4,7,1,4,1,0,0,60,38,0
37,4,81753,10,9,2,3,0,4,1,3,0,40,38,0
37,4,192225,14,10,2,6,0,4,1,0,0,39,37,0
41,3,21995,8,12,2,2,1,4,1,0,1,40,38,0
41,1,281513,10,9,5,0,1,4,1,0,1,40,38,0
58,2,282839,5,3,2,6,0,1,1,1,0,40,7,0
56,5,169803,15,10,2,11,0,4,1,0,0,40,37,0
56,2,164987,10,9,0,0,1,4,1,3,0,40,38,0
46,2,24155,9,13,2,8,0,4,1,12,0,40,37,1
25,2,100695,10,9,0,0,5,4,0,3,0,40,20,0
24,2,118769,8,13,4,10,1,2,1,1,0,34,37,0
24,0,179804,14,10,2,2,3,4,1,0,0,40,37,0
41,2,78654,11,9,0,6,1,4,1,13,0,40,38,0
25,2,308697,7,11,4,5,1,4,1,11,0,40,25,0
24,2,174341,8,13,4,8,4,4,1,13,0,49,37,0
26,1,67807,8,13,2,10,0,4,1,14615,0,40,37,1
46,2,234656,12,14,2,2,0,4,1,0,0,59,37,1
35,2,152359,12,13,0,0,1,4,1,25,0,40,38,0
40,2,139041,7,9,4,0,1,2,0,6,0,40,5,0
49,1,208494,14,13,2,2,0,4,1,0,0,40,38,1
59,3,183929,5,4,2,4,0,4,1,11,0,71,38,0
30,2,81015,11,9,4,10,4,4,1,0,0,39,37,0
22,2,283065,11,8,4,2,3,4,1,0,0,40,37,0
47,0,164344,10,9,2,12,0,4,1,0,0,40,38,0
32,2,100431,11,9,4,7,1,4,0,0,0,40,29,0
21,2,318776,11,9,5,2,2,4,1,0,0,50,38,0
21,2,69856,14,10,4,12,1,4,1,13,0,45,37,0
40,2,174172,11,8,0,6,1,4,0,0,0,38,37,0
36,2,86038,11,9,2,6,0,4,1,4,0,50,30,0
41,2,341885,0,4,2,2,0,2,1,0,0,40,37,0
50,2,70385,11,9,5,2,5,4,1,8,0,45,37,1
58,2,156889,8,10,2,12,5,4,1,0,0,39,38,0
24,2,327523,10,9,4,0,3,4,0,0,0,40,25,0
19,1,225526,1,5,4,5,3,4,1,0,0,39,38,0
49,2,215304,12,13,2,9,0,4,1,14830,0,49,37,1
19,2,94875,14,10,4,0,3,1,1,0,0,39,38,0
44,5,194463,8,4,2,3,0,2,1,0,0,56,38,1
36,2,181786,14,10,4,7,1,4,0,0,0,40,37,0
17,2,163362,14,10,4,7,3,4,0,0,0,36,37,0
48,2,74886,11,9,2,3,0,2,1,5,0,50,38,0
60,3,175905,12,14,2,8,0,4,1,99999,0,50,38,1
19,2,71577,8,11,4,7,3,2,0,0,0,40,37,0
23,1,72376,10,9,4,11,3,4,0,0,0,40,37,0
23,0,97164,11,8,0,6,1,4,0,2,0,40,38,0
25,2,172530,8,13,2,8,0,4,1,0,0,50,37,0
24,2,251360,15,9,4,2,1,4,1,0,0,40,38,0
35,2,56178,11,9,2,1,0,4,1,11,0,40,37,0
19,2,71342,15,9,3,6,1,4,0,0,0,19,38,0
31,2,116854,11,8,2,1,0,4,1,0,0,40,37,0
31,2,329676,8,12,4,2,1,4,1,0,0,50,38,0
23,2,140868,14,10,4,3,3,4,1,0,0,40,37,0
36,2,177239,9,13,2,10,0,4,1,0,0,50,38,1
40,1,65219,11,14,4,8,1,4,0,6,0,60,38,0
25,3,238719,8,12,2,0,1,4,1,0,1823,40,37,1
50,3,173733,11,9,0,0,4,4,0,0,0,40,38,0
41,1,33015,11,14,2,8,0,4,1,0,0,58,37,0
40,0,86819,8,13,2,8,0,4,1,0,0,45,38,1
43,3,35927,14,10,4,10,4,4,0,3,0,40,38,0
41,2,105350,9,13,4,3,1,4,0,0,0,49,38,0
49,2,73678,12,14,0,5,1,4,0,7,0,39,37,0
23,2,135514,8,13,2,8,0,4,1,8,0,39,38,1
42,2,168874,10,9,2,4,0,2,1,6,0,40,37,0
36,1,36397,11,9,2,1,0,4,1,0,0,40,38,0
49,2,164885,14,10,2,1,0,4,1,6,0,20,37,0
46,0,95679,5,4,2,4,0,4,1,0,0,45,6,0
44,2,160478,14,10,2,9,0,4,1,0,0,45,38,1
31,2,86888,14,10,0,0,1,4,0,2,0,50,38,0
32,2,227015,8,12,0,2,1,4,1,0,0,61,37,0
45,1,73863,10,9,2,2,0,4,1,0,0,39,38,0
24,2,101313,10,9,4,7,1,4,0,8,0,34,38,0
42,5,59883,9,13,2,8,5,4,0,0,0,50,37,1
32,5,81711,8,13,2,8,0,2,1,3537,0,40,38,0
44,2,208592,10,9,2,5,0,4,1,0,0,64,38,0
31,2,103728,8,12,0,6,4,2,0,0,0,40,37,0
25,2,25575,10,9,4,6,4,4,1,13,0,40,37,0
37,2,275748,10,8,2,11,0,2,1,0,0,39,37,0
26,1,199118,8,13,2,2,0,4,1,0,0,54,37,0
22,2,100534,14,10,4,4,3,4,1,0,0,40,37,0
32,2,214843,10,9,4,5,1,4,0,0,0,40,38,0
22,2,218599,8,13,4,11,3,2,1,6,0,40,38,0
27,2,93546,0,4,2,4,0,4,1,0,0,40,38,0
39,2,38896,14,10,4,2,1,4,0,0,0,35,37,0
46,5,99145,9,12,2,2,0,4,0,14652,0,50,37,1
58,2,159710,11,9,0,0,1,4,0,0,0,40,37,0
22,2,180779,14,10,2,7,0,4,1,6,0,49,38,0
57,4,18827,7,6,6,8,4,4,0,0,0,40,37,0
25,2,258811,14,10,4,7,1,4,0,2,0,40,37,0
25,4,173672,10,9,4,10,3,4,1,5,0,40,38,0
23,2,30625,11,11,4,0,4,4,1,2,0,40,38,0
32,1,234145,8,13,2,9,0,4,1,0,0,40,37,1
31,2,201633,15,10,2,3,0,4,1,0,0,50,37,0
49,2,60325,11,9,3,4,0,4,1,10,0,40,38,0
45,2,128981,11,9,2,8,0,4,1,8,0,40,37,1
42,2,307192,14,10,2,6,0,4,1,0,0,40,38,0
30,2,220676,8,12,0,0,3,4,1,0,0,40,38,0
