alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
14.83,5.8,1.36,30.0,70.0,3.88,0.47,0.63,0.41,1.28,0.48,3.92,278.0,2
14.83,5.8,3.22,30.0,70.0,1.15,0.47,0.63,3.28,13.0,1.71,3.92,278.0,1
14.83,0.74,1.36,10.6,162.0,1.15,3.93,0.13,0.41,13.0,1.71,1.27,1680.0,1
11.03,0.74,3.22,30.0,162.0,3.88,0.47,0.63,0.41,13.0,1.71,3.92,1680.0,1
14.83,0.74,1.36,30.0,70.0,3.88,0.47,0.63,3.28,13.0,1.71,3.92,1680.0,0
11.03,0.74,3.22,10.6,162.0,3.88,0.47,0.13,0.41,1.28,0.48,3.92,1680.0,0
14.83,0.74,3.22,10.6,70.0,3.88,3.93,0.63,0.41,1.28,0.48,1.27,278.0,1
14.83,0.74,3.22,30.0,162.0,1.15,3.93,0.13,3.28,1.28,1.71,1.27,278.0,0
14.83,0.74,3.22,10.6,70.0,3.88,0.47,0.13,0.41,1.28,0.48,3.92,278.0,2
11.03,0.74,1.36,30.0,162.0,1.15,0.47,0.13,0.41,13.0,1.71,3.92,1680.0,1
11.03,0.74,1.36,10.6,162.0,3.88,0.47,0.63,0.41,1.28,1.71,1.27,1680.0,0
11.03,0.74,3.22,30.0,70.0,3.88,0.47,0.63,3.28,1.28,0.48,3.92,1680.0,2
11.03,5.8,3.22,30.0,70.0,3.88,0.47,0.13,0.41,1.28,0.48,1.27,1680.0,1
11.03,0.74,1.36,10.6,162.0,1.15,0.47,0.13,3.28,13.0,1.71,1.27,1680.0,1
14.83,5.8,1.36,10.6,162.0,3.88,0.47,0.13,3.28,1.28,0.48,1.27,278.0,2
11.03,0.74,3.22,10.6,70.0,1.15,3.93,0.13,3.28,13.0,1.71,1.27,278.0,1
11.03,5.8,1.36,30.0,70.0,1.15,0.47,0.63,3.28,13.0,1.71,3.92,1680.0,1
14.83,0.74,1.36,10.6,70.0,3.88,0.47,0.13,3.28,1.28,0.48,3.92,278.0,2
11.03,5.8,3.22,10.6,70.0,3.88,0.47,0.63,0.41,13.0,0.48,3.92,278.0,1
14.83,0.74,1.36,10.6,70.0,1.15,0.47,0.63,0.41,13.0,0.48,3.92,1680.0,1
11.03,5.8,3.22,30.0,162.0,3.88,3.93,0.63,3.28,13.0,1.71,1.27,278.0,2
11.03,0.74,3.22,30.0,70.0,1.15,3.93,0.63,3.28,1.28,0.48,3.92,278.0,2
14.83,5.8,3.22,30.0,162.0,3.88,3.93,0.63,0.41,1.28,0.48,3.92,1680.0,2
14.83,5.8,1.36,30.0,162.0,1.15,3.93,0.63,0.41,1.28,1.71,3.92,1680.0,0
14.83,5.8,1.36,10.6,70.0,3.88,0.47,0.63,3.28,1.28,0.48,3.92,278.0,1
14.83,0.74,1.36,10.6,162.0,3.88,0.47,0.63,0.41,1.28,0.48,1.27,1680.0,1
11.03,0.74,3.22,30.0,162.0,1.15,0.47,0.13,0.41,1.28,0.48,3.92,1680.0,1
14.83,0.74,3.22,30.0,70.0,3.88,0.47,0.13,3.28,13.0,0.48,3.92,1680.0,2
11.03,0.74,3.22,30.0,70.0,3.88,0.47,0.63,3.28,13.0,1.71,3.92,278.0,1
14.83,0.74,3.22,10.6,70.0,3.88,0.47,0.13,0.41,1.28,1.71,1.27,278.0,0
14.83,0.74,3.22,10.6,70.0,3.88,0.47,0.63,0.41,1.28,1.71,3.92,278.0,1
11.03,5.8,3.22,10.6,162.0,3.88,3.93,0.63,3.28,13.0,1.71,1.27,278.0,1
14.83,0.74,1.36,30.0,70.0,1.15,3.93,0.13,0.41,1.28,0.48,3.92,1680.0,0
14.83,5.8,1.36,10.6,70.0,1.15,0.47,0.13,3.28,13.0,1.71,3.92,278.0,1
14.83,0.74,1.36,10.6,162.0,3.88,0.47,0.63,0.41,13.0,1.71,1.27,278.0,1
14.83,0.74,3.22,10.6,70.0,3.88,0.47,0.63,3.28,1.28,1.71,3.92,278.0,1
