checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
3,23.80596962073236,1,3,3393.7326333379506,0,0,4.0,1,2,2.0,1,38.72379071862054,1,1,1.0,1,1.0,1,1,1
1,48.941281787141236,3,4,1541.0082596001046,1,4,2.0,0,2,4.0,0,35.41697595414678,1,1,1.0,0,1.0,1,1,1
3,15.973494786950178,3,6,1524.5950249240593,2,2,2.0,0,2,1.0,3,34.304404231730466,1,1,1.0,1,1.0,0,1,1
1,12.839790063273732,3,6,8684.205484906272,4,1,4.0,3,2,3.0,0,28.527346252224415,1,1,1.0,1,2.0,0,1,1
3,37.354461911968386,2,6,2822.69516897445,1,1,4.0,2,2,2.0,3,37.21533675259764,1,1,2.0,0,1.0,0,1,1
2,23.387515359452046,3,4,1780.9793922183762,1,1,2.0,3,0,2.0,3,43.10048929842328,1,1,1.0,3,1.0,1,1,0
1,24.11076225189739,1,0,3101.6739972260675,4,0,4.0,3,2,2.0,1,54.56603406056675,1,1,2.0,1,1.0,1,1,1
1,23.92511137710657,3,4,1316.7684609836306,1,0,3.0,3,2,1.0,2,42.53597702695106,1,0,1.0,1,2.0,1,1,1
1,13.437658472894698,3,6,5477.1151415352015,1,2,4.0,0,2,3.0,0,24.79110989753875,1,1,1.0,3,1.0,0,1,0
1,24.75493032058175,3,6,2487.789224937593,1,0,4.0,3,0,4.0,0,49.54394978562829,1,1,1.0,1,1.0,0,1,1
1,15.99095156862439,3,4,1647.2513056211444,2,1,3.0,0,2,1.0,3,34.090101289196326,1,1,1.0,1,1.0,0,1,1
3,35.241176938641026,3,6,2544.8514343335646,1,4,1.0,0,2,4.0,3,26.561323117370854,1,1,1.0,1,1.0,0,1,1
1,17.815930904922197,3,7,1495.2337781650006,3,1,4.0,1,0,2.0,3,54.29901885931114,1,1,2.0,2,2.0,0,1,1
3,13.953228574763019,1,3,3921.2513714969273,1,1,2.0,0,2,4.0,1,26.478477061778488,1,1,1.0,1,1.0,0,1,1
3,24.732681583111326,1,9,1011.305078086289,1,2,4.0,3,2,2.0,1,28.093152791495896,1,1,2.0,1,1.0,0,1,0
3,10.5311659828948,3,7,1349.9596768330957,2,3,3.0,1,2,4.0,3,36.509527978453775,1,1,1.0,1,2.0,0,1,1
3,15.158433394548315,3,0,1719.10773535537,1,3,4.0,2,2,1.0,0,33.86167806381433,1,1,1.0,1,1.0,1,1,1
2,34.35330871112145,1,3,10199.099054977985,1,1,2.0,3,0,2.0,0,38.7232561016925,1,1,1.0,0,1.0,1,1,0
3,34.225324657421766,1,9,2620.5767273941037,1,4,4.0,0,2,3.0,0,35.07818964002517,1,1,2.0,1,1.0,0,1,1
3,11.392427539515742,3,0,3507.691839461296,1,0,2.0,3,2,1.0,0,36.55941205759876,1,1,2.0,1,1.0,1,1,1
