sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.401565576367187,3.053200617019401,4.9491222044577405,1.7050001280620029,1
6.401465542795596,3.0532204629226056,1.5363058249453474,0.2687799937410586,1
5.150802799249026,3.053340639765292,4.949943812566776,1.7048577606660353,1
5.1509819089849,3.05324282854562,1.5362786759057465,0.26879422392574726,0
6.401693037147968,3.053235388227751,4.949322466133517,1.705153825638352,1
6.400899308975679,3.0532493159123373,1.5360174233304507,1.7052158482033506,2
6.401409662749843,3.0532976404202294,4.949243849775893,1.705176447030221,1
6.401790254212427,3.053194579731666,4.949085413711779,1.7051152680346608,1
5.150915964403263,3.0533116872592654,4.94929407892393,1.7049515161011524,2
6.401650039402509,3.0532912896814826,4.949302703050973,1.7047705298683036,1
6.401781338701885,3.053185412376858,4.949206943663044,1.705159565287156,1
6.401428969642969,3.0530702345056513,4.949239265953922,1.704876885970479,2
6.401352401830932,3.0532130930392674,4.9494574125101325,1.7049481017961226,2
6.401316356216721,3.053023452665303,4.949216776185553,1.7051057545366743,1
6.401673310996634,3.0532003484795753,4.949481454560112,1.7050730513206966,1
6.401539229989553,3.0532796127957225,4.948766742249373,1.7049054028548487,1
6.401449598874883,3.0531699902354883,4.949449236869209,1.7048473441378933,1
6.401414650132281,3.0532199157052977,4.9492019353528125,1.7048736851973905,1
6.401576750529958,3.0531648054098053,4.949677710726775,1.7050571312268985,1
5.150847008315363,3.0532798274500887,4.9493143479764194,0.2687252502042378,0
5.150961359772462,3.053189885643684,4.94968275026479,1.7049241527585235,1
6.401680337643188,3.0532751025281546,4.948970774782981,1.705058837429419,2
5.150849473202407,3.053344653175302,4.949287554263377,1.7048751350895353,1
6.40152446998828,3.0532650429343593,4.94949378294734,1.7049289018740894,1
6.401421712967479,3.053255342345611,1.535993245866775,1.7049871115333444,0
5.15066705837663,3.053323509798469,1.5362265135451114,0.26878992945915353,1
6.401657598996561,3.05314682984177,4.949459339275626,1.7049572385289187,2
6.401400853529281,3.053159920083056,4.948948323266463,0.2688529536533204,1
5.150937700854127,3.0534536490966246,4.949180549199028,1.7048117682794095,1
5.150948628969554,3.053239326280892,4.9494314225975025,0.26875149634500417,0
