Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
9,0.0790782992581758,2,122.24309619971042,162,6228.858975417636,0.0042039440339869645,0.029590998495703225,142.94690664386297,0.0,3,4,6,2,17,0,False,True
5,387.2257481362444,0,1167.3345097612619,18,506.19659612288945,0.08685667922418501,0.06995249026420261,63.67362213164415,0.0,6,4,3,7,17,0,False,True
1,216.8918222331924,0,204.34620281574712,82,2693.836791648686,0.0002984683197382764,0.02870501087206182,52.6150475394415,0.4,3,2,1,1,13,2,True,True
8,215.4707737768446,0,266.8377426216801,104,783.173969620949,0.1500935023534655,0.08199052942864743,115.79974487590073,0.0,8,2,1,4,17,1,True,False
24,300.8406506006263,0,961.1557211536399,163,123.08201200716626,0.14604537864662498,0.06790750385396786,0.4564647844969714,0.4,5,2,3,2,3,2,True,False
4,2518.0311459709283,1,681.1319149854933,4,13933.501599612944,0.0852728898674388,0.14687358047325122,0.6561643630651376,0.4,6,1,5,4,9,0,True,False
16,618.1956967594041,2,51.594436303496025,170,3481.9866422602404,0.088364903705938,0.1446399744792702,20.567574150481185,0.0,2,4,6,4,16,2,False,False
20,46.92925199337583,2,690.0717756305272,168,36.04577546944697,0.1830270906735702,0.1373609006845739,0.4810576344161447,0.4,2,5,6,1,16,0,True,False
0,935.3628169717438,0,0.8771127124510337,0,4507.716747910956,0.09678918455854088,0.1667542044359041,5.37412008451575,0.0,6,1,6,9,18,0,False,False
12,596.1940245051886,0,74.1354269628019,417,1380.8450486809463,0.09259398663925475,0.14259096224259737,89.3639061341864,0.4,2,1,1,1,18,1,True,False
23,2648.555493771346,2,0.7767327491870042,104,2658.741084247302,0.0913597809737667,0.16693124723043254,0.6416337401148923,0.4,0,1,4,5,17,0,False,False
24,118.47578988523944,0,0.7900268505081499,18,268.6427447085935,0.19997960344196153,0.11435507096260737,0.2992258330311614,0.0,5,5,5,1,17,2,False,False
26,18.613196522175645,2,0.7261528030365891,193,16.538041630630808,0.0907596106559551,0.14480796007362629,27.577570774728233,0.0,2,5,3,9,16,2,True,False
4,771.688365820495,0,123.15555003939627,228,7200.001538559037,0.08555328324401008,0.022571895823176168,25.46164178640173,0.0,8,4,4,5,9,2,True,False
10,30.916819379072166,0,1206.2100730385278,2,1437.2602228386745,0.09246793073864043,0.18345784081305855,0.43590037813880406,0.4,9,1,6,2,13,1,True,False
7,34.07198696077735,0,387.23993701826714,3,14013.741331520605,0.10284250803421609,0.1343365099180188,0.4888139466148006,0.4,2,4,6,2,3,1,True,False
10,606.2609852950488,1,935.812681279037,4,39.75254627134952,0.15100044838790785,0.1401853126573817,0.2872405202942302,0.4,1,2,1,2,17,2,True,False
1,2610.46357358924,0,0.2341912289588361,5,126.28557658763901,0.08818400997664147,0.1794532868606748,90.30949485868464,0.2,8,5,7,2,18,2,True,False
24,107.76134991495918,0,5.060359886068845,24,705.9794499565297,0.023912952898555533,0.0969151135007982,0.28879509927382097,0.2,6,2,6,9,17,1,True,False
23,2615.404362345205,0,1378.0231816581852,27,77.9124523802114,0.08918402499758196,0.16434797250752145,0.2814122947759567,0.0,2,2,1,4,19,1,False,False
4,78.62130079265862,0,588.9282448283383,349,7018.775249307311,0.017821018547180163,0.05088371578221466,140.45507771651367,0.0,1,5,1,2,18,0,True,True
2,6.059445302526357,0,1195.7822211953753,197,3684.1014898217027,0.16450067876367566,0.040268912104192686,0.6595873059131864,0.0,2,1,7,6,18,2,True,False
10,303.93057617448255,2,1.532309953478465,88,15208.13970243284,0.15777771458747475,0.15554083758338608,0.0652733712334109,0.0,2,5,3,2,2,2,True,False
