RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,67,156,9,116,37,0,0,82,4,4,6,28,1,28,-7,1,1,60,78,9,1,1,72
0,77,69,9,30,12,0,1,84,12,4,5,18,0,24,0,0,0,0,-8,2,0,0,42
0,85,97,24,73,8,0,4,93,22,3,8,8,1,24,-7,0,0,43,-7,2,1,0,76
0,73,159,2,86,24,1,0,85,54,6,5,28,2,27,-6,0,0,1,-8,3,1,0,57
0,-9,-9,-9,-9,-6,-9,-8,-7,-8,-9,-9,-7,-9,-8,-8,-9,-8,-6,-8,-8,-9,-8,-9
0,58,199,22,98,23,0,0,79,10,5,6,25,0,17,0,0,0,73,51,7,6,4,60
1,88,210,28,126,14,0,0,99,70,6,8,18,0,38,-7,0,0,4,60,0,1,0,50
0,57,135,5,74,23,2,4,81,12,4,4,23,0,44,0,2,2,61,85,4,0,2,99
1,86,262,2,131,40,0,0,99,-6,7,8,41,1,24,-7,3,3,24,38,5,1,0,46
0,77,69,1,33,25,0,0,100,-6,7,8,29,1,21,0,4,0,10,-8,2,0,0,20
0,64,158,8,90,11,0,1,99,-7,7,8,21,0,37,-7,0,0,80,54,12,2,2,82
0,-9,-7,-9,-6,-6,-9,-8,-7,-8,-9,-9,-6,-9,-8,-8,-9,-9,-4,-8,-8,0,-8,51
1,84,212,6,76,26,0,0,100,-7,7,8,27,1,23,4,0,0,24,-8,4,0,0,22
0,70,160,1,72,42,0,0,100,-7,7,6,45,5,35,0,0,1,79,-8,9,0,6,51
1,76,140,1,66,26,1,0,94,37,6,2,27,1,30,0,0,0,26,54,3,1,0,70
0,71,131,1,56,25,1,1,100,-7,7,8,29,5,31,0,3,4,24,91,6,2,0,38
1,86,187,2,79,9,0,0,100,-7,7,8,25,4,36,-7,3,0,3,84,4,1,1,99
1,77,373,10,122,26,0,0,100,-6,7,8,33,1,69,-8,0,0,4,53,3,1,0,66
1,60,267,2,86,42,0,0,84,4,4,6,48,2,26,0,1,1,26,-8,4,0,2,47
0,66,258,3,78,30,0,0,87,3,6,6,31,1,29,1,1,0,31,74,1,1,0,21
0,59,67,5,60,26,0,0,94,60,6,6,25,0,27,0,0,0,27,50,3,1,1,35
1,77,146,1,70,16,0,0,94,68,6,6,27,0,40,-6,0,0,3,-8,0,0,0,34
0,62,389,8,125,19,2,1,82,9,0,5,22,1,50,0,1,1,17,50,3,3,-8,79
0,64,162,26,80,15,1,1,83,31,6,4,15,0,56,0,1,1,23,41,3,1,1,69
0,61,25,4,38,25,0,0,85,35,6,6,27,0,93,0,4,4,93,76,8,1,2,98
0,59,-9,2,-7,-8,2,1,69,-8,6,-9,26,1,49,-8,-8,-8,61,86,-8,-8,-8,100
1,75,146,12,75,9,0,0,99,-6,7,8,14,0,60,-7,0,0,36,-9,1,0,1,98
0,72,75,2,24,10,0,0,96,20,6,5,12,1,53,0,1,1,1,87,-9,-8,0,29
0,68,192,7,81,37,0,0,94,28,6,6,40,0,50,0,3,1,80,77,6,3,2,72
0,65,191,27,201,14,0,1,85,34,6,2,17,0,9,0,0,0,27,-8,9,1,2,29
0,60,46,9,42,28,1,1,93,3,4,5,31,2,42,0,3,3,18,52,6,8,2,69
0,75,278,3,124,20,1,1,83,11,6,5,22,1,24,1,1,1,55,-9,7,1,2,46
