RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,74,92,5,49,22,0,0,94,-7,6,6,22,2,18,0,0,0,57,-7,5,1,1,49
1,65,365,2,74,31,0,0,95,9,6,6,54,5,38,3,1,0,23,16,7,3,1,66
1,75,180,5,57,6,0,0,100,-6,7,8,4,0,29,-7,0,0,38,-7,2,1,0,99
0,65,328,12,88,25,1,0,76,9,6,5,30,0,29,0,1,0,82,-8,9,1,3,74
1,82,179,12,124,12,0,0,63,8,4,6,13,0,49,-8,1,0,31,89,1,1,-8,48
0,73,203,5,59,22,0,0,100,-7,7,8,24,2,19,-7,0,0,31,71,5,2,1,60
0,58,126,2,90,21,0,0,93,62,6,5,17,0,40,0,1,0,58,72,1,1,0,65
1,67,199,12,86,26,0,0,95,2,4,5,17,0,31,0,1,1,2,70,2,1,0,32
0,67,270,13,86,16,0,1,74,10,4,4,22,0,36,0,0,0,1,45,2,2,0,84
0,71,339,31,127,12,0,1,76,18,6,5,12,0,17,0,0,1,25,-8,7,0,0,62
1,65,263,1,93,21,0,0,100,-6,7,8,23,1,35,1,5,3,87,-7,5,-8,3,69
1,-9,-8,-8,87,-8,0,-8,-9,-8,-9,-9,23,-8,-9,-8,-8,-8,-9,-8,-8,-8,-8,-8
1,83,267,6,82,27,0,0,99,-6,7,8,42,1,17,-6,1,4,38,-7,3,1,0,33
1,67,188,7,61,43,0,0,94,-7,4,6,56,4,16,0,0,0,11,39,5,2,0,46
1,72,204,14,68,39,0,0,100,-6,7,8,51,0,15,-6,1,0,10,-7,5,0,0,47
0,70,134,1,47,16,2,0,87,17,6,5,39,3,5,1,1,2,30,-8,3,-8,0,46
1,75,-6,24,121,26,0,0,94,36,6,6,15,0,34,-8,0,0,44,-8,0,0,0,68
1,85,272,6,89,12,0,0,100,-6,7,8,13,1,19,17,0,0,13,73,2,2,0,83
1,70,198,15,87,18,0,0,100,-7,7,8,32,0,44,0,1,1,12,68,3,3,0,84
1,75,161,6,56,17,0,0,100,-6,7,8,6,1,17,3,0,1,2,-7,1,1,0,63
1,67,91,6,81,10,2,0,61,20,6,5,12,1,36,3,0,0,9,-8,0,1,0,63
1,86,339,35,134,13,0,0,99,-7,6,8,12,0,38,-8,0,1,1,-8,0,0,0,66
1,65,359,29,106,11,0,0,66,2,6,5,12,0,24,-8,0,0,93,13,3,0,2,99
1,82,173,7,61,15,0,0,100,62,7,8,11,0,32,7,0,0,29,57,1,3,0,61
1,57,202,4,47,26,0,0,88,3,4,5,23,4,48,-6,0,0,27,90,5,3,1,66
0,70,117,6,41,20,0,0,96,-6,6,6,23,2,60,3,0,0,25,89,5,4,0,67
1,64,92,2,40,12,0,0,89,20,6,6,14,2,48,0,0,0,79,90,4,4,1,99
1,87,197,48,126,14,0,0,99,-6,7,8,22,0,42,-6,0,0,2,-8,4,-8,0,60
1,84,202,11,112,22,0,0,99,-7,6,8,22,0,30,0,0,0,0,69,1,1,0,23
0,66,122,20,93,11,4,0,75,36,6,5,22,0,37,0,0,0,59,-8,5,-8,2,99
0,62,353,1,75,27,0,1,94,19,6,5,18,5,16,1,1,4,51,65,5,3,1,64
0,66,142,2,53,17,0,0,89,3,4,6,22,3,16,3,3,6,23,-8,7,1,1,64
1,66,124,5,44,17,1,0,94,20,5,6,25,2,29,0,0,2,53,88,5,3,0,73
