RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,83,359,11,49,5,0,0,79,-7,7,8,5,0,8,0,0,0,27,-8,-8,-8,0,99
0,58,193,2,72,20,1,0,79,8,6,5,22,0,30,0,0,0,35,-8,7,0,2,85
1,72,164,17,63,35,3,1,99,-7,7,8,22,3,49,15,0,0,2,-8,2,0,0,66
0,66,253,17,72,20,1,0,95,8,4,5,22,0,49,7,0,0,35,53,3,2,0,85
1,83,164,11,88,12,0,0,99,-7,7,8,12,0,18,-8,0,0,27,90,1,0,0,35
1,83,359,11,104,15,0,0,99,-7,7,8,16,0,25,-8,0,0,35,-8,3,0,0,66
0,83,142,2,49,12,0,0,99,-7,7,8,12,0,8,-6,0,0,2,-8,2,-8,0,66
0,66,164,2,72,15,0,0,95,2,6,6,16,2,38,0,1,2,56,45,5,1,0,75
1,83,253,17,88,20,0,0,95,8,6,6,22,0,18,-8,0,0,12,-8,3,0,0,50
1,83,253,5,63,25,1,0,95,63,6,5,22,2,18,7,0,0,2,-8,2,0,0,35
1,83,253,17,88,15,0,0,99,-7,7,8,16,0,18,0,0,0,12,45,1,1,0,35
1,66,164,2,72,40,0,1,95,33,6,6,48,2,49,0,1,2,35,72,3,2,0,85
1,83,325,44,122,15,1,0,89,17,6,8,31,0,18,-6,0,0,35,-8,3,1,0,85
0,75,164,11,88,15,0,0,89,17,6,6,22,1,30,-6,0,2,35,45,2,1,0,66
0,83,142,28,122,15,0,0,99,-7,7,8,16,0,49,-6,0,0,12,-8,1,1,0,50
1,83,253,28,104,20,0,0,99,-7,7,8,31,0,18,-8,0,0,12,-8,3,-8,0,50
