age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59,2,143984,10,8,2,11,0,4,1,16,0,47,37,0
30,2,273524,15,10,4,9,0,4,1,23,0,43,28,0
50,4,107448,14,9,2,1,0,4,1,16,0,34,37,1
66,4,270135,15,10,2,3,0,4,1,42,1,40,37,1
51,2,327360,8,12,2,8,0,4,1,36,0,51,37,1
51,2,193221,14,9,2,5,0,4,1,15,0,40,37,0
59,4,69414,7,11,2,10,0,4,1,6694,0,71,37,1
51,2,58504,11,8,2,3,0,4,1,0,0,40,37,1
57,2,169870,10,8,2,2,0,4,1,35,0,40,37,0
44,4,207241,10,8,0,2,1,2,1,13,0,39,37,0
56,2,362426,9,13,2,11,0,4,1,22,0,40,37,1
48,1,60784,14,9,3,0,5,4,0,44,0,40,37,0
41,2,42297,0,8,4,7,1,4,0,0,0,48,38,0
53,2,281331,11,9,2,1,0,4,1,21,0,40,37,1
20,2,275535,10,8,4,6,3,4,1,26,0,25,37,0
42,2,219078,11,14,2,9,1,4,1,3,0,40,38,1
42,1,257207,8,9,2,10,1,4,1,26,0,55,37,0
40,2,355369,15,9,2,8,0,4,1,10,1,40,37,1
53,5,232486,15,10,2,10,5,2,0,9,0,31,37,0
41,4,141870,11,8,5,0,1,4,0,0,0,40,37,0
54,1,149494,11,9,2,1,0,4,1,34,0,39,37,1
28,1,288393,11,9,0,0,4,0,1,6500,0,39,37,0
22,2,134363,10,6,4,6,3,4,0,0,0,40,38,0
21,1,204364,10,8,2,9,0,4,1,5513,0,40,37,1
28,2,442143,10,8,4,2,1,4,1,0,0,61,37,0
55,2,452064,9,12,4,0,1,4,0,25,0,39,37,0
33,1,55582,8,3,4,3,5,4,0,15130,0,40,30,0
34,2,404052,15,9,4,9,1,4,0,43,739,40,37,0
41,1,210457,8,12,6,8,1,4,0,14,0,71,38,0
48,4,122140,8,12,2,11,1,4,1,0,1,40,6,0
39,1,532374,9,13,0,1,4,4,1,5,1,40,37,0
24,2,144531,14,9,0,2,1,4,0,27,0,50,37,0
34,5,115317,14,9,2,6,1,2,1,0,0,77,38,0
40,2,146835,10,13,4,8,1,4,0,0,0,40,38,0
22,2,18827,14,9,4,7,3,4,1,13,0,40,37,0
47,2,292854,9,4,2,9,0,4,1,11,0,54,37,1
32,2,170796,10,8,0,1,4,4,0,32,0,39,37,0
65,1,69097,10,9,0,2,1,4,1,5,0,44,37,0
60,4,178635,10,8,3,6,1,4,0,0,0,30,38,0
46,6,252116,14,10,2,10,0,4,0,19,0,60,37,1
40,2,287094,14,10,0,0,3,4,1,0,0,40,25,0
59,2,224567,15,10,0,4,5,4,0,0,0,40,25,0
40,2,300867,11,9,2,8,0,4,1,38,2,59,37,1
57,2,22939,9,12,2,3,5,4,1,0,0,48,37,0
33,4,166812,10,9,0,5,0,2,0,0,0,39,37,0
47,2,115735,7,12,2,9,0,4,1,15257,0,54,37,1
53,3,220526,11,9,2,2,0,4,1,0,0,60,37,0
56,4,269926,10,8,4,2,0,4,1,81,1,50,37,1
30,2,313099,9,12,4,8,1,4,0,19,0,40,37,0
32,2,79765,14,9,4,0,3,4,0,6,0,40,38,0
31,2,227576,15,9,4,0,1,4,0,9,0,54,37,0
61,2,231583,11,8,0,2,4,2,1,40,0,39,37,0
31,3,216228,9,13,2,8,0,4,1,6121,0,48,38,1
52,2,154783,15,10,4,8,3,3,1,10,0,48,37,0
26,2,83015,8,12,2,0,0,4,1,4672,0,40,37,1
31,2,210316,14,9,4,0,3,4,0,17,2,40,37,0
61,4,59215,9,12,2,11,0,4,1,37,1,55,37,0
30,1,123770,10,8,2,11,0,4,1,16,0,40,38,0
42,1,96333,10,8,4,3,1,4,1,16,0,52,37,0
30,5,395947,8,13,2,11,0,4,1,16,0,40,37,0
67,2,87770,11,8,2,7,0,4,1,19,0,40,37,0
21,2,204107,10,8,4,5,3,4,0,32,0,30,38,0
32,2,287847,9,6,4,6,3,4,1,16,0,28,38,0
58,1,224539,10,12,0,8,4,4,0,18,0,39,37,0
34,4,167889,11,8,2,9,0,4,1,25,0,51,37,1
