alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
12.2,1.64,2.36,16.0,88.0,3.3,1.25,0.47,1.11,2.5,0.93,3.57,428.0,1
12.58,5.19,1.92,16.7,136.0,2.72,2.89,0.28,2.28,5.28,0.79,2.57,312.0,1
12.6,2.76,1.88,19.6,100.0,2.1,0.57,0.48,2.04,6.0,1.38,2.71,580.0,1
13.76,3.91,2.72,18.5,93.0,1.41,2.63,0.29,1.97,2.5,0.92,2.88,835.0,0
13.74,1.61,2.3,18.6,123.0,1.45,2.17,0.22,1.02,3.8,1.16,2.26,450.0,1
14.13,0.92,2.15,16.3,90.0,1.39,2.19,0.4,1.85,8.7,0.58,1.48,278.0,1
12.2,1.88,1.75,14.0,120.0,1.95,2.92,0.52,2.49,6.62,1.09,3.08,425.0,1
13.5,1.67,2.59,22.0,96.0,1.83,2.68,0.56,2.1,6.8,1.45,2.11,502.0,2
13.51,1.8,2.58,17.4,94.0,2.86,2.74,0.61,0.94,13.0,1.45,1.51,630.0,0
13.07,3.3,2.36,15.5,87.0,3.3,2.94,0.48,0.81,2.12,0.89,1.63,1095.0,0
13.88,0.92,2.48,17.4,105.0,2.02,3.0,0.63,0.55,5.64,0.86,1.67,1235.0,0
11.03,1.07,2.68,30.0,126.0,2.48,1.5,0.5,0.41,4.32,0.88,2.47,750.0,1
11.66,1.24,2.37,14.8,99.0,1.28,2.09,0.42,1.02,4.35,1.38,3.47,750.0,1
12.51,1.51,2.2,16.1,151.0,2.7,1.58,0.45,1.65,10.8,1.1,3.48,392.0,1
13.07,1.45,2.53,20.7,94.0,1.8,1.1,0.43,1.11,2.85,0.75,2.75,1045.0,1
12.07,1.09,2.68,15.6,162.0,2.02,1.84,0.3,1.72,1.9,0.74,1.3,1450.0,1
11.62,1.1,2.12,25.0,80.0,3.5,1.22,0.42,1.97,7.05,0.61,3.55,920.0,1
13.71,2.31,1.94,20.0,136.0,1.63,1.76,0.21,1.64,3.84,0.92,1.92,1065.0,2
12.25,2.46,2.21,19.1,122.0,2.75,0.66,0.13,1.63,6.0,1.12,3.48,835.0,0
12.0,5.51,2.28,10.6,116.0,2.98,1.31,0.61,1.98,4.45,1.36,3.82,380.0,1
13.86,3.55,2.2,21.5,88.0,2.02,2.33,0.45,1.1,2.9,1.31,2.12,407.0,1
12.99,1.61,2.15,16.3,94.0,1.35,2.01,0.21,1.26,11.75,0.92,3.71,1050.0,0
14.23,0.98,2.46,18.6,121.0,3.5,3.4,0.14,0.83,5.75,1.42,2.65,562.0,0
13.07,1.97,2.45,14.6,124.0,2.63,3.14,0.17,1.66,8.6,1.13,3.17,1450.0,0
12.53,1.17,2.41,23.5,104.0,1.65,3.75,0.24,1.06,6.0,0.74,3.58,1375.0,2
12.82,1.59,2.54,23.5,115.0,1.93,2.0,0.32,3.28,9.3,0.87,3.22,937.0,2
12.67,1.51,2.74,14.8,81.0,2.55,0.75,0.26,1.96,7.7,0.96,3.14,1190.0,1
11.45,0.89,2.2,17.4,95.0,2.05,3.56,0.28,1.06,5.64,1.23,2.23,714.0,1
13.28,2.36,2.53,18.5,102.0,2.86,3.17,0.2,1.77,10.2,0.54,3.45,372.0,2
12.17,3.26,2.69,25.5,89.0,2.36,2.74,0.63,0.8,4.45,0.57,2.06,1280.0,2
12.47,2.89,2.42,17.6,80.0,2.74,0.66,0.45,1.34,1.74,0.73,3.26,1130.0,1
13.78,1.83,2.84,24.0,103.0,2.35,1.2,0.19,0.84,5.05,0.72,1.36,725.0,2
12.07,2.06,2.15,17.1,95.0,2.22,1.61,0.35,0.96,3.6,1.17,3.82,718.0,2
13.58,1.63,2.1,21.5,96.0,2.55,3.56,0.31,1.28,5.05,1.03,3.14,1050.0,0
13.05,1.53,2.16,21.0,92.0,2.2,2.29,0.27,1.85,5.7,0.93,1.3,1680.0,1
12.64,4.72,2.24,22.8,80.0,1.59,2.17,0.33,1.87,9.4,0.87,2.47,714.0,1
