alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
14.13,1.19,2.21,19.1,127.0,1.98,1.39,0.17,2.91,7.8,0.82,2.11,1045.0,0
11.62,1.09,2.2,16.0,96.0,1.54,2.04,0.5,1.11,11.75,0.85,3.02,502.0,2
12.07,4.95,2.58,16.0,100.0,3.4,3.39,0.53,2.7,4.1,1.1,2.46,378.0,1
12.17,1.97,1.92,23.6,105.0,2.48,2.21,0.28,1.37,4.36,0.59,1.75,1480.0,1
12.17,1.36,2.54,18.6,106.0,1.85,3.93,0.39,2.08,1.9,1.33,2.11,562.0,1
12.36,2.39,2.56,13.2,89.0,2.35,0.69,0.48,0.55,9.2,1.36,3.31,1045.0,2
12.96,1.81,2.24,22.8,84.0,2.3,2.17,0.34,1.63,10.2,1.08,1.58,600.0,1
12.04,2.15,2.41,24.0,97.0,1.25,2.27,0.6,0.97,7.3,0.6,1.48,615.0,2
14.22,3.9,2.02,16.7,88.0,1.59,0.51,0.61,1.82,3.74,0.82,2.74,385.0,2
12.37,4.3,2.72,19.6,122.0,1.45,2.99,0.3,2.08,3.4,0.92,2.26,385.0,1
12.53,0.89,2.65,17.0,124.0,1.88,1.85,0.34,1.56,10.68,1.12,1.8,1195.0,0
12.64,1.67,2.68,18.5,101.0,2.56,2.5,0.43,0.86,4.68,1.06,2.9,407.0,1
12.17,1.68,2.04,26.0,87.0,1.7,0.92,0.47,2.28,8.66,1.0,1.74,372.0,2
12.16,1.83,2.27,19.6,118.0,3.0,2.63,0.17,0.75,9.899999,0.55,2.3,1150.0,0
13.74,1.97,2.12,10.6,118.0,3.85,3.15,0.29,1.82,5.85,0.92,1.67,1130.0,0
13.67,2.39,2.56,16.0,95.0,2.36,1.69,0.63,2.04,8.7,1.08,3.71,1270.0,0
12.6,3.83,2.19,10.6,80.0,1.35,3.49,0.29,2.01,11.75,0.99,1.48,607.0,1
14.3,0.74,1.95,16.8,107.0,2.8,2.19,0.2,2.29,10.8,1.09,2.14,500.0,0
12.37,3.1,2.1,14.0,84.0,3.38,1.46,0.6,2.81,4.68,0.66,2.96,735.0,1
11.96,1.76,2.4,22.8,98.0,2.63,1.09,0.37,2.38,3.25,0.55,2.85,407.0,0
12.85,2.99,2.28,22.0,80.0,1.35,1.41,0.37,0.86,5.4,1.42,3.02,660.0,1
13.68,1.64,2.75,16.4,84.0,2.72,0.57,0.63,1.45,6.2,1.42,2.23,355.0,0
12.2,1.59,2.27,19.1,97.0,2.72,3.74,0.27,1.85,8.66,0.86,1.68,1375.0,2
13.73,1.51,2.45,19.1,93.0,3.85,2.45,0.22,0.81,3.52,0.98,2.91,1065.0,0
13.36,0.74,2.48,25.5,81.0,2.63,1.22,0.6,1.35,7.7,0.79,1.59,520.0,2
12.64,1.7,2.62,17.1,102.0,3.3,3.17,0.3,2.01,3.85,1.03,2.12,406.0,0
14.02,3.55,2.84,17.0,93.0,2.45,3.14,0.2,2.04,2.65,1.71,1.3,564.0,0
12.0,2.99,2.14,21.0,112.0,3.4,3.03,0.32,2.28,8.7,1.28,1.78,415.0,0
13.58,1.33,2.61,11.2,87.0,3.88,3.23,0.19,1.37,4.4,0.92,2.3,472.0,2
13.5,1.21,2.4,19.6,136.0,2.2,1.5,0.43,1.04,2.4,0.54,1.83,718.0,1
12.29,3.83,2.12,19.1,122.0,2.8,0.66,0.42,1.77,5.45,0.66,3.48,985.0,1
14.23,1.89,2.61,15.5,92.0,1.61,2.43,0.17,0.62,8.9,1.03,3.0,1185.0,0
13.48,1.7,2.75,22.5,98.0,2.75,1.22,0.41,1.55,6.62,0.96,2.83,590.0,0
12.2,1.67,2.3,25.0,128.0,2.48,3.14,0.42,1.28,1.9,0.94,3.18,718.0,1
12.88,1.97,2.14,19.6,96.0,2.64,1.46,0.29,1.15,5.05,0.64,3.45,1065.0,0
12.93,3.98,2.61,16.5,98.0,3.3,2.29,0.3,1.62,2.4,1.25,2.82,1260.0,0
