alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
13.24,1.41,2.21,12.4,126.0,2.6,2.29,0.13,2.1,2.85,1.36,3.5,385.0,0
13.28,1.66,2.48,15.5,99.0,2.6,1.39,0.31,2.35,1.28,0.74,2.11,1515.0,0
12.84,1.51,1.75,22.8,105.0,1.9,1.46,0.47,1.42,2.95,1.19,1.82,415.0,1
12.86,3.24,1.98,21.6,108.0,1.8,3.93,0.32,2.81,2.2,1.42,3.12,695.0,1
11.66,1.57,2.5,16.0,105.0,2.46,0.57,0.31,0.88,6.38,0.81,3.37,425.0,0
13.71,2.67,2.36,11.2,88.0,3.52,0.6,0.5,0.64,4.4,1.18,3.56,1190.0,2
12.7,3.1,1.88,10.6,107.0,1.7,1.39,0.58,2.28,3.7,1.15,2.46,520.0,2
11.96,1.52,2.59,22.8,80.0,1.8,1.25,0.26,1.65,5.28,0.7,3.14,1190.0,2
13.88,3.98,2.32,11.2,80.0,2.86,2.51,0.28,1.06,6.38,1.23,3.17,385.0,0
13.08,3.3,2.67,21.0,113.0,1.6,1.76,0.24,1.65,3.4,1.24,2.06,937.0,1
12.29,5.51,2.27,14.0,86.0,1.54,2.63,0.56,1.44,8.42,0.66,2.48,1285.0,2
13.36,1.29,2.19,18.8,112.0,2.48,3.56,0.2,1.83,5.64,1.19,3.17,1480.0,0
14.13,2.81,1.98,21.0,95.0,2.48,3.67,0.37,1.36,3.05,1.42,3.08,1510.0,1
12.47,2.56,2.7,25.0,126.0,1.98,2.65,0.42,2.28,3.25,0.72,3.17,1680.0,1
14.3,3.17,2.58,23.5,94.0,1.83,1.2,0.33,1.26,6.38,0.89,1.67,840.0,1
12.96,1.57,2.72,23.5,81.0,3.52,0.56,0.58,0.86,9.4,1.1,3.14,510.0,2
13.68,3.99,3.22,16.1,96.0,3.27,0.52,0.19,1.63,10.26,1.08,2.71,392.0,0
12.67,5.19,2.92,25.0,106.0,1.61,2.89,0.4,0.55,6.75,1.02,3.18,510.0,2
13.11,5.8,2.59,16.1,108.0,3.0,0.52,0.24,0.62,3.4,1.03,2.12,640.0,0
14.19,2.46,1.7,24.0,87.0,1.95,1.75,0.2,1.37,2.7,0.85,3.12,355.0,1
12.58,1.81,2.64,18.6,126.0,1.74,0.84,0.26,1.82,4.45,0.88,1.48,630.0,2
12.93,5.19,2.2,18.0,103.0,2.05,0.57,0.14,2.49,6.38,0.98,1.59,488.0,1
13.72,3.37,1.98,16.8,121.0,1.89,2.19,0.28,0.73,5.2,1.42,3.22,1510.0,1
11.84,3.26,2.16,13.2,96.0,1.41,1.39,0.32,0.62,6.75,1.12,3.14,1235.0,1
12.72,1.7,2.25,12.4,107.0,1.4,3.04,0.14,1.42,5.68,0.86,3.26,600.0,0
14.2,1.65,2.16,19.6,162.0,1.98,3.15,0.21,1.14,9.4,1.22,3.58,385.0,1
12.85,1.45,2.14,19.1,126.0,3.52,3.06,0.2,0.96,4.6,1.1,2.9,1510.0,1
13.78,1.64,2.14,22.0,132.0,2.11,3.18,0.58,2.91,10.26,0.87,1.78,1280.0,1
11.84,1.34,2.12,20.0,92.0,2.32,2.89,0.61,1.03,2.8,1.19,2.42,1510.0,1
13.76,3.7,2.38,30.0,97.0,3.85,2.76,0.39,0.62,4.7,1.23,2.71,990.0,0
14.37,1.43,2.13,20.0,116.0,1.15,0.69,0.41,1.63,4.68,1.03,2.06,625.0,1
12.79,1.09,2.65,20.0,128.0,1.74,2.29,0.34,2.5,10.8,1.38,2.27,680.0,0
12.64,1.7,2.86,15.5,123.0,3.3,1.85,0.13,0.8,6.9,1.23,1.36,1375.0,1
13.27,3.45,2.54,19.1,122.0,2.63,1.28,0.14,1.81,5.2,0.93,2.15,1260.0,2
12.37,4.36,2.23,16.1,113.0,1.85,0.6,0.34,1.38,10.68,1.1,1.69,607.0,1
13.49,2.05,2.21,21.5,124.0,2.36,0.84,0.53,1.65,10.68,0.77,1.96,480.0,1
