alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
13.88,1.88,2.15,16.4,136.0,2.45,0.49,0.5,2.18,3.52,0.48,2.26,720.0,2
13.58,1.07,2.15,10.6,105.0,2.6,3.75,0.27,1.25,8.6,0.88,2.83,735.0,2
12.77,2.36,2.32,16.8,132.0,1.59,2.0,0.4,1.41,2.6,0.92,1.51,590.0,2
12.08,1.53,1.94,16.0,100.0,3.85,3.67,0.4,0.96,3.74,0.86,3.1,714.0,1
13.76,3.91,2.16,30.0,113.0,2.2,2.61,0.21,1.98,5.68,0.48,2.88,1510.0,0
12.22,4.36,2.59,20.7,81.0,1.38,1.61,0.45,2.03,2.62,1.23,3.13,1185.0,1
12.82,3.7,2.0,15.0,94.0,1.39,1.39,0.24,1.45,5.64,1.17,3.02,840.0,1
12.64,2.76,2.58,12.4,94.0,2.98,1.84,0.35,1.61,2.3,0.64,2.47,570.0,2
12.22,2.31,2.51,10.6,78.0,2.2,0.7,0.26,1.92,2.8,0.68,1.51,714.0,1
12.58,1.45,1.94,18.8,106.0,3.88,0.66,0.61,1.7,9.3,0.48,2.71,550.0,2
12.25,4.36,2.64,18.6,86.0,2.35,0.7,0.35,0.55,4.35,0.8,1.92,845.0,1
12.99,2.89,2.87,18.5,70.0,3.88,0.56,0.6,1.42,4.32,0.79,3.16,420.0,0
13.88,1.13,1.7,22.0,124.0,1.93,3.0,0.56,1.06,5.25,0.87,1.51,590.0,2
13.77,3.7,2.32,25.5,87.0,1.38,0.48,0.48,1.05,5.64,0.57,1.86,472.0,2
13.27,1.64,1.9,20.0,90.0,1.8,0.65,0.52,1.9,3.35,0.57,1.92,835.0,2
11.62,5.19,2.35,18.5,92.0,1.5,0.5,0.31,0.86,5.58,1.18,2.91,1295.0,0
13.77,1.83,2.19,17.0,110.0,2.4,1.31,0.58,1.05,2.9,1.12,3.71,735.0,2
14.1,1.53,1.98,18.5,132.0,2.0,2.94,0.58,2.91,5.88,1.16,1.8,970.0,1
12.47,1.65,1.88,22.0,111.0,1.62,1.09,0.33,1.28,10.68,0.59,3.26,378.0,2
13.48,0.92,2.28,18.1,162.0,3.3,3.25,0.41,1.68,10.26,0.92,3.07,886.0,1
13.4,3.26,2.29,16.1,124.0,2.6,0.63,0.32,2.81,4.92,1.38,1.42,1060.0,2
13.5,2.99,2.87,15.2,84.0,1.4,2.21,0.19,1.48,9.899999,0.67,1.56,1045.0,2
12.33,3.9,1.92,16.7,113.0,1.78,2.19,0.4,0.75,2.7,0.77,1.67,488.0,1
14.12,1.77,2.1,17.6,151.0,1.62,2.19,0.26,2.38,4.92,1.09,1.58,1260.0,0
11.41,1.41,2.43,23.0,93.0,3.38,0.76,0.58,1.97,5.58,1.24,2.74,470.0,2
12.25,1.89,2.68,14.6,90.0,2.32,2.74,0.2,0.95,9.899999,1.02,2.93,1375.0,0
13.16,1.29,2.26,23.5,124.0,1.6,3.24,0.53,1.44,4.4,1.15,1.75,680.0,2
13.28,1.63,2.36,17.5,85.0,1.85,1.92,0.26,1.98,3.8,1.12,2.3,415.0,1
14.39,1.9,2.19,19.1,86.0,2.7,2.89,0.4,1.54,5.64,0.82,1.62,450.0,0
11.62,1.72,1.88,24.0,84.0,3.0,0.8,0.28,1.02,2.85,1.07,1.78,760.0,0
11.84,1.53,1.95,14.6,108.0,2.6,3.1,0.47,2.1,11.75,0.98,2.75,580.0,0
12.99,3.1,2.59,17.0,89.0,2.88,3.14,0.28,2.03,4.38,1.05,2.91,378.0,0
13.3,1.5,1.94,17.1,105.0,2.7,2.52,0.26,2.81,5.43,0.59,1.62,1050.0,0
12.7,1.76,2.24,17.6,89.0,1.79,0.48,0.17,0.64,7.1,0.57,1.69,680.0,2
13.51,1.53,2.41,17.1,136.0,2.75,3.17,0.56,2.81,6.38,1.24,2.91,1280.0,0
11.45,3.55,2.23,24.0,112.0,2.56,3.0,0.19,0.42,3.4,0.89,3.07,1235.0,1
