alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
13.23,1.66,2.13,13.2,123.0,2.55,0.63,0.33,1.56,5.58,0.67,2.15,835.0,2
12.53,1.81,2.46,20.0,121.0,2.88,0.96,0.19,2.04,8.9,1.05,3.47,1150.0,0
13.45,1.71,2.72,14.6,104.0,1.85,3.32,0.47,1.62,6.3,0.8,3.82,630.0,2
13.68,1.72,2.15,13.2,113.0,2.32,3.49,0.6,1.87,3.52,0.86,1.62,845.0,0
13.27,1.09,2.62,16.1,103.0,1.65,3.27,0.48,1.72,2.9,0.87,2.05,488.0,0
14.23,0.94,2.53,10.6,151.0,1.72,2.26,0.26,2.38,2.06,0.85,2.82,1290.0,1
12.6,1.43,2.61,19.1,95.0,2.86,3.54,0.13,1.36,4.8,0.96,3.58,720.0,0
13.68,1.52,2.31,14.8,86.0,2.9,0.84,0.28,2.5,8.42,1.38,3.18,607.0,1
12.84,3.12,2.58,18.8,101.0,2.22,2.68,0.14,2.91,2.65,0.56,3.59,406.0,0
14.23,1.97,2.61,16.3,95.0,1.61,1.39,0.13,1.72,3.4,0.93,1.3,1045.0,0
12.67,1.13,2.36,14.6,112.0,2.2,3.27,0.31,1.86,5.25,1.03,3.08,1450.0,0
12.08,1.01,2.17,16.7,108.0,2.35,1.75,0.13,1.82,4.36,0.81,3.17,434.0,1
13.3,1.89,2.65,18.6,132.0,2.0,3.24,0.26,2.08,2.4,0.91,1.67,1280.0,0
11.64,3.55,2.69,15.0,115.0,1.65,2.99,0.47,1.11,2.6,1.09,3.57,1285.0,0
13.08,0.9,2.24,14.0,122.0,1.38,3.23,0.13,1.57,3.74,0.82,3.71,625.0,2
14.13,1.81,2.74,17.2,127.0,1.8,0.5,0.48,1.26,5.5,0.67,3.21,660.0,2
13.4,0.9,2.17,16.4,110.0,3.25,1.94,0.29,0.84,5.43,1.15,3.31,450.0,0
12.36,3.3,2.28,16.8,92.0,1.8,0.49,0.33,1.9,3.52,1.13,2.9,434.0,2
13.5,5.65,2.13,25.0,96.0,1.4,1.22,0.14,1.26,5.0,1.15,3.14,342.0,2
12.58,1.61,2.43,22.0,122.0,2.86,2.19,0.5,2.35,7.65,0.55,3.82,985.0,2
12.82,1.41,2.87,15.5,139.0,2.9,1.32,0.3,2.76,5.1,1.13,1.83,1295.0,1
14.39,1.78,2.58,20.0,124.0,1.41,3.74,0.52,2.03,3.74,1.17,1.69,1130.0,0
13.52,3.99,2.36,24.5,100.0,1.54,0.76,0.33,0.41,1.28,0.82,3.58,345.0,2
13.82,2.67,2.23,18.1,100.0,1.78,0.75,0.42,1.35,2.2,1.28,3.12,470.0,1
12.42,2.59,1.9,19.1,102.0,1.38,0.84,0.61,1.1,9.2,1.1,2.12,1035.0,2
11.64,3.98,2.64,21.5,107.0,1.15,0.92,0.35,1.04,5.28,1.09,3.55,937.0,2
14.12,1.81,2.26,13.2,93.0,1.98,1.32,0.6,1.35,4.68,1.19,3.47,1450.0,0
13.27,1.67,2.17,14.6,115.0,2.64,2.43,0.63,1.95,4.8,1.04,3.59,735.0,0
12.85,5.8,2.3,24.5,84.0,1.74,3.25,0.29,1.36,3.9,1.42,3.37,502.0,1
13.86,1.41,2.24,15.0,104.0,1.85,2.43,0.32,1.72,3.95,0.72,2.75,520.0,1
12.99,4.1,2.31,19.0,139.0,1.45,2.43,0.31,1.4,10.52,1.42,1.3,845.0,1
12.08,1.71,2.61,24.5,102.0,1.15,1.39,0.22,1.35,2.5,1.23,3.35,680.0,0
12.0,1.61,1.94,18.1,151.0,2.75,1.1,0.6,0.95,5.64,0.99,3.08,1035.0,1
12.53,1.59,1.7,15.2,102.0,1.62,0.84,0.22,1.14,6.8,1.1,2.05,718.0,2
12.29,1.41,2.92,21.5,103.0,1.75,1.5,0.13,1.04,8.5,0.99,1.55,434.0,1
12.04,1.87,2.56,22.8,162.0,1.88,0.75,0.43,1.7,4.32,1.01,3.36,1320.0,0
