age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,5,71489,8,9,5,4,2,4,1,2597,1672,66,27,0
88,6,190728,13,1,1,8,1,2,0,3411,1672,23,34,0
19,6,156649,10,8,0,1,3,3,0,2463,1980,17,28,0
18,4,37778,0,2,5,8,4,0,1,5013,1741,42,39,0
88,6,19847,13,9,4,1,3,4,1,5013,1740,92,27,0
17,6,203924,6,1,5,8,3,1,0,3325,1672,18,15,0
20,6,34706,3,1,4,1,1,4,0,5013,1740,10,32,0
18,6,271013,1,1,0,8,2,0,1,5013,1740,96,2,0
20,6,143653,6,1,0,5,2,2,1,4650,2051,13,15,0
53,4,183902,7,13,1,12,4,1,0,15024,1887,46,25,1
56,3,179574,15,9,4,5,2,2,0,7688,1848,61,14,1
17,6,246439,5,11,5,8,4,4,0,1055,1628,21,29,0
20,2,141645,1,3,5,1,2,3,0,3325,1740,23,9,0
18,6,98756,13,16,3,8,5,3,1,4064,1579,66,27,0
20,6,162852,4,10,3,8,3,0,1,5013,1672,19,27,0
20,6,157951,7,1,6,1,1,2,1,3325,2051,49,27,0
18,6,258102,13,3,0,8,4,1,1,2105,1741,51,35,0
36,4,142494,14,11,0,0,5,1,0,99999,2444,89,10,1
60,4,217663,7,10,0,3,5,4,0,7688,1887,82,23,1
20,6,336010,1,1,3,1,2,3,1,2174,1876,23,5,0
20,6,116531,11,1,5,1,3,0,1,5455,1672,66,27,0
20,6,175127,3,1,6,8,1,0,1,3137,2352,23,15,0
64,3,466498,12,16,0,13,5,0,1,20051,1564,61,17,1
17,1,252257,13,14,6,1,2,0,1,5013,1876,19,27,0
18,6,94113,13,1,4,4,2,3,1,4650,1740,51,32,0
18,6,110622,3,2,4,8,1,3,1,4064,1590,26,6,0
90,6,197284,11,12,4,8,4,2,0,2829,2206,66,27,0
63,0,120781,10,13,2,12,5,4,1,5178,1848,29,13,1
20,6,144949,0,14,3,1,2,0,1,4064,2002,37,35,0
48,0,233312,12,5,5,13,5,0,0,7688,1887,61,39,1
18,4,27242,13,1,3,6,0,2,0,2407,1980,34,27,0
19,6,108960,1,9,3,3,0,2,1,5013,1590,20,27,0
20,6,368476,14,1,6,8,1,3,1,4064,2042,66,30,0
17,6,32732,13,15,6,4,3,0,0,5013,1740,25,36,0
17,6,101684,13,11,5,1,2,4,1,3464,1974,32,34,0
18,6,163434,13,1,4,1,2,0,0,4101,1740,23,5,0
43,2,178353,15,3,1,12,5,1,1,7298,1887,42,32,1
23,0,283268,0,1,0,8,0,3,1,5013,1590,3,8,0
20,6,63184,13,1,5,1,2,1,1,2202,1740,50,34,0
18,6,129882,14,15,2,1,3,2,1,2174,1740,4,27,0
73,1,186819,14,10,1,6,5,1,1,7688,1977,89,14,1
39,3,186117,11,8,2,12,0,0,0,10520,1887,61,14,1
17,6,203353,8,1,5,1,1,0,0,3908,1579,19,39,0
48,5,184964,15,14,2,7,5,2,1,20051,1848,61,6,1
33,5,104996,13,16,5,1,1,1,0,3411,2042,51,15,0
25,0,169818,14,16,4,3,1,4,1,27828,1564,61,40,1
20,5,187329,13,8,0,8,2,3,1,5013,1672,96,27,0
37,3,148526,3,1,3,1,2,0,0,2885,1590,42,28,0
20,6,172755,6,1,4,8,2,3,1,5455,1740,11,5,0
21,6,174063,9,1,0,9,2,3,0,5013,1672,51,27,0
90,0,212120,9,13,2,0,5,0,1,13550,1887,61,19,1
34,4,209782,2,11,3,6,5,0,1,99999,2444,61,38,1
53,3,62669,14,2,3,11,1,0,0,14084,2415,61,34,1
20,6,374790,2,16,6,8,2,4,0,4064,1741,91,28,0
54,4,240252,9,15,0,5,0,0,0,7688,1887,61,0,1
46,6,179135,13,6,4,8,4,0,0,3464,1672,23,36,0
20,6,309932,15,1,3,8,2,0,1,2653,1669,92,27,0
72,0,164749,14,15,2,11,5,0,0,8614,1564,42,12,1
17,4,201599,0,3,5,8,3,2,1,3137,1974,51,2,0
30,3,186410,7,14,4,3,5,2,0,8614,1564,61,40,1
83,6,155213,13,1,4,7,2,2,0,3908,1504,51,27,0
20,6,369387,13,4,0,3,3,0,0,4064,2051,92,27,0
20,6,124242,13,4,5,8,0,3,1,5013,1672,86,5,0
28,0,398931,15,8,0,12,5,1,0,10520,1977,89,29,1
19,6,55929,13,4,3,8,4,0,0,5013,1740,51,27,0
51,5,113309,0,1,5,4,3,0,0,5013,1672,51,36,0
18,0,152436,13,1,6,8,3,3,1,1506,2206,66,27,0
19,6,134286,5,1,6,8,2,0,1,4101,2051,51,27,0
20,6,306785,13,4,2,8,3,0,1,4064,2002,19,11,0
18,6,189590,3,1,6,8,0,1,0,5013,2339,29,27,0
18,6,299197,13,1,4,8,0,4,0,3137,1741,23,15,0
20,6,234743,15,6,5,8,2,3,0,5013,1980,14,27,0
74,0,391329,6,5,1,3,0,4,0,4787,1848,61,40,1
75,4,199934,0,9,1,13,1,2,1,15024,1848,89,26,1
17,0,115289,4,8,5,8,2,3,1,2885,1740,23,32,0
34,2,405913,14,10,6,10,3,0,1,8614,2174,61,9,1
25,1,225913,1,9,0,12,1,3,0,5178,1848,61,19,1
59,2,243872,8,15,5,10,1,1,1,5178,2415,58,31,1
17,6,270276,0,11,0,8,4,3,1,5013,1672,3,3,0
20,6,37754,13,6,3,1,4,4,0,2407,1740,3,27,0
50,4,321865,5,6,3,0,4,1,1,15024,2415,61,9,1
47,6,189759,3,2,0,1,2,3,1,2907,1740,11,15,0
18,4,97136,13,1,0,8,0,4,0,2597,1980,66,27,0
