RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,81,304,4,99,23,0,0,100,-7,7,8,24,1,33,6,1,0,9,76,4,3,1,62
0,-9,803,383,-9,-9,-9,0,-9,-9,7,8,28,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
1,-9,212,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,-9,803,383,-9,78,-9,-9,-9,83,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
1,71,195,11,84,24,0,0,86,30,6,6,21,2,25,0,1,0,7,-8,2,2,1,25
0,-9,203,49,42,-9,0,0,100,4,7,8,-9,0,100,-9,1,0,-9,95,-9,-9,-9,100
0,91,803,383,383,-9,19,19,-9,83,6,2,100,19,-9,-9,-9,-9,-9,-9,29,-9,-9,-9
1,86,176,7,93,15,0,0,100,-7,7,8,9,1,45,17,0,0,7,50,3,3,0,78
1,84,327,6,194,45,0,0,96,80,5,6,29,2,43,23,0,0,69,78,6,2,2,100
0,-9,803,-9,-9,78,-9,-9,100,-9,7,8,100,19,100,24,66,66,-9,471,-9,-9,-9,100
0,-9,803,383,-9,-9,-9,-9,-9,-9,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
0,-9,803,383,115,-9,-9,0,100,8,7,8,32,-9,100,-9,17,-9,-9,433,-9,-9,-9,100
0,93,306,-9,-9,78,18,-9,100,-9,6,8,100,19,100,24,66,66,165,471,-9,23,-9,100
