RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,76,287,7,107,28,1,0,88,29,6,5,37,2,53,0,1,1,8,77,3,3,1,73
0,-9,343,0,73,-9,0,3,88,83,7,3,10,0,100,-9,1,0,-9,471,-9,1,-9,100
0,-9,803,383,-9,-9,19,19,-9,83,0,8,100,19,100,-9,-9,-9,-9,-9,-9,-9,-9,100
0,79,308,15,109,10,0,0,94,24,6,6,9,0,21,-9,0,0,19,11,3,2,0,50
1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,65,168,5,59,12,2,1,85,2,4,4,10,2,55,1,2,2,40,66,2,2,0,60
0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,-9,803,383,-9,-9,-9,19,-9,83,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
0,75,128,2,42,13,0,0,100,-7,7,8,13,2,42,0,1,1,13,97,4,2,0,75
0,66,182,3,39,19,1,1,88,26,6,2,25,1,21,0,0,0,28,-8,6,2,0,67
0,-9,803,383,-9,8,-9,-9,-9,-9,7,8,52,-9,100,-7,-9,-9,-9,471,-9,-9,-9,100
1,68,176,6,45,19,0,0,90,27,6,6,21,2,22,0,2,3,4,67,4,3,0,57
0,64,128,7,48,14,0,0,100,-7,7,8,19,7,42,0,0,1,47,74,4,3,0,100
0,-9,803,383,-9,-9,-9,-9,-9,-9,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
0,-9,803,383,-9,-9,-9,-9,-9,-9,7,8,99,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
1,91,803,60,383,-9,2,1,73,70,6,3,20,4,-9,24,-9,-9,-9,60,1,2,-9,71
1,88,192,5,80,22,0,0,100,-7,7,8,31,1,-9,-7,2,1,2,-8,5,-9,0,-9
0,64,119,15,38,22,0,0,100,-7,7,8,22,3,20,0,4,4,64,-8,5,2,2,42
0,-9,803,383,-9,78,-9,-9,-9,83,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
0,59,114,24,-9,-9,0,0,100,-7,7,8,9,0,99,0,0,0,94,-9,3,1,-8,100
1,69,227,17,67,31,0,0,94,22,6,6,34,1,50,0,2,1,26,-8,4,2,0,57
0,-9,803,383,-9,-9,-9,0,-9,-9,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
1,-9,803,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,73,101,5,42,12,0,0,100,-7,7,8,11,4,37,0,1,0,13,88,4,2,0,80
1,91,124,4,61,6,0,0,100,-7,7,8,11,1,35,1,0,0,-9,72,-9,1,0,33
0,-9,803,383,-9,-9,-9,-9,-9,83,7,8,100,19,100,-9,-9,-9,-9,471,-9,-9,-9,100
0,71,288,135,115,5,4,2,81,26,6,5,11,0,37,0,0,0,0,-8,1,-9,0,60
1,71,188,15,58,18,0,0,100,-7,7,8,18,1,17,21,2,2,38,38,3,2,2,41
1,78,172,1,51,47,0,0,100,69,6,6,61,4,39,9,5,5,32,71,5,3,1,67
1,67,202,15,83,19,2,1,83,6,1,3,16,0,-9,-7,0,0,8,-8,4,1,0,38
0,-9,803,383,-9,-9,0,18,-9,-9,7,8,99,10,100,-9,-9,-9,-9,-9,-9,-9,-9,100
1,67,-9,7,40,19,0,0,90,69,6,6,23,1,40,0,1,1,72,77,5,5,1,89
0,70,293,19,148,20,0,0,94,31,6,6,24,1,23,0,2,2,88,-8,8,2,3,75
1,80,199,6,147,5,0,0,100,-7,7,8,5,0,0,0,4,3,11,35,1,-9,1,44
0,-9,803,383,383,-9,-9,19,-9,-9,7,8,100,19,-9,-9,-9,-9,165,471,29,-9,18,100
0,93,-9,-9,383,-9,-9,19,100,-9,7,8,-9,19,100,-9,66,66,-9,-9,-9,-9,-9,-9
0,-9,803,383,-9,-9,-9,19,-9,-9,7,8,100,19,100,-9,-9,-9,165,471,29,-9,18,100
0,69,290,1,86,18,3,2,87,38,6,2,17,3,36,-7,2,2,3,25,2,1,1,43
0,69,125,11,27,10,1,0,80,35,6,4,9,0,58,0,5,5,12,72,2,2,0,89
0,66,363,6,92,46,0,0,100,4,6,6,63,2,24,0,1,1,13,36,10,3,3,62
0,-9,217,383,-9,-9,19,19,-9,83,0,8,100,19,100,-9,-9,-9,-9,-9,-9,-9,-9,100
0,-9,-9,383,383,-9,19,19,-9,83,6,2,100,-9,100,-9,66,-9,-9,-9,-9,-9,-9,100
0,63,106,6,54,42,0,0,94,38,6,6,63,2,55,0,4,4,78,95,4,6,1,100
1,80,367,5,95,31,0,0,100,-7,7,8,42,2,24,2,2,3,16,33,5,2,0,62
0,-9,-9,383,383,-9,19,19,-9,83,6,2,100,-9,-9,-9,66,-9,-9,-9,29,-9,-9,100
