age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26,2,123719,8,12,4,2,3,4,1,4909,0,60,38,0
27,2,167280,11,9,2,5,0,4,1,8,0,40,38,0
27,2,395010,9,13,2,11,0,4,1,2,0,60,38,0
26,2,287089,9,13,3,9,0,4,0,11,0,50,38,0
20,2,154296,11,9,0,6,1,0,0,2,0,31,38,0
29,4,350665,14,10,5,11,1,4,1,1,620,69,38,0
48,0,200484,11,9,2,0,0,4,1,4489,0,40,38,1
49,2,368433,15,9,2,5,0,4,1,12,0,40,38,1
37,0,237520,9,13,4,11,1,4,1,7,0,40,38,0
38,2,202449,6,13,2,3,0,4,1,1,0,48,38,1
55,2,247250,9,13,2,12,0,4,1,21,0,50,38,1
33,2,468823,11,9,6,6,1,4,0,6,0,19,38,0
52,3,225568,13,14,2,3,0,4,1,0,1837,49,38,1
50,4,526121,8,3,2,3,0,4,1,7,0,49,6,0
51,2,247929,10,13,2,11,0,4,1,5087,0,60,38,1
19,4,149177,15,10,0,0,4,4,0,10,0,31,38,0
50,4,564235,15,10,2,11,0,4,1,0,0,60,37,1
48,4,259741,9,12,2,2,0,4,1,0,0,40,38,1
39,2,222730,14,15,4,11,5,4,0,14755,0,50,38,1
27,2,275365,11,8,4,0,1,2,1,4,0,40,38,0
18,2,103181,0,6,4,5,1,4,1,9,0,39,38,0
33,2,407443,11,9,2,1,0,4,1,0,0,47,38,0
39,4,150002,13,13,2,2,0,4,1,15,1,40,38,1
27,2,252591,11,9,2,10,0,4,1,0,0,39,38,0
50,1,225047,9,12,2,2,0,4,1,5226,0,39,37,1
21,2,253402,10,10,2,10,0,4,1,0,0,40,38,0
28,2,140075,11,9,0,5,1,4,1,0,0,39,37,1
29,2,201563,9,13,2,11,0,4,1,4,0,50,38,0
41,2,66932,8,3,2,2,0,2,1,0,0,40,25,0
40,2,567940,9,13,2,2,0,4,1,6,0,40,38,1
48,3,214294,11,9,2,12,0,4,1,5508,0,49,38,1
49,5,127041,9,14,2,9,0,4,1,5390,0,39,38,1
36,5,258121,15,15,2,9,0,4,1,8,0,74,38,1
36,1,265651,11,12,4,11,1,4,0,13,0,49,38,1
30,2,209184,11,9,6,11,4,4,1,99223,0,46,38,1
34,2,154341,11,8,2,5,0,4,1,3,0,40,38,0
35,2,571294,11,9,4,2,4,4,0,12,0,48,38,0
25,0,246402,9,12,2,11,5,0,1,16,0,65,38,0
38,2,229202,15,9,4,11,3,4,0,0,0,60,37,0
35,4,436450,8,12,4,2,1,4,1,5569,0,49,38,0
48,2,272957,11,9,0,12,4,4,0,5550,0,40,38,0
34,2,221297,9,12,4,0,1,4,0,0,0,50,34,0
50,4,242654,9,13,2,9,5,4,0,10,0,17,38,0
35,2,389280,5,12,2,2,0,4,1,0,0,40,37,0
52,2,201439,15,9,2,2,0,4,1,6,0,50,38,0
40,1,283422,10,12,2,2,0,4,1,14793,0,60,38,1
35,1,241434,9,12,2,2,0,4,1,1,0,40,37,0
38,2,211678,11,8,0,12,1,0,1,0,0,29,37,0
19,2,118133,9,13,6,0,1,4,0,16,0,17,38,0
52,4,359562,11,9,3,2,5,4,1,7,0,37,38,0
44,1,172373,11,9,4,10,3,4,1,1,0,40,38,0
51,1,53504,11,9,2,11,5,4,0,0,0,40,38,1
38,1,229620,13,14,4,9,1,4,0,0,0,60,38,0
23,2,227677,8,11,4,9,4,4,0,0,0,48,38,0
52,2,148650,11,9,0,0,4,2,0,0,0,39,38,0
18,2,225181,11,9,4,11,3,4,0,10,0,28,38,0
35,1,155031,9,13,2,13,0,4,1,8,0,29,38,0
19,2,255066,15,9,4,2,1,4,1,0,0,25,38,0
54,2,237814,13,14,2,10,0,4,1,97575,0,47,38,1
39,2,382688,0,6,2,5,0,4,1,0,0,59,38,0
28,2,108289,9,13,4,11,3,4,1,5301,0,40,38,0
29,1,248661,15,10,2,9,5,4,0,4,0,40,38,0
19,2,156302,11,9,4,6,3,4,0,12,0,31,38,0
24,2,219586,11,9,2,5,0,4,1,0,0,60,38,0
53,5,513428,9,13,2,9,0,4,1,0,0,47,37,1
37,2,133936,15,10,2,2,0,4,1,4776,0,39,38,1
28,2,233772,15,10,4,2,1,4,0,1,0,33,38,0
28,2,255536,15,10,2,11,0,4,1,0,0,50,38,0
49,0,185365,8,6,4,11,1,4,0,6,0,39,37,0
37,0,272280,11,9,2,2,0,4,1,0,0,40,38,0
36,2,150659,11,9,2,6,0,4,1,5,0,40,38,0
37,2,381171,15,10,2,2,0,4,1,0,0,39,38,1
38,1,232764,15,10,2,2,0,4,1,2,0,40,38,1
27,4,94844,11,9,4,9,1,4,1,0,0,26,38,0
34,0,545164,9,13,4,8,1,4,1,0,0,47,38,0
26,2,255581,15,9,4,2,3,4,0,0,0,34,38,0
38,2,370553,10,8,2,2,0,4,1,5374,0,40,38,1
37,4,61277,9,10,2,10,0,4,1,14905,0,51,38,1
28,2,260108,9,12,2,9,0,4,1,11,0,39,38,1
37,4,192055,15,10,0,2,4,4,1,4,0,60,38,1
40,4,259615,14,10,0,2,4,4,0,1,0,43,38,1
50,2,249252,11,9,2,1,0,4,1,2,0,48,38,1
50,2,147905,9,4,4,9,1,4,1,0,0,47,38,0
20,4,331402,10,6,4,11,3,2,1,2,0,51,38,0
39,2,463861,7,4,0,12,1,4,1,5,0,26,25,0
26,4,240428,14,9,4,12,3,4,1,0,0,39,37,0
17,4,546680,1,7,4,2,3,4,1,4104,0,32,37,0
38,1,177843,15,10,0,2,4,4,1,0,0,27,37,0
38,2,262298,9,12,2,2,0,4,1,4721,0,44,37,1
27,2,120532,11,9,4,0,3,0,0,0,0,48,37,0
37,4,386033,15,10,6,6,4,4,1,0,0,39,38,0
55,2,187074,8,13,6,0,4,1,0,0,0,39,37,1
50,2,281595,9,13,2,3,0,4,1,98479,0,39,6,1
35,2,97810,11,9,0,6,4,2,1,0,0,59,38,0
30,2,256101,11,9,2,0,5,2,0,15,0,39,38,1
41,1,238053,15,10,2,3,5,4,0,0,0,27,37,1
52,2,190935,11,9,2,6,4,4,1,0,0,52,38,0
17,2,225243,1,7,4,6,3,4,1,11,0,26,38,0
37,2,449750,11,9,6,7,4,4,0,0,0,39,7,0
35,2,390205,11,9,2,11,0,4,1,0,1853,50,38,0
41,2,334931,11,9,0,6,1,2,1,0,0,40,38,0
20,2,218790,15,10,0,0,1,4,1,7,0,48,38,0
30,5,372707,10,9,6,0,2,3,1,18,0,40,25,0
27,2,88926,14,10,4,8,3,2,1,0,0,39,38,0
39,0,136462,15,10,2,2,0,4,1,0,0,49,38,1
36,2,141954,7,2,2,11,0,4,1,0,0,46,38,0
41,2,135661,9,9,4,11,4,4,0,19,0,47,38,0
37,0,120313,11,9,5,1,1,0,1,0,0,40,38,0
19,2,123325,10,12,4,5,2,4,1,0,0,33,37,0
41,2,253909,10,5,2,7,0,4,1,5,0,40,25,0
54,2,280453,11,9,4,2,0,4,1,6,0,40,38,0
35,2,427313,9,12,2,2,0,4,1,5,0,47,38,1
46,2,112434,11,9,2,2,0,4,1,3,0,48,38,1
24,2,245687,15,10,4,2,1,4,1,0,0,50,20,1
17,2,750452,15,10,4,5,1,2,1,0,0,40,38,0
49,2,140166,5,11,2,6,0,4,1,13,0,39,37,0
47,2,265286,11,9,2,2,0,4,1,98567,0,40,38,1
18,2,191365,0,6,4,7,3,4,0,0,0,30,38,0
20,2,312463,9,8,4,10,3,4,1,11,0,18,38,0
24,2,227427,9,12,4,2,1,4,1,3,0,39,38,0
41,6,496931,14,10,0,0,4,4,0,0,0,60,38,0
32,2,120335,9,13,4,9,1,4,1,4935,0,48,38,1
32,2,324680,11,9,2,2,0,4,1,2,0,39,38,0
20,2,170945,11,8,4,0,1,2,1,0,0,33,5,0
29,5,151332,9,10,0,0,4,2,0,4,0,40,32,0
27,2,130854,15,10,2,10,0,4,1,6,0,40,37,1
51,2,143367,15,10,2,11,0,4,1,0,1872,48,38,1
35,2,147301,14,15,2,8,0,4,1,0,0,28,38,1
44,2,104913,1,7,4,8,2,4,1,1,0,39,38,0
20,2,356247,11,9,5,6,3,2,0,9,0,33,38,0
25,2,111633,14,10,4,6,3,1,1,5506,0,40,38,0
25,1,270995,11,9,4,11,2,4,0,7,0,40,38,0
29,2,121860,15,10,2,5,0,4,1,1,0,39,38,0
28,3,108982,15,10,4,2,3,4,1,0,1851,39,38,0
