alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
12.221653903452658,0.74,1.36,23.74916181979233,70.0,3.88,3.93,0.13,3.28,1.28,0.4896952154969094,1.4260964850083546,278.0,1
11.062484585334506,0.74,1.36,30.0,70.0,2.6785407881638355,3.93,0.13,3.055243635164247,1.28,0.4896952154969094,1.4260964850083546,278.0,2
12.05290413571679,2.407255407108926,1.839807219064375,25.79720393751345,112.01311333398412,2.2213473345811354,2.3974059452164393,0.3335546507671022,1.6898556057807814,1.28,0.48419138104151804,2.2069503112327293,327.3845962168375,0
11.03,1.2996188288438515,1.36,28.8472334860835,70.0,3.88,1.8472494652533267,0.13,3.28,2.7520288599143754,0.4896952154969094,1.6849857543488314,417.6773479395539,2
11.857064514650096,0.74,1.6369310713107343,27.25112945033676,75.8453490975311,2.5200857023875542,2.7964119180803095,0.21123372002367669,2.700437140854692,1.28,0.48,1.4260964850083546,278.0,0
13.330902236495652,0.9334840404262298,1.4173073619257859,22.57322158009049,74.47994904432943,3.7665564153762148,3.93,0.13628921520644313,1.9440239003345106,1.28,0.6665902062618037,1.71790534426774,278.0,2
13.097262106596075,1.496600126519756,2.2922320122868225,29.341147517247336,80.42048551074659,3.88,3.808885948101315,0.1737998519458545,2.4055057994464635,1.28,0.5343672728073574,1.6970961868150098,336.8710710099832,1
11.933106304024074,0.74,1.5647041655301739,30.0,70.0,2.329306669777374,3.046943184272795,0.43017295998312416,2.2208583968886906,1.28,0.48,1.27,278.0,2
12.173910246573346,0.74,1.5647041655301739,30.0,73.03426687121176,2.457889555500612,3.046943184272795,0.63,2.5360606164501336,1.28,0.48,1.27,278.0,2
11.139872886537972,0.8980543798455964,2.1790322169479213,27.587260942299302,77.2103884435967,3.3087430078648,1.9010043675797688,0.41011692950740164,1.874818141309151,2.6258860855581903,0.48,1.8606934239845438,419.2420835699447,1
12.855128186590614,0.8194617104552814,1.36,23.201910741106346,89.01360314299649,3.88,3.93,0.13,2.3117568072745556,2.1513610921698403,0.5372413132212377,1.7051719546566027,496.73308129479346,1
11.720896887942493,3.3037936649465576,1.6388621427955328,25.90803485571669,70.0,2.7282173921617394,3.5700639343924667,0.13,2.7397237178557305,1.28,0.8396320425650611,1.7604701322590781,497.2219987549736,1
12.707261024658573,0.74,1.5647041655301739,28.660459380981663,70.0,3.88,3.93,0.332115868794186,2.7318182961697777,1.28,0.48,1.4260964850083546,278.0,0
13.329622323735812,0.74,1.5647041655301739,26.89321332255272,74.78182005901564,2.2308635534885393,3.046943184272795,0.49775424998091966,2.2451477222211054,1.28,0.48,1.27,278.0,2
